target,algorithm,subset,config_json,oof_log_loss,fold_mean,fold_se
monthly,ridge,H_B_A,10.0,0.662150774619342,0.662150774619342,0.0061279578844406464
monthly,ridge,H_D_B_A,0.001,0.6697165807980859,0.6697165807980859,0.0008610739802122306
monthly,ridge,H_D_B_A,0.01,0.6491603419658124,0.6491603419658124,0.004002908100207717
monthly,ridge,H_D_B_A,0.1,0.6388268554551306,0.6388268554551306,0.00841288115092224
monthly,ridge,H_D_B_A,1.0,0.6406943213826881,0.6406943213826881,0.011717279943687159
monthly,ridge,H_D_B_A,10.0,0.6440333516902506,0.6440333516902506,0.012725894097840784
monthly,ridge,H_M_A,0.001,0.6751270442730816,0.6751270442730816,0.0010102903326764682
monthly,ridge,H_M_A,0.01,0.6663478096059909,0.6663478096059909,0.003825797259061438
monthly,ridge,H_M_A,0.1,0.6660033643088011,0.666003364308801,0.0052681135424640655
monthly,ridge,H_M_A,1.0,0.6660954142083203,0.6660954142083202,0.005474386093186646
monthly,ridge,H_M_A,10.0,0.6661067786509315,0.6661067786509316,0.005495933473040798
monthly,ridge,H_D_M_A,0.001,0.6718438430230205,0.6718438430230201,0.0006812687258249001
monthly,ridge,H_D_M_A,0.01,0.65238386774155,0.6523838677415499,0.002630576365204949
monthly,ridge,H_D_M_A,0.1,0.6414200870242132,0.641420087024213,0.005936826246073652
monthly,ridge,H_D_M_A,1.0,0.6429249693832405,0.6429249693832404,0.00921262368009676
monthly,ridge,H_D_M_A,10.0,0.646156040894815,0.6461560408948149,0.01036860767932853
monthly,ridge,H_B_M_A,0.001,0.6729441090043974,0.6729441090043975,0.0011095907162395643
monthly,ridge,H_B_M_A,0.01,0.6630004232987466,0.6630004232987465,0.004307991518395508
monthly,ridge,H_B_M_A,0.1,0.6628134793655274,0.6628134793655274,0.005894755155325761
monthly,ridge,H_B_M_A,1.0,0.6629387936672984,0.6629387936672984,0.006119892775163868
monthly,ridge,H_B_M_A,10.0,0.6629537140218343,0.6629537140218343,0.0061433785000199245
monthly,ridge,H_D_B_M_A,0.001,0.6697540705211665,0.6697540705211664,0.0009111392429070767
monthly,ridge,H_D_B_M_A,0.01,0.6497468956891961,0.649746895689196,0.004032759233706672
monthly,ridge,H_D_B_M_A,0.1,0.6398232960383338,0.6398232960383339,0.008397451119056723
monthly,ridge,H_D_B_M_A,1.0,0.6420009991794825,0.6420009991794825,0.011736663154479483
monthly,ridge,H_D_B_M_A,10.0,0.6453784455038326,0.6453784455038326,0.012825655726758818
monthly,ridge,H_P_A,0.001,0.675198223700576,0.675198223700576,0.000995789048486404
monthly,ridge,H_P_A,0.01,0.666214072291423,0.666214072291423,0.0038042881826783658
monthly,ridge,H_P_A,0.1,0.6657279990735719,0.6657279990735718,0.005275567143498092
monthly,ridge,H_P_A,1.0,0.6658003398208122,0.6658003398208123,0.005487733289810054
monthly,ridge,H_P_A,10.0,0.6658096623291103,0.6658096623291103,0.005509922175454739
monthly,ridge,H_D_P_A,0.001,0.6719161333889547,0.6719161333889547,0.0006703937492331641
monthly,ridge,H_D_P_A,0.01,0.6522897910005735,0.6522897910005734,0.0026261738092975126
