policy_id,algorithm,availability,budget,history_available,selected_subset,source_model,chosen_model,chosen_subset,chosen_config,uses_history,selected_additional_items,selected_items,development_oof_log_loss,selected_config_json,blocks_json,domain,n,reference_label,reference_model,self_contrast,family_unique_nonself_contrasts,q_primary_absolute,q_standardized,inference_status,delta_log_loss,benefit_log_loss,bootstrap_se,marginal_delta95_low,marginal_delta95_high,marginal_delta_upper95,marginal_benefit95_low,marginal_benefit95_high,marginal_benefit_lower95,primary_delta_upper95,standardized_delta_upper95,primary_benchmark_or_full_superiority,standardized_benchmark_or_full_superiority,marginal_superiority_unadjusted,critical_primary,critical_standardized,critical_marginal_normal,critical_marginal_bootstrap,mdd80_primary_normal,mdd80_standardized_normal,mdd80_marginal_normal,mdd80_primary_bootstrap_shift,mdd80_standardized_bootstrap_shift,mdd80_marginal_bootstrap_shift
hgb|history_available|budget=13,hgb,history_available,13,True,H_D_B_M_C_A,hgb::H_D_B_M_C_A,hgb::H_D_B_M_C_A,H_D_B_M_C_A,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,8,8,0.6314904390595096,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""B"", ""M"", ""C"", ""A""]",disjoint,879,full,hgb::H_D_B_M_P_C_A_K,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",0.029358507470656714,-0.029358507470656714,0.007911176645928204,0.013872716121248251,0.04450447366733357,0.04250130892271974,-0.04450447366733357,-0.013872716121248251,-0.04250130892271974,0.05772634040256698,0.05119824291068898,False,False,False,0.028367832931910263,0.021839735440032267,0.01301272759950879,0.013142801452063028,0.03502604717966959,0.028497949687791593,0.019670941847268114,0.034593133035172696,0.0280650355432947,0.01936810155532546
hgb|history_available|budget=13,hgb,history_available,13,True,H_D_B_M_C_A,hgb::H_D_B_M_C_A,hgb::H_D_B_M_C_A,H_D_B_M_C_A,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,8,8,0.6314904390595096,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""B"", ""M"", ""C"", ""A""]",disjoint,879,benchmark,P0,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",0.05852416348169198,-0.05852416348169198,0.011289407901410238,0.03579389514389607,0.08000350264432567,0.0761333946987663,-0.08000350264432567,-0.03579389514389607,-0.0761333946987663,0.08689199641360225,0.08968990441712034,False,False,False,0.028367832931910263,0.03116574093542836,0.018569423532769237,0.017609231217074323,0.037869238336202954,0.04066714633972105,0.028070828937061924,0.03768789936366609,0.040485807367184184,0.026929297648830147
hgb|history_available|budget=14,hgb,history_available,14,True,H_D_B_M_C_A,hgb::H_D_B_M_C_A,hgb::H_D_B_M_C_A,H_D_B_M_C_A,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,8,8,0.6314904390595096,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""B"", ""M"", ""C"", ""A""]",disjoint,879,full,hgb::H_D_B_M_P_C_A_K,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",0.029358507470656714,-0.029358507470656714,0.007911176645928204,0.013872716121248251,0.04450447366733357,0.04250130892271974,-0.04450447366733357,-0.013872716121248251,-0.04250130892271974,0.05772634040256698,0.05119824291068898,False,False,False,0.028367832931910263,0.021839735440032267,0.01301272759950879,0.013142801452063028,0.03502604717966959,0.028497949687791593,0.019670941847268114,0.034593133035172696,0.0280650355432947,0.01936810155532546
hgb|history_available|budget=14,hgb,history_available,14,True,H_D_B_M_C_A,hgb::H_D_B_M_C_A,hgb::H_D_B_M_C_A,H_D_B_M_C_A,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,8,8,0.6314904390595096,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""B"", ""M"", ""C"", ""A""]",disjoint,879,benchmark,P0,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",0.05852416348169198,-0.05852416348169198,0.011289407901410238,0.03579389514389607,0.08000350264432567,0.0761333946987663,-0.08000350264432567,-0.03579389514389607,-0.0761333946987663,0.08689199641360225,0.08968990441712034,False,False,False,0.028367832931910263,0.03116574093542836,0.018569423532769237,0.017609231217074323,0.037869238336202954,0.04066714633972105,0.028070828937061924,0.03768789936366609,0.040485807367184184,0.026929297648830147
hgb|history_available|budget=15,hgb,history_available,15,True,H_D_P,hgb::H_D_P,hgb::H_D_P,H_D_P,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,15,15,0.6284341422186445,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""P""]",disjoint,879,full,hgb::H_D_B_M_P_C_A_K,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",0.006064240230603146,-0.006064240230603146,0.005588751300542746,-0.004412093944795864,0.017494442093762875,0.015495094937886904,-0.017494442093762875,0.004412093944795864,-0.015495094937886904,0.03443207316251341,0.021492646813688503,False,False,False,0.028367832931910263,0.015428406583085356,0.009192677846827493,0.009430854707283758,0.03307144469560528,0.020132018346780373,0.013896289610522508,0.03303213094763659,0.020092704598811677,0.014095152723010079
hgb|history_available|budget=15,hgb,history_available,15,True,H_D_P,hgb::H_D_P,hgb::H_D_P,H_D_P,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,15,15,0.6284341422186445,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""P""]",disjoint,879,benchmark,P0,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",0.035229896241638414,-0.035229896241638414,0.008939939958733776,0.017595272896113536,0.05236006648247869,0.04954578343640633,-0.05236006648247869,-0.017595272896113536,-0.04954578343640633,0.06359772917354868,0.059909654043407326,False,False,False,0.028367832931910263,0.024679757801768915,0.014704892665851645,0.014315887194767916,0.03589187622804757,0.03220380109790622,0.022228935961988952,0.036077263219695496,0.03238918808955415,0.022025317482553153
hgb|history_available|budget=16,hgb,history_available,16,True,H_D_M_P,hgb::H_D_M_P,hgb::H_D_M_P,H_D_M_P,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,16,16,0.6263444622412933,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""M"", ""P""]",disjoint,879,full,hgb::H_D_B_M_P_C_A_K,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",-0.002127702015809474,0.002127702015809474,0.005650730069119605,-0.012804207994378832,0.008766996746370553,0.007476816074727681,-0.008766996746370553,0.012804207994378832,-0.007476816074727681,0.02624013091610079,0.013471804261948262,False,False,False,0.028367832931910263,0.015599506277757736,0.009294623849115126,0.009604518090537155,0.033123607343270266,0.020355280689117735,0.014050398260475125,0.03312655552531728,0.02035822887116475,0.014363240683944171
hgb|history_available|budget=16,hgb,history_available,16,True,H_D_M_P,hgb::H_D_M_P,hgb::H_D_M_P,H_D_M_P,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,16,16,0.6263444622412933,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""M"", ""P""]",disjoint,879,benchmark,P0,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",0.027037953995225794,-0.027037953995225794,0.008782388746497354,0.00952017111560682,0.04341543959744746,0.040732864763221445,-0.04341543959744746,-0.00952017111560682,-0.040732864763221445,0.05540578692713606,0.051282773108668134,False,False,False,0.028367832931910263,0.024244819113442343,0.014445743982973967,0.013694910767995653,0.035759277782454246,0.031636263963986326,0.021837188833517946,0.036015713494379056,0.03189269967591113,0.02134279133046444
hgb|history_available|budget=17,hgb,history_available,17,True,H_D_M_P_A,hgb::H_D_M_P_A,hgb::H_D_M_P_A,H_D_M_P_A,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,17,17,0.6241806893132597,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""M"", ""P"", ""A""]",disjoint,879,full,hgb::H_D_B_M_P_C_A_K,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",0.034729524438006365,-0.034729524438006365,0.006397723178568862,0.02238546408652384,0.04738985996537259,0.0454776084500489,-0.04738985996537259,-0.02238546408652384,-0.0454776084500489,0.06309735736991663,0.052391193225344204,False,False,False,0.028367832931910263,0.017661668787337843,0.010523318174500494,0.01074808401204253,0.03375229260551542,0.023046128460942995,0.015907777848105646,0.033471929778187595,0.02276576563361517,0.01585218085831986
hgb|history_available|budget=17,hgb,history_available,17,True,H_D_M_P_A,hgb::H_D_M_P_A,hgb::H_D_M_P_A,H_D_M_P_A,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}",True,17,17,0.6241806893132597,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 7}","[""H"", ""D"", ""M"", ""P"", ""A""]",disjoint,879,benchmark,P0,False,28,0.028367832931910263,2.7606178470648786,"post hoc; fixed-model conditional local-shift approximation, not achieved power",0.06389518044904163,-0.06389518044904163,0.010688821694976553,0.04292621988257585,0.08525278972911876,0.0814278565991191,-0.08525278972911876,-0.04292621988257585,-0.0814278565991191,0.0922630133809519,0.09340293238428818,False,False,False,0.028367832931910263,0.02950775193524654,0.017581547132819765,0.017532676150077465,0.03736377223227736,0.03850369123561363,0.02657748643318686,0.03738770276687721,0.03852762177021348,0.02655254598504441
