algorithm,history_available,domain,n,unique_nonself_contrasts,q_primary_absolute_recalculated,q_primary_absolute_existing,q_standardized_recalculated,q_standardized_existing,hgb_prediction_keys_used,hgb_removal_changes_ridge_family,bootstrap_reps,seed
ridge,False,whole,1520,21,0.023125055144324436,0.0231250551443244,2.606807609085381,2.606807609085381,0,False,2000,20260909
ridge,False,disjoint,879,21,0.03103450671618057,0.0310345067161805,2.5752381693336783,2.5752381693336783,0,False,2000,20260909
ridge,True,whole,1520,25,0.02229214816222482,0.0222921481622248,2.65580397971585,2.65580397971585,0,False,2000,20260909
ridge,True,disjoint,879,25,0.029735024026618886,0.0297350240266188,2.623851463746673,2.623851463746673,0,False,2000,20260909
