domain,n,conditions,negative_point_estimates,equal_weight_composite_delta,equal_weight_composite_benefit,paired_bootstrap_se,analytic_dependence_aware_se,basic_bootstrap_delta95_low,basic_bootstrap_delta95_high,basic_bootstrap_delta_upper95,one_sided_null_centered_bootstrap_p,one_sided_normal_p,independent_sign_test_one_sided_reference_p,independent_sign_test_two_sided_reference_p,sign_test_valid_for_inference,status
whole,1520,4,4,-0.00477153520721026,0.00477153520721026,0.002956577411977678,0.002954467217129874,-0.010412370232855055,0.0009624090765026358,8.25647245259473e-05,0.05147426286856572,0.053152758178033756,0.0625,0.125,False,post-hoc equal-weight fixed-prediction composite; dependence preserved by paired resampling
disjoint,879,4,4,-0.004991836591872233,0.004991836591872233,0.003917639051243221,0.003939527963488561,-0.012564382408195351,0.0031306684504490475,0.0014707733688342868,0.10044977511244378,0.10255701306424692,0.0625,0.125,False,post-hoc equal-weight fixed-prediction composite; dependence preserved by paired resampling
