algorithm,has_history,block,block_label,reference_model,full_model,phase,domain,n,shapley_log_loss_reduction,paired_percentile95_low,paired_percentile95_high,joint_basic95_low,joint_basic95_high,joint95_sign,bootstrap_se,joint_critical_absolute_log_loss,family_size,bootstrap_reps,development_oof_attribution,evaluation_minus_development_attribution,development_evaluation_point_sign_flip,status,marginal95_low,marginal95_high,marginal_one_sided_lower95,q_primary_absolute,q_standardized,standardized_joint95_low,standardized_joint95_high,critical_primary_positive_direction,critical_standardized_positive_direction,critical_marginal_two_sided_normal,mdd80_primary_positive_direction_normal,mdd80_standardized_positive_direction_normal,mdd80_marginal_two_sided_positive_direction_normal,mdd80_primary_positive_direction_bootstrap_shift,mdd80_standardized_positive_direction_bootstrap_shift,mdd80_marginal_two_sided_positive_direction_bootstrap_shift,precision_status
ridge,True,P,추천서비스 제공자 책무 기대,ridge::H,ridge::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0025612892398479,-0.0051273876694222,9.846748409011442e-05,-0.0252968097792983,0.0201742312996025,not_resolved,0.0013395675858136,0.0227355205394504,56,2000,0.0001255383790875,-0.0026868276189354,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.00522104596378593,4.809189726457785e-06,-0.004863144146658883,0.022735520539450417,3.2266291057245713,-0.006883577001319352,0.0017609985216235366,0.022735520539450417,0.004322287761471444,0.002625504223051976,0.023862929063477173,0.005449696285498198,0.003752912747078731,0.023817489587007235,0.005404256809028264,0.0037417257714948415,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,True,C,개인정보 수집 동의 반응,ridge::H,ridge::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0006307035400037,-0.0006838865751691,0.0018528067045127,-0.0221048169994467,0.0233662240794541,not_resolved,0.0006356831961353,0.0227355205394504,56,2000,-0.0009338527840025,0.0015645563240062,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0005913996245053715,0.0019452936551766042,-0.0004382960674093519,0.022735520539450417,3.2266291057245713,-0.0014204103626667512,0.002681817442674173,0.022735520539450417,0.002051113902670462,0.0012459161700026703,0.023270525015143456,0.002586118378363499,0.001780920645695708,0.023273988917923587,0.0025895822811436305,0.0017605715429822506,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,True,A,생성형 AI 이용 경험,ridge::H,ridge::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0191424586121759,-0.0277667795606039,-0.0114456182373175,-0.0418779791516263,0.0035930619272744,not_resolved,0.0042319999742941,0.0227355205394504,56,2000,0.0019615370498411,-0.021103995662017,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.026839298987034268,-0.010518137663747878,-0.025947901366499288,0.022735520539450417,3.2266291057245713,-0.03279755290465899,-0.005487364319692862,0.022735520539450417,0.013655094292483063,0.00829456753219092,0.026297261578296382,0.017216835331329026,0.011856308571036884,0.026467086466875178,0.017386660219907826,0.011428406302283103,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,True,K,공통 디지털 역량 11문항,ridge::H,ridge::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0147794868732525,0.0047840986727322,0.0248808096922414,-0.0079560336661979,0.0375150074127029,not_resolved,0.0050391691444883,0.0227355205394504,56,2000,0.0096358842107768,0.0051436026624756,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,0.004678164054263544,0.024774875073772767,0.006416890650776531,0.022735520539450417,3.2266291057245713,-0.0014800429570227813,0.031039016703527787,0.022735520539450417,0.016259529830275284,0.009876590035202673,0.026976592291017266,0.02050060158184213,0.014117661786769521,0.026899871364677752,0.02042388065550262,0.014265673644216294,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,False,D,인구통계 정보,ridge::NONE,ridge::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0566560449814328,-0.0779630292030484,-0.035975355866599,-0.0793915655208833,-0.0339205244419824,negative,0.0106270827302588,0.0227355205394504,56,2000,0.0175851985447428,-0.0742412435261757,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.07733673409626676,-0.03534906075981731,-0.07390317303600202,0.022735520539450417,3.2266291057245713,-0.09094569942782903,-0.02236639053503675,0.022735520539450417,0.03428965444639614,0.020828699412034923,0.03167949901617228,0.04323363292311799,0.029772677888756788,0.03162930938302562,0.04318344328997134,0.02957447795840907,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,False,B,소비서비스 생활 개선 기대,ridge::NONE,ridge::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0062775731382622,-0.0009843333341558,0.0135423027511724,-0.0164579474011882,0.0290130936777126,not_resolved,0.0036561193889673,0.0227355205394504,56,2000,0.0052945047892244,0.0009830683490377,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0009871564746480148,0.013539479610680218,0.00031122225105205924,0.022735520539450417,3.2266291057245713,-0.005519368096183681,0.01807451437270808,0.022735520539450417,0.011796941234445881,0.007165862325554531,0.02581258824968294,0.014874008944678403,0.010242930035787055,0.025816490098420665,0.014877910793416127,0.010345699171880461,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,False,M,온라인 쇼핑몰 개인정보 관리 평가,ridge::NONE,ridge::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0009523669965247,0.0005961907877591,0.001315471307707,-0.0217831535429257,0.0236878875359751,not_resolved,0.0001801901851164,0.0227355205394504,56,2000,-0.0001595074035241,0.0011118744000488,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,0.0005892626853423139,0.0013085432052902751,0.0006567878777824006,0.022735520539450417,3.2266291057245713,0.00037096010066203485,0.0015337738923873775,0.022735520539450417,0.0005814068958626713,0.0003531662731958687,0.022887172425325866,0.0007330587817381188,0.0005048181590713163,0.022877456651280555,0.0007233430076928097,0.0005050404230125306,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,False,P,추천서비스 제공자 책무 기대,ridge::NONE,ridge::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0037148633163835,-0.006272111224012,-0.0010045338348799,-0.0264503838558339,0.0190206572230668,not_resolved,0.0013511011746822,0.0227355205394504,56,2000,0.0002054202773029,-0.0039202835936864,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.006425192797887202,-0.0011576154087550687,-0.0059939999320964355,0.022735520539450417,3.2266291057245713,-0.008074365691391855,0.0006446390586247255,0.022735520539450417,0.00435950237500829,0.0026481096418469,0.023872635976768277,0.005496617812326149,0.0037852250791647587,0.023861503425897407,0.00548548526145528,0.003836312367950627,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,False,C,개인정보 수집 동의 반응,ridge::NONE,ridge::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0008175918587945,-0.000967116232287,0.0024883851645529,-0.0219179286806558,0.023553112398245,not_resolved,0.0009020383248926,0.0227355205394504,56,2000,-0.000544493225276,0.0013620850840706,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0008532014469638021,0.002602299949876215,-0.000599288552196895,0.022735520539450417,3.2266291057245713,-0.0020929512547831954,0.0037281349723723685,0.022735520539450417,0.002910543113577782,0.0017679626294645073,0.023494695147176645,0.0036697177213040107,0.0025271372371907363,0.02352565237549884,0.0037006749496262072,0.0024609251418068138,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,False,A,생성형 AI 이용 경험,ridge::NONE,ridge::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0196473755849648,-0.0301863151759735,-0.0099724853036317,-0.0423828961244152,0.0030881449544855,not_resolved,0.0052881628261141,0.0227355205394504,56,2000,0.0040356563169244,-0.0236830319018892,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.02932226586629791,-0.009108435993956132,-0.02829796657208018,0.022735520539450417,3.2266291057245713,-0.036710315675515304,-0.0025844354944143354,0.022735520539450417,0.017062940090550486,0.0103646086835672,0.027186150660499002,0.02151357021159907,0.014815238804615785,0.02743548771252913,0.0217629072636292,0.014374857454411803,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
ridge,False,K,공통 디지털 역량 11문항,ridge::NONE,ridge::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0129966318003953,0.0025758245092246,0.0239128065717561,-0.0097388887390551,0.0357321523398457,not_resolved,0.0053683657633189,0.0227355205394504,56,2000,0.0118959642872297,0.0011006675131655,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,0.002080457029034522,0.023417439091565982,0.004079760968516375,0.022735520539450417,3.2266291057245713,-0.00432509342170498,0.030318357022495614,0.022735520539450417,0.017321725222100296,0.010521803551943059,0.027253651155445528,0.021839855838095404,0.01503993416793817,0.027192643990923242,0.02177884867357312,0.015373298222833617,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,True,D,인구통계 정보,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0189398184421112,-0.031995926155191,-0.0049201410483585,-0.0416753389815616,0.0037957020973391,not_resolved,0.007004647909843,0.0227355205394504,56,2000,0.0185567709662965,-0.0374965894084077,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.03295949583586397,-0.005883710729031525,-0.030021515800719906,0.022735520539450417,3.2266291057245713,-0.041541219263363564,0.0036615823791410276,0.022735520539450417,0.022601400821252296,0.013728857627676101,0.02863078095407644,0.028496661235878316,0.019624118042302127,0.028706284355391118,0.028572164637192997,0.0199904412096934,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,True,B,소비서비스 생활 개선 기대,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0084325387188853,0.0028258771416242,0.0141227863606872,-0.0143029818205651,0.0311680592583357,not_resolved,0.0028641542833257,0.0227355205394504,56,2000,0.0020421720139784,0.0063903667049068,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,0.0027422910770833553,0.014039200296146363,0.0036658158498878764,0.022735520539450417,3.2266291057245713,-0.0008090248549792577,0.017674102292749877,0.022735520539450417,0.009241563573864568,0.005613639241484602,0.025146053600526182,0.011652096634940332,0.008024172302560367,0.02508122408335041,0.011587267117764562,0.00803595118570195,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,True,M,온라인 쇼핑몰 개인정보 관리 평가,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.011562224332284,-0.0169165604640975,-0.0062997885647742,-0.0342977448717344,0.0111732962071663,not_resolved,0.0027317076635828,0.0227355205394504,56,2000,0.0029303020378706,-0.0144925263701546,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.016824660099793828,-0.006207888200470592,-0.0159266835846509,0.022735520539450417,3.2266291057245713,-0.02037643178793126,-0.002748016876636849,0.022735520539450417,0.008814207455647205,0.005354048636914393,0.025034583713035578,0.011113270629232364,0.0076531118104995535,0.02503442218920887,0.011113109105405661,0.00756133741726823,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,True,P,추천서비스 제공자 책무 기대,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0042395200274095,-0.0128507453103787,0.0040646067537454,-0.02697504056686,0.0184960005120408,not_resolved,0.0043675913557072,0.0227355205394504,56,2000,0.0075572375415563,-0.0117967575689659,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.012543646808564596,0.004371705255559611,-0.011110603807394853,0.022735520539450417,3.2266291057245713,-0.018332117417645583,0.009853077362826406,0.022735520539450417,0.014092597390235995,0.008560321756374644,0.026411378163983135,0.017768455014768713,0.012236179380907361,0.02660694683619836,0.017964023686983938,0.01217555307790295,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,True,C,개인정보 수집 동의 반응,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0008678188578013,-0.0009171992527213,0.0025755169459254,-0.0218677016816491,0.0236033393972517,not_resolved,0.0008867601447214,0.0227355205394504,56,2000,0.0010551004276197,-0.0001872815698184,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0008398792303228127,0.002652836968324004,-0.0005326697652433367,0.022735520539450417,3.2266291057245713,-0.001993427234953341,0.003729064950555971,0.022735520539450417,0.002861246092754656,0.0017380179465795026,0.02348183670633415,0.00360756225963839,0.0024843341134632374,0.023483941853405525,0.0036096674067097622,0.0024561194020792337,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,True,A,생성형 AI 이용 경험,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0230642605135063,-0.0318041835312112,-0.0153690771489405,-0.0457997810529567,-0.0003287399740559,negative,0.0043090124693478,0.0227355205394504,56,2000,0.0016810403557805,-0.0247453008692868,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.03075944387807211,-0.01432433749580146,-0.02979324942774117,0.022735520539450417,3.2266291057245713,-0.03696784556403424,-0.009160675462978418,0.022735520539450417,0.013903585050527913,0.00844550924885581,0.026362076929384033,0.017530141440461527,0.012072065638789426,0.026486188871747526,0.017654253382825023,0.011445851696862887,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,True,K,공통 디지털 역량 11문항,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0193205988074504,0.0104105923981876,0.0287626495504391,-0.003414921732,0.0420561193469008,not_resolved,0.0047356057396994,0.0227355205394504,56,2000,0.0041215017355865,0.0151990970718638,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,0.009878548064461689,0.028230605216713178,0.011414936795534817,0.022735520539450417,3.2266291057245713,0.004040555494499798,0.034600642120401,0.022735520539450417,0.015280043312950601,0.009281616694792095,0.026721106883811248,0.01926562965731143,0.013267203039152924,0.0264902543260525,0.01903477709955268,0.013196784529590793,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,False,D,인구통계 정보,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0466179614628728,-0.0655452443157696,-0.0285307296328674,-0.0693534820023232,-0.0238824409234224,negative,0.0095064694066705,0.0227355205394504,56,2000,0.0213407156587804,-0.0679586771216532,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0647051932928782,-0.027690678609976017,-0.06218222091875579,0.022735520539450417,3.2266291057245713,-0.07729181234311627,-0.015944110582629376,0.022735520539450417,0.030673850880243447,0.018632337657206167,0.030736367048415668,0.038674697389208694,0.02663318416617142,0.030559850581383025,0.03849818092217605,0.025911561871937987,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,False,B,소비서비스 생활 개선 기대,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0049351542813017,-0.0022482914307943,0.0125193530812495,-0.0178003662581486,0.0276706748207521,not_resolved,0.0037548890861789,0.0227355205394504,56,2000,0.0043907374321006,0.000544416849201,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0026490445186460234,0.012118599993397882,-0.0014167502927801895,0.022735520539450417,3.2266291057245713,-0.0071804801329307276,0.01705078869553427,0.022735520539450417,0.012115634414232499,0.007359447374853234,0.02589571492408981,0.015275828798871889,0.010519641759492625,0.02582225273381341,0.015202366608595494,0.010670930994310789,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,False,M,온라인 쇼핑몰 개인정보 관리 평가,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0038133357852137,-0.0065422617654697,-0.0010166165120032,-0.0265488563246641,0.0189221847542366,not_resolved,0.0014005270801307,0.0227355205394504,56,2000,0.0017661253279734,-0.0055794611131871,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.006610055058424215,-0.0010844098049576935,-0.006135380112724764,0.022735520539450417,3.2266291057245713,-0.008332317225319193,0.0007056456548917506,0.022735520539450417,0.004518981440105472,0.0027449826364294005,0.02391423386828237,0.005697694768937423,0.003923695965261352,0.023887152052450907,0.00567061295310596,0.0039483507862109815,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,False,P,추천서비스 제공자 책무 기대,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0127318695236588,-0.0234305709449559,-0.0025793186153338,-0.0354673900631092,0.0100036510157915,not_resolved,0.0052447966642938,0.0227355205394504,56,2000,0.0104421828862336,-0.0231740524098925,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.02288442043198387,-0.0020331681023617806,-0.021032824138151204,0.022735520539450417,3.2266291057245713,-0.029654883094276645,0.004191144046958934,0.022735520539450417,0.01692301357061779,0.010279612568251825,0.027149652777892542,0.02133714580905991,0.01469374480669395,0.027469421378372556,0.02165691440953993,0.014886451747247155,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,False,C,개인정보 수집 동의 반응,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0022266735299906,0.0005749131087968,0.003930944439778,-0.0205088470094597,0.024962194069441,not_resolved,0.0008757008719635,0.0227355205394504,56,2000,0.0010469671356578,0.0011797063943328,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,0.0005224026202032613,0.003878433951184484,0.0008120864773178719,0.022735520539450417,3.2266291057245713,-0.0005988883913952865,0.0050522354513765945,0.022735520539450417,0.0028255619213859405,0.0017163421702788572,0.023472528987553247,0.0035625703694887705,0.0024533506183816874,0.02351231543064634,0.0036023568125818648,0.002481065800983317,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,False,A,생성형 AI 이용 경험,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0200095673817538,-0.0306691994706899,-0.0105227678045115,-0.0427450879212042,0.0027259531576965,not_resolved,0.0052174355533334,0.0227355205394504,56,2000,0.0036513609004473,-0.0236609282822011,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.029496366958996156,-0.00934993529281772,-0.0282498220321026,0.022735520539450417,3.2266291057245713,-0.0368442967953816,-0.0031748379681260583,0.022735520539450417,0.01683472941362777,0.010225985776192294,0.027126625085934063,0.021225833960111413,0.01461709032267594,0.027268365055835717,0.02136757393001307,0.014019644093627631,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
hgb,False,K,공통 디지털 역량 11문항,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0124105028104294,0.0027778228656087,0.0222840984332855,-0.0103250177290209,0.0351460233498798,not_resolved,0.0048603033226058,0.0227355205394504,56,2000,0.0083840744236326,0.0040264283867967,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,0.002536907187573342,0.022043182755250086,0.004243161344603914,0.022735520539450417,3.2266291057245713,-0.0032718933529405116,0.028092898973799383,0.022735520539450417,0.015682396163369947,0.009526019466247869,0.026826055017360503,0.019772930641280034,0.013616553944157958,0.026641555606846258,0.01958843123076579,0.013779630690251937,post hoc fixed-model local shift; positive direction crossing lower bound of two-sided family; not two-sided overall power
