policy_id,algorithm,availability,budget,selected_subset,source_model,uses_history,selected_additional_items,development_oof_log_loss,evaluation_domain,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope,full_model,baseline_model,unrestricted_policy_source,delta_full_log_loss,delta_baseline_log_loss,delta_budget30_policy_log_loss
ridge|history_available|budget=00,ridge,history_available,0,P0,P0,True,0,0.6620828063230408,all,1520,853,0.5611842105263158,0.6606246186097116,0.2339267641349458,0.6069046367789143,0.6211904240601227,-0.0796930407733823,1.080387736924288,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.0389872177080953,0.0,-0.0384570384324417
ridge|history_available|budget=01,ridge,history_available,1,H_B,ridge::H_B,True,1,0.6578158495921907,all,1520,853,0.5611842105263158,0.6572437321089197,0.2322817476455345,0.622201208891451,0.6331735139207219,-0.0674936931098295,1.0168351503426765,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.0423681042088871,-0.0033808865007918,-0.0418379249332335
ridge|history_available|budget=04,ridge,history_available,4,H_D,ridge::H_D,True,4,0.6396754472363618,all,1520,853,0.5611842105263158,0.696335561198437,0.2443954024786482,0.6011317319066141,0.6079220115969909,0.0991572947870941,0.4110314273390901,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.0032762751193698,0.0357109425887254,-0.0027460958437163
ridge|history_available|budget=11,ridge,history_available,11,H_D_B_M_A,ridge::H_D_B_M_A,True,7,0.6362310759849575,all,1520,853,0.5611842105263158,0.7138935134653298,0.2481909507850573,0.5967886513952871,0.5923178047193032,0.096020479311114,0.3357150721950441,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,0.0142816771475229,0.0532688948556182,0.0148118564231765
ridge|history_available|budget=30,ridge,history_available,30,H_D_B_M_P_A_K,ridge::H_D_B_M_P_A_K,True,29,0.6292921291184919,all,1520,853,0.5611842105263158,0.6990816570421533,0.2433204910487976,0.6186191781014534,0.6247415009313724,0.0907460082266492,0.4103266295234491,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.0005301792756535,0.0384570384324417,0.0
ridge|history_unavailable|budget=00,ridge,history_unavailable,0,NONE,ridge::NONE,False,0,0.6853643289188563,all,1520,853,0.5611842105263158,0.6856435498450167,0.2462575669084758,0.5,0.5611842105263158,,,ridge::D_B_M_P_C_A_K,prevalence,ridge::D_B_P_A_K,-0.023467416328708,0.0,-0.0202373239895485
ridge|history_unavailable|budget=01,ridge,history_unavailable,1,B,ridge::B,False,1,0.6777381954029948,all,1520,853,0.5611842105263158,0.677439794026549,0.2422015180703603,0.5628964532973841,0.5956643760292615,-0.0221305507739392,1.025536456226468,ridge::D_B_M_P_C_A_K,prevalence,ridge::D_B_P_A_K,-0.0316711721471758,-0.0082037558184677,-0.0284410798080163
ridge|history_unavailable|budget=04,ridge,history_unavailable,4,D,ridge::D,False,4,0.6621656516928427,all,1520,853,0.5611842105263158,0.7106611301987357,0.255033793709848,0.5383750094472107,0.5741672182055861,0.1885442066048283,0.1922415419083337,ridge::D_B_M_P_C_A_K,prevalence,ridge::D_B_P_A_K,0.0015501640250108,0.0250175803537189,0.0047802563641703
ridge|history_unavailable|budget=11,ridge,history_unavailable,11,D_B_A,ridge::D_B_A,False,6,0.6545563941969289,all,1520,853,0.5611842105263158,0.721027341285142,0.255547113885935,0.5598091927072806,0.5741083368886817,0.1528753303488234,0.2229574296122149,ridge::D_B_M_P_C_A_K,prevalence,ridge::D_B_P_A_K,0.0119163751114171,0.0353837914401252,0.0151464674505766
ridge|history_unavailable|budget=30,ridge,history_unavailable,30,D_B_P_A_K,ridge::D_B_P_A_K,False,28,0.645554504910448,all,1520,853,0.5611842105263158,0.7058808738345653,0.2499479404746488,0.5899453555754363,0.6161062617778498,0.1248610418629192,0.3496940246349226,ridge::D_B_M_P_C_A_K,prevalence,ridge::D_B_P_A_K,-0.0032300923391594,0.0202373239895485,0.0
