policy_id,algorithm,availability,budget,selected_subset,source_model,uses_history,selected_additional_items,development_oof_log_loss,evaluation_domain,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope,full_model,baseline_model,unrestricted_policy_source,delta_full_log_loss,delta_baseline_log_loss,delta_budget30_policy_log_loss
ridge|history_available|budget=00,ridge,history_available,0,P0,P0,True,0,0.6620828063230408,all,1520,853,0.5611842105263158,0.6606246186097116,0.2339267641349458,0.6069046367789143,0.6211904240601227,-0.0796930407733823,1.080387736924288,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.03898721770809532,0.0,-0.03845703843244175
ridge|history_available|budget=01,ridge,history_available,1,H_B,ridge::H_B,True,1,0.6578158495921907,all,1520,853,0.5611842105263158,0.6572437321089197,0.23228174764553453,0.622201208891451,0.6331735139207219,-0.06749369310982954,1.0168351503426765,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.04236810420888715,-0.0033808865007918243,-0.04183792493323357
ridge|history_available|budget=02,ridge,history_available,2,H_B_A,ridge::H_B_A,True,2,0.6557119973590803,all,1520,853,0.5611842105263158,0.670901879743086,0.237589265113106,0.5987018214222314,0.6046835653703918,-0.037991430713266945,0.7267678513604272,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.028709956574720863,0.01027726113337446,-0.028179777299067288
ridge|history_available|budget=03,ridge,history_available,3,H_B_A,ridge::H_B_A,True,2,0.6557119973590803,all,1520,853,0.5611842105263158,0.670901879743086,0.237589265113106,0.5987018214222314,0.6046835653703918,-0.037991430713266945,0.7267678513604272,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.028709956574720863,0.01027726113337446,-0.028179777299067288
ridge|history_available|budget=04,ridge,history_available,4,H_D,ridge::H_D,True,4,0.6396754472363618,all,1520,853,0.5611842105263158,0.696335561198437,0.2443954024786482,0.6011317319066141,0.6079220115969909,0.09915729478709413,0.4110314273390901,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.003276275119369898,0.035710942588725425,-0.002746095843716323
ridge|history_available|budget=05,ridge,history_available,5,H_D_B,ridge::H_D_B,True,5,0.6379948075675399,all,1520,853,0.5611842105263158,0.6906339173177158,0.24193363364065953,0.6112020191545493,0.6165756781182509,0.08404034811146811,0.4525525413436202,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,-0.00897791900009104,0.030009298708004284,-0.008447739724437464
ridge|history_available|budget=06,ridge,history_available,6,H_D_B_A,ridge::H_D_B_A,True,6,0.6362755316368176,all,1520,853,0.5611842105263158,0.7098588727184805,0.24648444866638955,0.601496438181847,0.597059623132559,0.08650164121639513,0.3575780089198818,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,0.010247036400673593,0.049234254108768916,0.010777215676327168
ridge|history_available|budget=07,ridge,history_available,7,H_D_B_M_A,ridge::H_D_B_M_A,True,7,0.6362310759849575,all,1520,853,0.5611842105263158,0.7138935134653298,0.24819095078505732,0.5967886513952871,0.5923178047193032,0.09602047931111407,0.3357150721950441,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,0.014281677147522931,0.053268894855618254,0.014811856423176506
ridge|history_available|budget=08,ridge,history_available,8,H_D_B_M_A,ridge::H_D_B_M_A,True,7,0.6362310759849575,all,1520,853,0.5611842105263158,0.7138935134653298,0.24819095078505732,0.5967886513952871,0.5923178047193032,0.09602047931111407,0.3357150721950441,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,0.014281677147522931,0.053268894855618254,0.014811856423176506
ridge|history_available|budget=09,ridge,history_available,9,H_D_B_M_A,ridge::H_D_B_M_A,True,7,0.6362310759849575,all,1520,853,0.5611842105263158,0.7138935134653298,0.24819095078505732,0.5967886513952871,0.5923178047193032,0.09602047931111407,0.3357150721950441,ridge::H_D_B_M_P_C_A_K,P0,ridge::H_D_B_M_P_A_K,0.014281677147522931,0.053268894855618254,0.014811856423176506
