algorithm,has_history,block,block_label,reference_model,full_model,phase,domain,n,shapley_log_loss_reduction,paired_percentile95_low,paired_percentile95_high,joint_basic95_low,joint_basic95_high,joint95_sign,bootstrap_se,joint_critical_absolute_log_loss,family_size,bootstrap_reps,development_oof_attribution,evaluation_minus_development_attribution,development_evaluation_point_sign_flip,status,standardized_joint95_low,standardized_joint95_high,standardized_critical_value,standardized_joint95_sign,sign_conclusion_changed,sensitivity_status
hgb,True,C,개인정보 수집 동의 반응,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0008678188578013,-0.0009171992527213,0.0025755169459254,-0.0218677016816491,0.0236033393972517,not_resolved,0.0008867601447214,0.0227355205394504,56,2000,0.0010551004276197,-0.0001872815698184,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.001993427234953341,0.003729064950555971,3.2266291057245713,not_resolved,False,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
hgb,True,A,생성형 AI 이용 경험,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0230642605135063,-0.0318041835312112,-0.0153690771489405,-0.0457997810529567,-0.0003287399740559,negative,0.0043090124693478,0.0227355205394504,56,2000,0.0016810403557805,-0.0247453008692868,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.03696784556403424,-0.009160675462978418,3.2266291057245713,negative,False,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
hgb,True,K,공통 디지털 역량 11문항,hgb::H,hgb::H_D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0193205988074504,0.0104105923981876,0.0287626495504391,-0.003414921732,0.0420561193469008,not_resolved,0.0047356057396994,0.0227355205394504,56,2000,0.0041215017355865,0.0151990970718638,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,0.004040555494499798,0.034600642120401,3.2266291057245713,positive,True,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
hgb,False,D,인구통계 정보,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0466179614628728,-0.0655452443157696,-0.0285307296328674,-0.0693534820023232,-0.0238824409234224,negative,0.0095064694066705,0.0227355205394504,56,2000,0.0213407156587804,-0.0679586771216532,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.07729181234311627,-0.015944110582629376,3.2266291057245713,negative,False,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
hgb,False,B,소비서비스 생활 개선 기대,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0049351542813017,-0.0022482914307943,0.0125193530812495,-0.0178003662581486,0.0276706748207521,not_resolved,0.0037548890861789,0.0227355205394504,56,2000,0.0043907374321006,0.000544416849201,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0071804801329307276,0.01705078869553427,3.2266291057245713,not_resolved,False,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
hgb,False,M,온라인 쇼핑몰 개인정보 관리 평가,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0038133357852137,-0.0065422617654697,-0.0010166165120032,-0.0265488563246641,0.0189221847542366,not_resolved,0.0014005270801307,0.0227355205394504,56,2000,0.0017661253279734,-0.0055794611131871,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.008332317225319193,0.0007056456548917506,3.2266291057245713,not_resolved,False,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
hgb,False,P,추천서비스 제공자 책무 기대,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0127318695236588,-0.0234305709449559,-0.0025793186153338,-0.0354673900631092,0.0100036510157915,not_resolved,0.0052447966642938,0.0227355205394504,56,2000,0.0104421828862336,-0.0231740524098925,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.029654883094276645,0.004191144046958934,3.2266291057245713,not_resolved,False,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
hgb,False,C,개인정보 수집 동의 반응,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0022266735299906,0.0005749131087968,0.003930944439778,-0.0205088470094597,0.024962194069441,not_resolved,0.0008757008719635,0.0227355205394504,56,2000,0.0010469671356578,0.0011797063943328,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0005988883913952865,0.0050522354513765945,3.2266291057245713,not_resolved,False,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
hgb,False,A,생성형 AI 이용 경험,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,-0.0200095673817538,-0.0306691994706899,-0.0105227678045115,-0.0427450879212042,0.0027259531576965,not_resolved,0.0052174355533334,0.0227355205394504,56,2000,0.0036513609004473,-0.0236609282822011,True,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0368442967953816,-0.0031748379681260583,3.2266291057245713,negative,True,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
hgb,False,K,공통 디지털 역량 11문항,hgb::NONE,hgb::D_B_M_P_C_A_K,evaluation,person_disjoint,879,0.0124105028104294,0.0027778228656087,0.0222840984332855,-0.0103250177290209,0.0351460233498798,not_resolved,0.0048603033226058,0.0227355205394504,56,2000,0.0083840744236326,0.0040264283867967,False,retrospective exploratory diagnostic; fixed predictions; selection and training uncertainty excluded,-0.0032718933529405116,0.028092898973799383,3.2266291057245713,not_resolved,False,"post-primary retrospective fixed-bootstrap-SE maximum-statistic sensitivity, not bootstrap-t"
