target,algorithm,subset,config_json,oof_log_loss,fold_mean,fold_se
regular,ridge,H_B_M_C,1.0,0.4776777974206826,0.47767779742068256,0.005051211420007922
regular,ridge,H_B_M_C,10.0,0.4788712946766478,0.4788712946766479,0.0054984801812099525
regular,ridge,H_D_B_M_C,0.001,0.48070462526890395,0.480704625268904,0.0012432617038353692
regular,ridge,H_D_B_M_C,0.01,0.4672459615828047,0.46724596158280474,0.00259162939122181
regular,ridge,H_D_B_M_C,0.1,0.45594227332315446,0.45594227332315446,0.003234843798688486
regular,ridge,H_D_B_M_C,1.0,0.4520906754735604,0.4520906754735604,0.004632353968066829
regular,ridge,H_D_B_M_C,10.0,0.4540440562721169,0.45404405627211686,0.005834615248664412
regular,ridge,H_P_C,0.001,0.485339305750397,0.485339305750397,0.00138751439302635
regular,ridge,H_P_C,0.01,0.4830571395243043,0.4830571395243043,0.0035723601453202507
regular,ridge,H_P_C,0.1,0.48380683222312953,0.4838068322231295,0.005763205787115093
regular,ridge,H_P_C,1.0,0.48462095947756845,0.48462095947756845,0.0062593581120017295
regular,ridge,H_P_C,10.0,0.4857744071222463,0.4857744071222463,0.006799323701678232
regular,ridge,H_D_P_C,0.001,0.48356251524720534,0.4835625152472054,0.0013744512349547293
regular,ridge,H_D_P_C,0.01,0.4730652839110638,0.4730652839110638,0.003335414751552209
regular,ridge,H_D_P_C,0.1,0.4592915275202983,0.45929152752029817,0.00486046097072214
regular,ridge,H_D_P_C,1.0,0.45401179661259566,0.45401179661259566,0.006547664696065136
regular,ridge,H_D_P_C,10.0,0.4561142213851016,0.45611422138510155,0.007705126560359651
regular,ridge,H_B_P_C,0.001,0.48298570522408035,0.48298570522408035,0.0015401956121637026
regular,ridge,H_B_P_C,0.01,0.4773214975171006,0.4773214975171006,0.003995092732707187
regular,ridge,H_B_P_C,0.1,0.47795029852486987,0.47795029852486987,0.00611338232409959
regular,ridge,H_B_P_C,1.0,0.47876962411032936,0.4787696241103294,0.006631704825013627
regular,ridge,H_B_P_C,10.0,0.4800180609037705,0.48001806090377064,0.007089592378713328
regular,ridge,H_D_B_P_C,0.001,0.4812578797696575,0.48125787976965756,0.001498449634226377
regular,ridge,H_D_B_P_C,0.01,0.468083331894346,0.468083331894346,0.003463347988578264
regular,ridge,H_D_B_P_C,0.1,0.455784685411774,0.45578468541177397,0.004227297880182151
regular,ridge,H_D_B_P_C,1.0,0.45164582131214637,0.4516458213121465,0.005026998677013111
regular,ridge,H_D_B_P_C,10.0,0.45368146624304767,0.4536814662430477,0.006145278007591545
regular,ridge,H_M_P_C,0.001,0.4845586686310198,0.4845586686310198,0.0012010987390477575
