subgroup,model,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope
development_disjoint_id,hgb::D_M_P_A_K,879,471,0.5358361774744027,0.7692976644126719,0.2815117101802358,0.4782742183922401,0.5213200062067136,0.18126703904688857,-0.15059392102723076
development_disjoint_id,hgb::H_D_B_M_P_C_A,879,471,0.5358361774744027,0.7252348461339164,0.25994932793992287,0.558571146080513,0.5494821223543217,0.05262153385652641,0.2540967983100503
development_disjoint_id,hgb::H_D_B_M_P_C_A_K,879,471,0.5358361774744027,0.7084621120462871,0.2547756052357719,0.5685025602597727,0.579507538851946,0.05014309525667218,0.339777127234412
development_disjoint_id,hgb::H_D_M_P,879,471,0.5358361774744027,0.7063344100304773,0.25401786979053503,0.5710263935722909,0.5773979937600944,0.04985452775755662,0.355361874969969
development_disjoint_id,hgb::H_D_M_P_A,879,471,0.5358361774744027,0.7431916364842923,0.26683508174321047,0.5427698680321386,0.5392543938750539,0.09778268706465215,0.13080943805696083
development_disjoint_id,prevalence,879,471,0.5358361774744027,0.6919851207085788,0.24941191690536357,0.5,0.5358361774744027,,
development_disjoint_id,ridge::D_A_K,879,471,0.5358361774744027,0.7507484226309695,0.27087131845513823,0.5273120394654677,0.5450863272643556,0.11835285783583774,0.08813900818324974
development_disjoint_id,ridge::D_B,879,471,0.5358361774744027,0.7327917518170181,0.2648428167226856,0.5200943965696683,0.5318465404500601,0.12532200912874114,0.07176571097954128
development_disjoint_id,ridge::D_B_M_P_C_A,879,471,0.5358361774744027,0.7587796877424146,0.27273968634487794,0.5112115440656093,0.516979644447801,0.138654455373952,0.013900931226805927
development_disjoint_id,ridge::D_B_M_P_C_A_K,879,471,0.5358361774744027,0.7509592407973831,0.27027986041625696,0.5344438199908413,0.5490272706573556,0.11084133279871715,0.1176454136409067
development_disjoint_id,ridge::H_D,879,471,0.5358361774744027,0.7291761239224367,0.259439201358289,0.559887702427043,0.5558222218173108,0.06906673196293085,0.2288044461637454
development_disjoint_id,ridge::H_D_B_A,879,471,0.5358361774744027,0.7453577182068911,0.2628522641994703,0.5599605553474043,0.5422020248679726,0.06032474871773024,0.20373500314878726
development_disjoint_id,ridge::H_D_B_M_P_C_A,879,471,0.5358361774744027,0.7521019175277547,0.2658885361513382,0.5504246284501062,0.5373358590571558,0.07831077881379775,0.16473265369478798
development_disjoint_id,ridge::H_D_B_M_P_C_A_K,879,471,0.5358361774744027,0.741898327703556,0.26284611429291316,0.5686690812205986,0.5644006627372877,0.07081767756997528,0.22561548796964856
prior_nonuser,P0,499,200,0.40080160320641284,0.6746364784464518,0.24079245891874,0.5,0.40080160320641284,,
prior_nonuser,hgb::D_B_M_P_C_A,499,200,0.40080160320641284,0.7004912855360853,0.2525496173998699,0.5988461538461538,0.4817588350765985,-0.4840325872384751,0.585297700768135
prior_nonuser,hgb::D_B_M_P_C_A_K,499,200,0.40080160320641284,0.685818148729098,0.24551875958845568,0.6285702341137123,0.5182827318307431,-0.4989578309340068,0.730309624923635
