algorithm,has_history,domain,model,subset,collection_items,log_loss,full_model,benchmark,delta_loss_vs_full,upper95_vs_full_joint,delta_loss_vs_benchmark,upper95_vs_benchmark_joint,joint_family_contrasts,simultaneous_noninferior_full_margin_01,simultaneous_superior_benchmark,exploratory_dual_criterion_pass,status,evaluation_subgroup,evaluation_n,model_variants_passing_same_subset,learner_families_passing_same_subset
hgb,False,extended_K,hgb::NONE,NONE,0,0.6919851207085788,hgb::D_B_M_P_C_A_K,prevalence,-0.06360040353177743,-0.030351977032194638,0.0,0.03324842649958279,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M,M,1,0.6837557611809335,hgb::D_B_M_P_C_A_K,prevalence,-0.07182976305942267,-0.03858133655983988,-0.008229359527645235,0.025019066971937554,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B,B,1,0.6890689608595347,hgb::D_B_M_P_C_A_K,prevalence,-0.06651656338082129,-0.0332681368812385,-0.0029161598490439937,0.030332266650538797,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::C,C,1,0.690411656150741,hgb::D_B_M_P_C_A_K,prevalence,-0.06517386808961488,-0.03192544159003209,-0.001573464557837633,0.031674961941745156,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::A,A,1,0.709693044904907,hgb::D_B_M_P_C_A_K,prevalence,-0.04589247933544898,-0.012644052835866192,0.017707924196328183,0.05095635069591097,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_C,M_C,2,0.6829427038768414,hgb::D_B_M_P_C_A_K,prevalence,-0.07264282036351467,-0.039394393863931884,-0.009042416831737341,0.024206009667845446,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M,B_M,2,0.6848387348081888,hgb::D_B_M_P_C_A_K,prevalence,-0.07074678943216714,-0.03749836293258435,-0.007146385900389773,0.026102040599193015,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_C,B_C,2,0.6877498159559098,hgb::D_B_M_P_C_A_K,prevalence,-0.06783570828444623,-0.034587281784863436,-0.004235304752668846,0.029013121746913943,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_A,B_A,2,0.7026867220270306,hgb::D_B_M_P_C_A_K,prevalence,-0.052898802213325394,-0.019650375713742604,0.01070160131845198,0.04395002781803477,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::C_A,C_A,2,0.7030033455974942,hgb::D_B_M_P_C_A_K,prevalence,-0.0525821786428618,-0.01933375214327901,0.01101822488891553,0.04426665138849832,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_A,M_A,2,0.7425837882737707,hgb::D_B_M_P_C_A_K,prevalence,-0.013001735966585187,0.020246690532997602,0.050598667565192254,0.08384709406477504,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_C,B_M_C,3,0.682531775630935,hgb::D_B_M_P_C_A_K,prevalence,-0.07305374860942108,-0.039805322109838295,-0.00945334507764368,0.02379508142193911,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_C_A,B_C_A,3,0.6970807397223029,hgb::D_B_M_P_C_A_K,prevalence,-0.058504784518053125,-0.025256358018470336,0.005095619013724249,0.038344045513307036,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_C_A,M_C_A,3,0.7165610527664816,hgb::D_B_M_P_C_A_K,prevalence,-0.039024471473874396,-0.005776044974291607,0.02457593205790297,0.05782435855748576,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_A,B_M_A,3,0.720224264640833,hgb::D_B_M_P_C_A_K,prevalence,-0.035361259599522896,-0.0021128330999401063,0.0282391439322544,0.06148757043183719,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_C_A,B_M_C_A,4,0.7045196490420552,hgb::D_B_M_P_C_A_K,prevalence,-0.05106587519830072,-0.01781744869871793,0.012534528333476623,0.045782954833059414,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D,D,4,0.7434261099690316,hgb::D_B_M_P_C_A_K,prevalence,-0.01215941427132432,0.021089012228258472,0.05144098926045295,0.08468941576003575,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_C,D_C,5,0.7342188554734144,hgb::D_B_M_P_C_A_K,prevalence,-0.02136666876694164,0.011881757732641149,0.042233734764835704,0.07548216126441849,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M,D_M,5,0.7349738008864034,hgb::D_B_M_P_C_A_K,prevalence,-0.02061172335395257,0.012636703145630219,0.04298868017782493,0.07623710667740771,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B,D_B,5,0.7386318319827264,hgb::D_B_M_P_C_A_K,prevalence,-0.016953692257629667,0.016294734241953122,0.046646711274147656,0.07989513777373045,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_A,D_A,5,0.7684961935201677,hgb::D_B_M_P_C_A_K,prevalence,0.01291066927981178,0.04615909577939457,0.07651107281158925,0.10975949931117204,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_C,D_M_C,6,0.7311113060854748,hgb::D_B_M_P_C_A_K,prevalence,-0.024474218154881256,0.008774208344701533,0.03912618537689611,0.0723746118764789,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_C,D_B_C,6,0.7352957965100098,hgb::D_B_M_P_C_A_K,prevalence,-0.02028972773034646,0.012958698769236329,0.043310675801431,0.07655910230101379,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M,D_B_M,6,0.7353722260643416,hgb::D_B_M_P_C_A_K,prevalence,-0.020213298176014395,0.013035128323568394,0.04338710535576299,0.07663553185534577,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_A,D_B_A,6,0.755047211925204,hgb::D_B_M_P_C_A_K,prevalence,-0.0005383123151519467,0.032710114184430844,0.06306209121662543,0.09631051771620822,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_C_A,D_C_A,6,0.756127085255407,hgb::D_B_M_P_C_A_K,prevalence,0.0005415610150508771,0.03378998751463367,0.06414196454682825,0.09739039104641103,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_A,D_M_A,6,0.7874102248785989,hgb::D_B_M_P_C_A_K,prevalence,0.031824700638242956,0.06507312713782575,0.0954251041700205,0.1286735306696033,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_C,D_B_M_C,7,0.7325187247860235,hgb::D_B_M_P_C_A_K,prevalence,-0.023066799454332376,0.010181627045250413,0.040533604077445,0.07378203057702779,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_C_A,D_B_C_A,7,0.749186946190591,hgb::D_B_M_P_C_A_K,prevalence,-0.006398578049765074,0.026849848449817713,0.05720182548201232,0.0904502519815951,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_A,D_B_M_A,7,0.7751560120199568,hgb::D_B_M_P_C_A_K,prevalence,0.019570487779600645,0.052818914279183435,0.08317089131137802,0.1164193178109608,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_C_A,D_M_C_A,7,0.7811318259609172,hgb::D_B_M_P_C_A_K,prevalence,0.025546301720561267,0.05879472822014406,0.08914670525233863,0.12239513175192142,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_C_A,D_B_M_C_A,8,0.7740791399480531,hgb::D_B_M_P_C_A_K,prevalence,0.01849361570769699,0.05174204220727978,0.08209401923947433,0.11534244573905712,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::K,K,11,0.6771221338460267,hgb::D_B_M_P_C_A_K,prevalence,-0.07846339039432931,-0.045214963894746524,-0.014862986862551815,0.018385439637030973,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::P,P,11,0.7102269756639851,hgb::D_B_M_P_C_A_K,prevalence,-0.04535854857637094,-0.012110122076788153,0.01824185495540644,0.051490281454989226,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_K,M_K,12,0.6746191961192738,hgb::D_B_M_P_C_A_K,prevalence,-0.08096632812108225,-0.047717901621499456,-0.01736592458930491,0.01588250191027788,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::C_K,C_K,12,0.6754030314789233,hgb::D_B_M_P_C_A_K,prevalence,-0.08018249276143281,-0.046934066261850024,-0.01658208922965538,0.01666633726992741,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_K,B_K,12,0.6767149643072754,hgb::D_B_M_P_C_A_K,prevalence,-0.07887055993308058,-0.04562213343349779,-0.015270156401303095,0.017978270098279694,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::A_K,A_K,12,0.6913631292807734,hgb::D_B_M_P_C_A_K,prevalence,-0.0642223949595828,-0.030973968460000015,-0.0006219914278054118,0.03262643507177738,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_P,M_P,12,0.6959283941547691,hgb::D_B_M_P_C_A_K,prevalence,-0.05965713008558683,-0.026408703586004043,0.003943273446190491,0.03719169994577328,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::P_C,P_C,12,0.7079925180288837,hgb::D_B_M_P_C_A_K,prevalence,-0.047593006211472354,-0.014344579711889564,0.01600739732030504,0.04925582381988783,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_P,B_P,12,0.7082874044167169,hgb::D_B_M_P_C_A_K,prevalence,-0.04729811982363906,-0.01404969332405627,0.01630228370813846,0.04955071020772125,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::P_A,P_A,12,0.7179119350722141,hgb::D_B_M_P_C_A_K,prevalence,-0.03767358916814189,-0.0044251626685591,0.02592681436363553,0.05917524086321832,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_C_K,M_C_K,13,0.6737557369270718,hgb::D_B_M_P_C_A_K,prevalence,-0.08182978731328439,-0.048581360813701596,-0.018229383781506906,0.015019042718075883,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_C_K,B_C_K,13,0.6753817248174255,hgb::D_B_M_P_C_A_K,prevalence,-0.08020379942293047,-0.046955372923347685,-0.01660339589115308,0.01664503060842971,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,1,1
hgb,False,extended_K,hgb::B_M_K,B_M_K,13,0.6771321874971674,hgb::D_B_M_P_C_A_K,prevalence,-0.07845333674318873,-0.04520491024360594,-0.014852933211411309,0.01839549328817148,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_A_K,B_A_K,13,0.68693837576714,hgb::D_B_M_P_C_A_K,prevalence,-0.06864714847321604,-0.03539872197363325,-0.00504674494143865,0.02820168155814414,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::C_A_K,C_A_K,13,0.6887304938720795,hgb::D_B_M_P_C_A_K,prevalence,-0.06685503036827653,-0.03360660386869374,-0.003254626836499101,0.029993799663083687,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_A_K,M_A_K,13,0.6903343472847466,hgb::D_B_M_P_C_A_K,prevalence,-0.06525117695560947,-0.032002750456026685,-0.0016507734238320332,0.031597653075750756,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_P_C,M_P_C,13,0.6945746596315718,hgb::D_B_M_P_C_A_K,prevalence,-0.06101086460878426,-0.027762438109201468,0.0025895389229931578,0.035837965422575946,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_P,B_M_P,13,0.7052324550179799,hgb::D_B_M_P_C_A_K,prevalence,-0.05035306922237603,-0.017104642722793238,0.01324733430940129,0.04649576080898408,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_P_C,B_P_C,13,0.7069863717990496,hgb::D_B_M_P_C_A_K,prevalence,-0.048599152441306574,-0.015350725941723785,0.015001251090470838,0.04824967759005363,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_P_A,B_P_A,13,0.7095372634747447,hgb::D_B_M_P_C_A_K,prevalence,-0.04604826076561128,-0.012799834266028494,0.01755214276616592,0.050800569265748705,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::P_C_A,P_C_A,13,0.7142412267349895,hgb::D_B_M_P_C_A_K,prevalence,-0.04134429750536659,-0.008095871005783802,0.02225610602641075,0.055504532525993536,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_P_A,M_P_A,13,0.7167632148575387,hgb::D_B_M_P_C_A_K,prevalence,-0.03882230938281736,-0.005573882883234571,0.024778094148960005,0.058026520648542794,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_C_K,B_M_C_K,14,0.6760934962699171,hgb::D_B_M_P_C_A_K,prevalence,-0.07949202797043894,-0.046243601470856155,-0.015891624438661458,0.01735680206092133,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_C_A_K,B_C_A_K,14,0.684789591355472,hgb::D_B_M_P_C_A_K,prevalence,-0.07079593288488399,-0.0375475063853012,-0.0071955293531066715,0.026052897146476118,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_A_K,B_M_A_K,14,0.6861724404853664,hgb::D_B_M_P_C_A_K,prevalence,-0.0694130837549896,-0.03616465725540681,-0.0058126802232121985,0.02743574627637059,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_C_A_K,M_C_A_K,14,0.6913854189556317,hgb::D_B_M_P_C_A_K,prevalence,-0.06420010528472443,-0.030951678785141643,-0.0005997017529470064,0.032648724746635785,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_P_C,B_M_P_C,14,0.7044953693518191,hgb::D_B_M_P_C_A_K,prevalence,-0.051090154888536916,-0.017841728388954127,0.012510248643240449,0.04575867514282324,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_P_C_A,B_P_C_A,14,0.7081661301544436,hgb::D_B_M_P_C_A_K,prevalence,-0.04741939408591232,-0.014170967586329533,0.016181009445865018,0.04942943594544781,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_P_C_A,M_P_C_A,14,0.7104122343758799,hgb::D_B_M_P_C_A_K,prevalence,-0.045173289864476246,-0.011924863364893457,0.018427113667301112,0.0516755401668839,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_P_A,B_M_P_A,14,0.7206960054593672,hgb::D_B_M_P_C_A_K,prevalence,-0.034889518780988796,-0.0016410922814060064,0.028710884750788562,0.06195931125037135,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_C_A_K,B_M_C_A_K,15,0.6847496790096086,hgb::D_B_M_P_C_A_K,prevalence,-0.0708358452307475,-0.03758741873116471,-0.007235441698970147,0.02601298480061264,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::B_M_P_C_A,B_M_P_C_A,15,0.7173832402587208,hgb::D_B_M_P_C_A_K,prevalence,-0.03820228398163518,-0.00495385748205239,0.02539811955014214,0.058646546049724926,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_K,D_K,15,0.7237011244047229,hgb::D_B_M_P_C_A_K,prevalence,-0.03188439983563306,0.0013640266639497328,0.031716003696144336,0.06496443019572712,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_P,D_P,15,0.7560527886452653,hgb::D_B_M_P_C_A_K,prevalence,0.00046726440490931376,0.033715690904492106,0.06406766793668675,0.09731609443626954,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_C_K,D_C_K,16,0.7190428014391019,hgb::D_B_M_P_C_A_K,prevalence,-0.03654272280125398,-0.00329429630167119,0.02705768073052336,0.060306107230106154,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_K,D_B_K,16,0.7192125030071762,hgb::D_B_M_P_C_A_K,prevalence,-0.03637302123317979,-0.003124594733597004,0.02722738229859758,0.06047580879818037,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_K,D_M_K,16,0.7207055347775009,hgb::D_B_M_P_C_A_K,prevalence,-0.03487998946285518,-0.0016315629632723885,0.02872041406892217,0.06196884056850496,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_A_K,D_A_K,16,0.7419337598785164,hgb::D_B_M_P_C_A_K,prevalence,-0.013651764361839675,0.019596662137743116,0.049948639169937706,0.0831970656695205,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_P,D_M_P,16,0.74775882974077,hgb::D_B_M_P_C_A_K,prevalence,-0.007826694499586078,0.025421731999996713,0.05577370903219123,0.08902213553177402,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_P,D_B_P,16,0.7498399676951959,hgb::D_B_M_P_C_A_K,prevalence,-0.005745556545160084,0.027502869954422707,0.057854846986617275,0.09110327348620006,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_P_C,D_P_C,16,0.7520750228593962,hgb::D_B_M_P_C_A_K,prevalence,-0.003510501380959825,0.029737925118622964,0.06008990215081749,0.09333832865040029,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_P_A,D_P_A,16,0.7710902427564552,hgb::D_B_M_P_C_A_K,prevalence,0.015504718516099112,0.0487531450156819,0.07910512204787648,0.11235354854745927,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_C_K,D_B_C_K,17,0.7163544291324533,hgb::D_B_M_P_C_A_K,prevalence,-0.03923109510790279,-0.005982668608320002,0.024369308423874633,0.057617734923457425,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_C_K,D_M_C_K,17,0.7180916781228242,hgb::D_B_M_P_C_A_K,prevalence,-0.03749384611753191,-0.004245419617949123,0.026106557414245453,0.05935498391382824,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_K,D_B_M_K,17,0.7186167445452749,hgb::D_B_M_P_C_A_K,prevalence,-0.03696877969508115,-0.003720353195498363,0.02663162383669617,0.05988005033627896,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_A_K,D_B_A_K,17,0.7351761530966725,hgb::D_B_M_P_C_A_K,prevalence,-0.020409371143683425,0.012839055355899364,0.04319103238809395,0.07643945888767674,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_C_A_K,D_C_A_K,17,0.7398891384694267,hgb::D_B_M_P_C_A_K,prevalence,-0.015696385770929272,0.017552040728653517,0.0479040177608481,0.08115244426043089,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_P_C,D_M_P_C,17,0.7409254579035447,hgb::D_B_M_P_C_A_K,prevalence,-0.014660066336811328,0.01858836016277146,0.048940337194966044,0.08218876369454883,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_P_C,D_B_P_C,17,0.7454334521128022,hgb::D_B_M_P_C_A_K,prevalence,-0.010152072127553811,0.023096354372028977,0.05344833140422356,0.08669675790380635,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_P,D_B_M_P,17,0.7454348233698972,hgb::D_B_M_P_C_A_K,prevalence,-0.01015070087045878,0.02309772562912401,0.0534497026613186,0.08669812916090139,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_P_A,D_B_P_A,17,0.7589459496830404,hgb::D_B_M_P_C_A_K,prevalence,0.003360425442684476,0.03660885194226726,0.06696082897446189,0.10020925547404468,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_A_K,D_M_A_K,17,0.7621983240736492,hgb::D_B_M_P_C_A_K,prevalence,0.006612799833293291,0.03986122633287608,0.0702132033650706,0.10346162986465339,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_P_C_A,D_P_C_A,17,0.7660981513174662,hgb::D_B_M_P_C_A_K,prevalence,0.01051262707711018,0.043761053576692965,0.07411303060888756,0.10736145710847035,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_P_A,D_M_P_A,17,0.7750694734960916,hgb::D_B_M_P_C_A_K,prevalence,0.019483949255735645,0.05273237575531843,0.08308435278751297,0.11633277928709576,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_C_K,D_B_M_C_K,18,0.7161875632327362,hgb::D_B_M_P_C_A_K,prevalence,-0.039397961007619754,-0.006149534508036965,0.02420244252415763,0.05745086902374042,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_C_A_K,D_B_C_A_K,18,0.7316623810976781,hgb::D_B_M_P_C_A_K,prevalence,-0.023923143142678023,0.009325283356904766,0.039677260389099384,0.07292568688868217,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_P_C,D_B_M_P_C,18,0.7412394732257841,hgb::D_B_M_P_C_A_K,prevalence,-0.014346051014572014,0.018902375485010774,0.04925435251720532,0.08250277901678811,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_A_K,D_B_M_A_K,18,0.7517780600734418,hgb::D_B_M_P_C_A_K,prevalence,-0.0038074641669140967,0.029440962332668692,0.05979293936486324,0.09304136586444603,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_P_C_A,D_B_P_C_A,18,0.7568211093652178,hgb::D_B_M_P_C_A_K,prevalence,0.0012355851248618231,0.034484011624444616,0.0648359886566392,0.09808441515622199,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_C_A_K,D_M_C_A_K,18,0.7595728469627129,hgb::D_B_M_P_C_A_K,prevalence,0.003987322722356878,0.03723574922193967,0.06758772625413424,0.10083615275371703,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_P_A,D_B_M_P_A,18,0.7667485715111485,hgb::D_B_M_P_C_A_K,prevalence,0.011163047270792505,0.0444114737703753,0.07476345080256985,0.10801187730215264,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_M_P_C_A,D_M_P_C_A,18,0.776093148051301,hgb::D_B_M_P_C_A_K,prevalence,0.020507623810944984,0.05375605031052777,0.08410802734272241,0.1173564538423052,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_C_A_K,D_B_M_C_A_K,19,0.7512459953274901,hgb::D_B_M_P_C_A_K,prevalence,-0.004339528912865824,0.028908897586716966,0.05926087461891156,0.09250930111849434,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::D_B_M_P_C_A,D_B_M_P_C_A,19,0.7650699239597439,hgb::D_B_M_P_C_A_K,prevalence,0.00948439971938795,0.04273282621897074,0.07308480325116534,0.10633322975074813,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::P_K,P_K,22,0.7048683787652757,hgb::D_B_M_P_C_A_K,prevalence,-0.05071714547508039,-0.0174687189754976,0.012883258056696992,0.04613168455627978,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
hgb,False,extended_K,hgb::M_P_K,M_P_K,23,0.6969624699280391,hgb::D_B_M_P_C_A_K,prevalence,-0.05862305431231673,-0.02537462781273394,0.004977349219460639,0.038225775719043426,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,disjoint,879,0,0
