algorithm,has_history,domain,model,subset,collection_items,log_loss,full_model,benchmark,delta_loss_vs_full,upper95_vs_full_joint,delta_loss_vs_benchmark,upper95_vs_benchmark_joint,joint_family_contrasts,simultaneous_noninferior_full_margin_01,simultaneous_superior_benchmark,exploratory_dual_criterion_pass,status,model_variants_passing_same_subset,learner_families_passing_same_subset
ridge_fixed,False,original_noK,ridge_fixed::B_A,B_A,2,0.6896428576408007,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0049227580105063,0.01180091153517,0.0039993077957841,0.0207229773414606,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::M_A,M_A,2,0.6910968417107293,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0034687739405778,0.0132548956050986,0.0054532918657128,0.0221769614113893,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::C_A,C_A,2,0.6966535834095664,ridge_fixed::D_B_M_P_C_A,prevalence,0.0020879677582591,0.0188116373039355,0.0110100335645496,0.0277337031102261,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_M_C,B_M_C,3,0.6735780902944525,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0209875253568547,-0.0042638558111782,-0.0120654595505641,0.0046582099951123,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_M_A,B_M_A,3,0.6863806560519313,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0081849595993757,0.0085387099463006,0.0007371062069148,0.0174607757525912,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_C_A,B_C_A,3,0.689413094073297,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0051525215780102,0.0115711479676661,0.0037695442282803,0.0204932137739567,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::M_C_A,M_C_A,3,0.6910115491211328,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0035540665301742,0.0131696030155021,0.0053679992761163,0.0220916688217927,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_M_C_A,B_M_C_A,4,0.6862360408312737,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0083295748200335,0.0083940947256429,0.0005924909862571,0.0173161605319335,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D,D,4,0.6868493066876922,ridge_fixed::D_B_M_P_C_A,prevalence,-0.007716308963615,0.0090073605820614,0.0012057568426756,0.017929426388352,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B,D_B,5,0.6782610561877807,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0163045594635264,0.0004191100821499,-0.0073824936572359,0.0093411758884405,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_M,D_M,5,0.6826358436694001,ridge_fixed::D_B_M_P_C_A,prevalence,-0.011929771981907,0.0047938975637694,-0.0030077061756164,0.01371596337006,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_C,D_C,5,0.6866799837243998,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0078856319269074,0.008838037618769,0.0010364338793831,0.0177601034250596,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_A,D_A,5,0.7021793555683171,ridge_fixed::D_B_M_P_C_A,prevalence,0.0076137399170099,0.0243374094626864,0.0165358057233005,0.033259475268977,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_M,D_B_M,6,0.6765270147953751,ridge_fixed::D_B_M_P_C_A,prevalence,-0.018038600855932,-0.0013149313102555,-0.0091165350496414,0.007607134496035,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_C,D_B_C,6,0.678149695096429,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0164159205548781,0.0003077489907982,-0.0074938547485875,0.0092298147970888,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_M_C,D_M_C,6,0.6827807801152355,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0117848355360715,0.0049388340096048,-0.0028627697297809,0.0138608998158954,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_A,D_B_A,6,0.6939976723385386,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0005679433127686,0.0161557262329078,0.0083541224935219,0.0250777920391984,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_M_A,D_M_A,6,0.6978941461607561,ridge_fixed::D_B_M_P_C_A,prevalence,0.0033285305094489,0.0200522000551254,0.0122505963157395,0.028974265861416,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_C_A,D_C_A,6,0.7026783715718511,ridge_fixed::D_B_M_P_C_A,prevalence,0.0081127559205438,0.0248364254662202,0.0170348217268344,0.0337584912725108,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_M_C,D_B_M_C,7,0.6767741538859647,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0177914617653424,-0.0010677922196659,-0.0088693959590518,0.0078542735866246,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_M_A,D_B_M_A,7,0.692166607319507,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0023990083318003,0.0143246612138761,0.0065230574744903,0.0232467270201667,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_C_A,D_B_C_A,7,0.6944134339152416,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0001521817360656,0.0165714878096107,0.0087698840702249,0.0254935536159014,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_M_C_A,D_M_C_A,7,0.6985083441546103,ridge_fixed::D_B_M_P_C_A,prevalence,0.0039427285033032,0.0206663980489796,0.0128647943095938,0.0295884638552702,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_M_C_A,D_B_M_C_A,8,0.6927792686583069,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0017863469930001,0.0149373225526763,0.0071357188132904,0.0238593883589669,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::P,P,11,0.6870789281175402,ridge_fixed::D_B_M_P_C_A,prevalence,-0.007486687533767,0.0092369820119094,0.0014353782725235,0.0181590478182,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_P,B_P,12,0.6807002634376358,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0138653522136714,0.002858317332005,-0.0049432864073808,0.0117803831382956,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::M_P,M_P,12,0.6815015264227682,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0130640892285389,0.0036595803171374,-0.0041420234222483,0.012581646123428,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::P_C,P_C,12,0.6862730153653215,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0082926002859855,0.0084310692596908,0.000629465520305,0.0173531350659814,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::P_A,P_A,12,0.697519519995956,ridge_fixed::D_B_M_P_C_A,prevalence,0.0029539043446487,0.0196775738903251,0.0118759701509393,0.0285996396966158,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_M_P,B_M_P,13,0.6773648492273466,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0172007664239605,-0.000477096878284,-0.0082787006176698,0.0084449689280065,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_P_C,B_P_C,13,0.6797682464779038,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0147973691734032,0.0019263003722731,-0.0058753033671126,0.0108483661785637,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::M_P_C,M_P_C,13,0.6807576392979802,ridge_fixed::D_B_M_P_C_A,prevalence,-0.013807976353327,0.0029156931923494,-0.0048859105470364,0.01183775899864,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_P_A,B_P_A,13,0.6917583334379683,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0028072822133387,0.0139163873323377,0.0061147835929518,0.0228384531386283,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::M_P_A,M_P_A,13,0.6919622110901643,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0026034045611428,0.0141202649845335,0.0063186612451477,0.0230423307908241,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::P_C_A,P_C_A,13,0.6973268299556493,ridge_fixed::D_B_M_P_C_A,prevalence,0.0027612143043421,0.0194848838500186,0.0116832801106327,0.0284069496563091,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_M_P_C,B_M_P_C,14,0.6765303696163217,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0180352460349855,-0.0013115764893091,-0.0091131802286949,0.0076104893169814,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_M_P_A,B_M_P_A,14,0.6882812315062049,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0062843841451023,0.0104392854005741,0.0026376816611882,0.0193613512068647,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_P_C_A,B_P_C_A,14,0.6913619415022128,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0032036741490942,0.0135199953965822,0.0057183916571963,0.0224420612028727,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::M_P_C_A,M_P_C_A,14,0.6918166409874114,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0027489746638957,0.0139746948817806,0.0061730911423948,0.0228967606880712,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::B_M_P_C_A,B_M_P_C_A,15,0.6880212884406041,ridge_fixed::D_B_M_P_C_A,prevalence,-0.006544327210703,0.0101793423349733,0.0023777385955875,0.0191014081412639,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_P,D_P,15,0.6899636686563089,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0046019469949982,0.0121217225506782,0.0043201188112923,0.0210437883569688,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_P,D_B_P,16,0.6828081660454275,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0117574496058798,0.0049662199397966,-0.0028353837995891,0.0138882857460872,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_M_P,D_M_P,16,0.6853659145522563,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0091997010990508,0.0075239684466256,-0.0002776352927602,0.0164460342529162,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_P_C,D_P_C,16,0.689862727310767,ridge_fixed::D_B_M_P_C_A,prevalence,-0.00470288834054,0.0120207812051363,0.0042191774657505,0.0209428470114269,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_P_A,D_P_A,16,0.7042566319362981,ridge_fixed::D_B_M_P_C_A,prevalence,0.0096910162849908,0.0264146858306673,0.0186130820912814,0.0353367516369578,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_M_P,D_B_M_P,17,0.6803586846891888,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0142069309621183,0.002516738583558,-0.0052848651558277,0.0114388043898486,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_P_C,D_B_P_C,17,0.6827817286386232,ridge_fixed::D_B_M_P_C_A,prevalence,-0.011783887012684,0.0049397825329923,-0.0028618212063934,0.013861848339283,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_M_P_C,D_M_P_C,17,0.6854633490509352,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0091022666003719,0.0076214029453044,-0.0001802007940813,0.016543468751595,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_P_A,D_B_P_A,17,0.696769721142331,ridge_fixed::D_B_M_P_C_A,prevalence,0.0022041054910239,0.0189277750367003,0.0111261712973145,0.0278498408429909,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_M_P_A,D_M_P_A,17,0.6994532040895722,ridge_fixed::D_B_M_P_C_A,prevalence,0.004887588438265,0.0216112579839415,0.0138096542445556,0.0305333237902321,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_P_C_A,D_P_C_A,17,0.704559949591395,ridge_fixed::D_B_M_P_C_A,prevalence,0.0099943339400878,0.0267180034857642,0.0189163997463784,0.0356400692920548,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_M_P_C,D_B_M_P_C,18,0.6803352214911252,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0142303941601818,0.0024932753854945,-0.0053083283538912,0.0114153411917851,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_M_P_A,D_B_M_P_A,18,0.6940856023383204,ridge_fixed::D_B_M_P_C_A,prevalence,-0.0004800133129867,0.0162436562326896,0.0084420524933037,0.0251657220389802,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_P_C_A,D_B_P_C_A,18,0.6970217636524865,ridge_fixed::D_B_M_P_C_A,prevalence,0.0024561480011793,0.0191798175468557,0.0113782138074699,0.0281018833531463,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_M_P_C_A,D_M_P_C_A,18,0.6999965892842004,ridge_fixed::D_B_M_P_C_A,prevalence,0.0054309736328932,0.0221546431785696,0.0143530394391837,0.0310767089848602,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,original_noK,ridge_fixed::D_B_M_P_C_A,D_B_M_P_C_A,19,0.694565615651307,ridge_fixed::D_B_M_P_C_A,prevalence,0.0,0.0,0.0089220658062906,0.025645735351967,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H,H,0,0.6606404546592651,hgb::H_D_B_M_P_C_A,P0,-0.0300953015458895,-0.0087000784612032,1.5836049553628154e-05,0.0214110591342399,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B,H_B,1,0.6568702773889398,hgb::H_D_B_M_P_C_A,P0,-0.0338654788162149,-0.0124702557315286,-0.0037543412207717,0.0176408818639145,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_C,H_C,1,0.6598634794142396,hgb::H_D_B_M_P_C_A,P0,-0.0308722767909152,-0.0094770537062289,-0.000761139195472,0.0206340838892142,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_M,H_M,1,0.6689721153143604,hgb::H_D_B_M_P_C_A,P0,-0.0217636408907943,-0.000368417806108,0.0083474967046486,0.0297427197893349,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_A,H_A,1,0.676010880607885,hgb::H_D_B_M_P_C_A,P0,-0.0147248755972697,0.0066703474874165,0.0153862619981736,0.0367814850828599,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_C,H_B_C,2,0.6558155420534334,hgb::H_D_B_M_P_C_A,P0,-0.0349202141517212,-0.0135249910670349,-0.0048090765562781,0.0165861465284081,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_M,H_B_M,2,0.6640167344252859,hgb::H_D_B_M_P_C_A,P0,-0.0267190217798688,-0.0053237986951825,0.0033921158155744,0.0247873389002607,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_M_C,H_M_C,2,0.6641978953179671,hgb::H_D_B_M_P_C_A,P0,-0.0265378608871876,-0.0051426378025013,0.0035732767082555,0.0249684997929418,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_A,H_B_A,2,0.6657139341103271,hgb::H_D_B_M_P_C_A,P0,-0.0250218220948276,-0.0036265990101413,0.0050893155006155,0.0264845385853018,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_C_A,H_C_A,2,0.6734837350999657,hgb::H_D_B_M_P_C_A,P0,-0.017252021105189,0.0041432019794972,0.0128591164902541,0.0342543395749404,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_M_A,H_M_A,2,0.7301846991381126,hgb::H_D_B_M_P_C_A,P0,0.0394489429329578,0.0608441660176441,0.0695600805284011,0.0909553036130874,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_M_C,H_B_M_C,3,0.6606598628283672,hgb::H_D_B_M_P_C_A,P0,-0.0300758933767876,-0.0086806702921013,3.524421865562423e-05,0.0214304673033419,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_C_A,H_B_C_A,3,0.6630082177459525,hgb::H_D_B_M_P_C_A,P0,-0.0277275384592021,-0.0063323153745158,0.0023835991362409,0.0237788222209272,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_M_A,H_B_M_A,3,0.7235395745933321,hgb::H_D_B_M_P_C_A,P0,0.0328038183881773,0.0541990414728636,0.0629149559836203,0.0843101790683066,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_M_C_A,H_M_C_A,3,0.7266627440883094,hgb::H_D_B_M_P_C_A,P0,0.0359269878831547,0.057322210967841,0.0660381254785977,0.087433348563284,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_M_C_A,H_B_M_C_A,4,0.6756968626743632,hgb::H_D_B_M_P_C_A,P0,-0.0150388935307915,0.0063563295538947,0.0150722440646515,0.0364674671493378,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D,H_D,4,0.678946040590467,hgb::H_D_B_M_P_C_A,P0,-0.0117897156146877,0.0096055074699985,0.0183214219807553,0.0397166450654416,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_M,H_D_M,5,0.6748177527282346,hgb::H_D_B_M_P_C_A,P0,-0.0159180034769202,0.005477219607766,0.0141931341185229,0.0355883572032092,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_C,H_D_C,5,0.6751280687070844,hgb::H_D_B_M_P_C_A,P0,-0.0156076874980702,0.005787535586616,0.0145034500973729,0.0358986731820592,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_B,H_D_B,5,0.676607610700868,hgb::H_D_B_M_P_C_A,P0,-0.0141281455042866,0.0072670775803996,0.0159829920911565,0.0373782151758428,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_A,H_D_A,5,0.6992102353810714,hgb::H_D_B_M_P_C_A,P0,0.0084744791759166,0.0298697022606029,0.0385856167713597,0.059980839856046,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_M_C,H_D_M_C,6,0.6695443458541026,hgb::H_D_B_M_P_C_A,P0,-0.0211914103510521,0.0002038127336341,0.008919727244391,0.0303149503290772,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_B_C,H_D_B_C,6,0.6745540444896211,hgb::H_D_B_M_P_C_A,P0,-0.0161817117155335,0.0052135113691526,0.0139294258799095,0.0353246489645958,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_B_M,H_D_B_M,6,0.6760603115833138,hgb::H_D_B_M_P_C_A,P0,-0.0146754446218409,0.0067197784628453,0.0154356929736023,0.0368309160582886,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_B_A,H_D_B_A,6,0.6899146794672921,hgb::H_D_B_M_P_C_A,P0,-0.0008210767378626,0.0205741463468236,0.0292900608575805,0.0506852839422667,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_C_A,H_D_C_A,6,0.6932854905270107,hgb::H_D_B_M_P_C_A,P0,0.002549734321856,0.0239449574065423,0.0326608719172991,0.0540560950019854,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_M_A,H_D_M_A,6,0.712369652396558,hgb::H_D_B_M_P_C_A,P0,0.0216338961914033,0.0430291192760896,0.0517450337868464,0.0731402568715327,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_B_M_C,H_D_B_M_C,7,0.6715127586629135,hgb::H_D_B_M_P_C_A,P0,-0.0192229975422413,0.0021722255424449,0.0108881400532019,0.0322833631378882,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_B_C_A,H_D_B_C_A,7,0.6896532419099539,hgb::H_D_B_M_P_C_A,P0,-0.0010825142952007,0.0203127087894855,0.0290286233002424,0.0504238463849287,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_B_M_A,H_D_B_M_A,7,0.7067668330766513,hgb::H_D_B_M_P_C_A,P0,0.0160310768714966,0.0374262999561829,0.0461422144669398,0.0675374375516261,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_M_C_A,H_D_M_C_A,7,0.7095091099137313,hgb::H_D_B_M_P_C_A,P0,0.0187733537085765,0.0401685767932627,0.0488844913040195,0.0702797143887058,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_D_B_M_C_A,H_D_B_M_C_A,8,0.7023321544326471,hgb::H_D_B_M_P_C_A,P0,0.0115963982274922,0.0329916213121785,0.0417075358229355,0.0631027589076217,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_P,H_P,11,0.6712570279915516,hgb::H_D_B_M_P_C_A,P0,-0.0194787282136031,0.0019164948710831,0.0106324093818399,0.0320276324665262,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_P,H_B_P,12,0.6684092245346652,hgb::H_D_B_M_P_C_A,P0,-0.0223265316704895,-0.0009313085858032,0.0077846059249535,0.0291798290096398,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_P_C,H_P_C,12,0.6701169175859116,hgb::H_D_B_M_P_C_A,P0,-0.020618838619243,0.0007763844654432,0.0094922989762001,0.0308875220608864,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_P_A,H_P_A,12,0.6767851694980827,hgb::H_D_B_M_P_C_A,P0,-0.013950586707072,0.0074446363776142,0.016160550888371,0.0375557739730573,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_M_P,H_M_P,12,0.6791926135271623,hgb::H_D_B_M_P_C_A,P0,-0.0115431426779924,0.0098520804066938,0.0185679949174507,0.039963218002137,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_P_C,H_B_P_C,13,0.6682978141974423,hgb::H_D_B_M_P_C_A,P0,-0.0224379420077124,-0.0010427189230261,0.0076731955877307,0.0290684186724169,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_P_A,H_B_P_A,13,0.6704466797926858,hgb::H_D_B_M_P_C_A,P0,-0.0202890764124689,0.0011061466722173,0.0098220611829743,0.0312172842676606,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_M_P_C,H_M_P_C,13,0.674212564406082,hgb::H_D_B_M_P_C_A,P0,-0.0165231917990728,0.0048720312856134,0.0135879457963704,0.0349831688810566,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_M_P,H_B_M_P,13,0.6747292133818054,hgb::H_D_B_M_P_C_A,P0,-0.0160065428233493,0.0053886802613369,0.0141045947720938,0.0354998178567801,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_P_C_A,H_P_C_A,13,0.6759877295776269,hgb::H_D_B_M_P_C_A,P0,-0.0147480266275279,0.0066471964571582,0.0153631109679152,0.0367583340526015,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_M_P_A,H_M_P_A,13,0.708885974371388,hgb::H_D_B_M_P_C_A,P0,0.0181502181662333,0.0395454412509196,0.0482613557616764,0.0696565788463627,127,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,True,original_noK,hgb::H_B_M_P_C,H_B_M_P_C,14,0.6696991384319606,hgb::H_D_B_M_P_C_A,P0,-0.021036617773194,0.0003586053114921,0.009074519822249,0.0304697429069353,127,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
