algorithm,has_history,domain,model,subset,collection_items,log_loss,full_model,benchmark,delta_loss_vs_full,upper95_vs_full_joint,delta_loss_vs_benchmark,upper95_vs_benchmark_joint,joint_family_contrasts,simultaneous_noninferior_full_margin_01,simultaneous_superior_benchmark,exploratory_dual_criterion_pass,status,model_variants_passing_same_subset,learner_families_passing_same_subset
ridge,False,extended_K,ridge::B_M_K,B_M_K,13,0.6552804678335662,ridge::D_B_M_P_C_A_K,prevalence,-0.0538304983401585,-0.0303931163229506,-0.0303630820114503,-0.0069256999942423,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge,False,extended_K,ridge::M_C_K,M_C_K,13,0.6589655330464331,ridge::D_B_M_P_C_A_K,prevalence,-0.0501454331272917,-0.0267080511100838,-0.0266780167985835,-0.0032406347813755,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge,False,extended_K,ridge::B_A_K,B_A_K,13,0.666372948792042,ridge::D_B_M_P_C_A_K,prevalence,-0.0427380173816828,-0.0193006353644748,-0.0192706010529745,0.0041667809642334,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::C_A_K,C_A_K,13,0.6710668213007681,ridge::D_B_M_P_C_A_K,prevalence,-0.0380441448729566,-0.0146067628557486,-0.0145767285442484,0.0088606534729595,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_A_K,M_A_K,13,0.6717640402690699,ridge::D_B_M_P_C_A_K,prevalence,-0.037346925904655,-0.013909543887447,-0.0138795095759467,0.0095578724412612,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_P,B_M_P,13,0.6773648492273466,ridge::D_B_M_P_C_A_K,prevalence,-0.0317461169463781,-0.0083087349291701,-0.0082787006176698,0.015158681399538,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_P_C,B_P_C,13,0.6797682464779038,ridge::D_B_M_P_C_A_K,prevalence,-0.0293427196958209,-0.0059053376786129,-0.0058753033671126,0.0175620786500952,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_P_C,M_P_C,13,0.6841454318288797,ridge::D_B_M_P_C_A_K,prevalence,-0.0249655343448451,-0.0015281523276372,-0.0014981180161368,0.021939264001071,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_P_A,M_P_A,13,0.6887779329464403,ridge::D_B_M_P_C_A_K,prevalence,-0.0203330332272846,0.0031043487899233,0.0031343831014236,0.0265717651186315,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_P_A,B_P_A,13,0.6917583334379683,ridge::D_B_M_P_C_A_K,prevalence,-0.0173526327357563,0.0060847492814515,0.0061147835929518,0.0295521656101598,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::P_C_A,P_C_A,13,0.6930699715077313,ridge::D_B_M_P_C_A_K,prevalence,-0.0160409946659935,0.0073963873512144,0.0074264216627147,0.0308638036799226,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_C_K,B_M_C_K,14,0.6548792499896149,ridge::D_B_M_P_C_A_K,prevalence,-0.0542317161841098,-0.0307943341669018,-0.0307642998554017,-0.0073269178381938,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge,False,extended_K,ridge::B_C_A_K,B_C_A_K,14,0.6661703469907019,ridge::D_B_M_P_C_A_K,prevalence,-0.0429406191830229,-0.0195032371658149,-0.0194732028543146,0.0039641791628932,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::B_M_A_K,B_M_A_K,14,0.6684455708595938,ridge::D_B_M_P_C_A_K,prevalence,-0.0406653953141309,-0.017228013296923,-0.0171979789854227,0.0062394030317851,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_C_A_K,M_C_A_K,14,0.6719367901625388,ridge::D_B_M_P_C_A_K,prevalence,-0.037174176011186,-0.013736793993978,-0.0137067596824777,0.0097306223347302,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_P_C,B_M_P_C,14,0.6765303696163217,ridge::D_B_M_P_C_A_K,prevalence,-0.0325805965574031,-0.0091432145401952,-0.0091131802286949,0.0143242017885129,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_P_A,B_M_P_A,14,0.6882812315062049,ridge::D_B_M_P_C_A_K,prevalence,-0.0208297346675199,0.0026076473496879,0.0026376816611882,0.0260750636783962,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_P_C_A,M_P_C_A,14,0.688383427823019,ridge::D_B_M_P_C_A_K,prevalence,-0.0207275383507059,0.002709843666502,0.0027398779780023,0.0261772599952102,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_P_C_A,B_P_C_A,14,0.6913619415022128,ridge::D_B_M_P_C_A_K,prevalence,-0.0177490246715118,0.005688357345696,0.0057183916571963,0.0291557736744042,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_C_A_K,B_M_C_A_K,15,0.6685092046744535,ridge::D_B_M_P_C_A_K,prevalence,-0.0406017614992712,-0.0171643794820633,-0.017134345170563,0.0063030368466449,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_P_C_A,B_M_P_C_A,15,0.6880212884406041,ridge::D_B_M_P_C_A_K,prevalence,-0.0210896777331206,0.0023477042840872,0.0023777385955875,0.0258151206127954,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_K,D_K,15,0.6893716825384361,ridge::D_B_M_P_C_A_K,prevalence,-0.0197392836352888,0.0036980983819191,0.0037281326934193,0.0271655147106273,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_P,D_P,15,0.7143852356982644,ridge::D_B_M_P_C_A_K,prevalence,0.0052742695245397,0.0287116515417476,0.0287416858532479,0.0521790678704559,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_K,D_B_K,16,0.6818852017549667,ridge::D_B_M_P_C_A_K,prevalence,-0.0272257644187581,-0.0037883824015502,-0.0037583480900499,0.019679033927158,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_C_K,D_C_K,16,0.6894405313296978,ridge::D_B_M_P_C_A_K,prevalence,-0.0196704348440269,0.0037669471731809,0.0037969814846812,0.0272343635018892,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_M_K,D_M_K,16,0.6916734597952447,ridge::D_B_M_P_C_A_K,prevalence,-0.0174375063784798,0.005999875638728,0.0060299099502283,0.0294672919674362,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_P,D_B_P,16,0.7063264572501596,ridge::D_B_M_P_C_A_K,prevalence,-0.0027845089235652,0.0206528730936427,0.020682907405143,0.0441202894223509,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_A_K,D_A_K,16,0.7100384276318275,ridge::D_B_M_P_C_A_K,prevalence,0.0009274614581027,0.0243648434753107,0.024394877786811,0.0478322598040189,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_P,D_M_P,16,0.7102324100256724,ridge::D_B_M_P_C_A_K,prevalence,0.0011214438519475,0.0245588258691554,0.0245888601806558,0.0480262421978637,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_P_C,D_P_C,16,0.7148489961818975,ridge::D_B_M_P_C_A_K,prevalence,0.0057380300081727,0.0291754120253806,0.0292054463368809,0.0526428283540889,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_P_A,D_P_A,16,0.7327988594506704,ridge::D_B_M_P_C_A_K,prevalence,0.0236878932769455,0.0471252752941535,0.0471553096056538,0.0705926916228617,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_C_K,D_B_C_K,17,0.6818986393286821,ridge::D_B_M_P_C_A_K,prevalence,-0.0272123268450427,-0.0037749448278347,-0.0037449105163344,0.0196924715008734,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_B_M_K,D_B_M_K,17,0.6855186018604125,ridge::D_B_M_P_C_A_K,prevalence,-0.0235923643133122,-0.0001549822961043,-0.000124947984604,0.0233124340326038,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_M_C_K,D_M_C_K,17,0.6923235624623448,ridge::D_B_M_P_C_A_K,prevalence,-0.0167874037113799,0.0066499783058279,0.0066800126173282,0.0301173946345362,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_A_K,D_B_A_K,17,0.7018587040038085,ridge::D_B_M_P_C_A_K,prevalence,-0.0072522621699164,0.0161851198472915,0.0162151541587918,0.0396525361759997,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_P,D_B_M_P,17,0.7043353101017589,ridge::D_B_M_P_C_A_K,prevalence,-0.0047756560719658,0.0186617259452421,0.0186917602567424,0.0421291422739503,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_P_C,D_B_P_C,17,0.706356669385832,ridge::D_B_M_P_C_A_K,prevalence,-0.0027542967878927,0.0206830852293151,0.0207131195408154,0.0441505015580234,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_C_A_K,D_C_A_K,17,0.7107381113389857,ridge::D_B_M_P_C_A_K,prevalence,0.0016271451652608,0.0250645271824688,0.0250945614939691,0.048531943511177,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_P_C,D_M_P_C,17,0.7108118022230695,ridge::D_B_M_P_C_A_K,prevalence,0.0017008360493447,0.0251382180665526,0.0251682523780529,0.0486056343952609,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_A_K,D_M_A_K,17,0.7119994035192497,ridge::D_B_M_P_C_A_K,prevalence,0.0028884373455248,0.0263258193627327,0.026355853674233,0.049793235691441,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_P_A,D_B_P_A,17,0.7240623632467075,ridge::D_B_M_P_C_A_K,prevalence,0.0149513970729826,0.0383887790901906,0.0384188134016909,0.0618561954188988,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_P_A,D_M_P_A,17,0.7287433396903711,ridge::D_B_M_P_C_A_K,prevalence,0.0196323735166462,0.0430697555338541,0.0430997898453545,0.0665371718625624,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_P_C_A,D_P_C_A,17,0.7341824291632196,ridge::D_B_M_P_C_A_K,prevalence,0.0250714629894948,0.0485088450067028,0.0485388793182031,0.0719762613354111,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_C_K,D_B_M_C_K,18,0.6858969485095997,ridge::D_B_M_P_C_A_K,prevalence,-0.0232140176641251,0.0002233643530827,0.000253398664583,0.023690780681791,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_B_C_A_K,D_B_C_A_K,18,0.7029559093361989,ridge::D_B_M_P_C_A_K,prevalence,-0.0061550568375259,0.017282325179682,0.0173123594911823,0.0407497415083902,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_P_C,D_B_M_P_C,18,0.7045775851734855,ridge::D_B_M_P_C_A_K,prevalence,-0.0045333810002392,0.0189040010169686,0.0189340353284689,0.0423714173456769,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_A_K,D_B_M_A_K,18,0.7052913847663693,ridge::D_B_M_P_C_A_K,prevalence,-0.0038195814073554,0.0196178006098524,0.0196478349213527,0.0430852169385607,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_C_A_K,D_M_C_A_K,18,0.7135060337975708,ridge::D_B_M_P_C_A_K,prevalence,0.0043950676238461,0.027832449641054,0.0278624839525543,0.0512998659697623,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_P_A,D_B_M_P_A,18,0.721642473385492,ridge::D_B_M_P_C_A_K,prevalence,0.0125315072117672,0.0359688892289752,0.0359989235404754,0.0594363055576834,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_P_C_A,D_B_P_C_A,18,0.7247149336832018,ridge::D_B_M_P_C_A_K,prevalence,0.0156039675094769,0.0390413495266848,0.0390713838381851,0.0625087658553931,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_P_C_A,D_M_P_C_A,18,0.7300197943395154,ridge::D_B_M_P_C_A_K,prevalence,0.0209088281657905,0.0443462101829985,0.0443762444944988,0.0678136265117067,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_C_A_K,D_B_M_C_A_K,19,0.7066702984463461,ridge::D_B_M_P_C_A_K,prevalence,-0.0024406677273787,0.0209967142898292,0.0210267486013295,0.0444641306185374,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_P_C_A,D_B_M_P_C_A,19,0.7228282840722543,ridge::D_B_M_P_C_A_K,prevalence,0.0137173178985295,0.0371546999157374,0.0371847342272377,0.0606221162444456,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::P_K,P_K,22,0.661970526359566,ridge::D_B_M_P_C_A_K,prevalence,-0.0471404398141587,-0.0237030577969508,-0.0236730234854506,-0.0002356414682426,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge,False,extended_K,ridge::B_P_K,B_P_K,23,0.6576856629831351,ridge::D_B_M_P_C_A_K,prevalence,-0.0514253031905896,-0.0279879211733816,-0.0279578868618814,-0.0045205048446734,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge,False,extended_K,ridge::P_C_K,P_C_K,23,0.6612553582464039,ridge::D_B_M_P_C_A_K,prevalence,-0.0478556079273208,-0.0244182259101129,-0.0243881915986126,-0.0009508095814047,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge,False,extended_K,ridge::M_P_K,M_P_K,23,0.6624747283481627,ridge::D_B_M_P_C_A_K,prevalence,-0.046636237825562,-0.0231988558083541,-0.0231688214968538,0.0002685605203541,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::P_A_K,P_A_K,23,0.6734403296927775,ridge::D_B_M_P_C_A_K,prevalence,-0.0356706364809473,-0.0122332544637394,-0.0122032201522391,0.0112341618649688,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_P_C_K,B_P_C_K,24,0.6568999430523016,ridge::D_B_M_P_C_A_K,prevalence,-0.0522110231214232,-0.0287736411042153,-0.0287436067927149,-0.005306224775507,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge,False,extended_K,ridge::B_M_P_K,B_M_P_K,24,0.659562500595995,ridge::D_B_M_P_C_A_K,prevalence,-0.0495484655777298,-0.0261110835605218,-0.0260810492490216,-0.0026436672318137,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge,False,extended_K,ridge::M_P_C_K,M_P_C_K,24,0.661979648815949,ridge::D_B_M_P_C_A_K,prevalence,-0.0471313173577758,-0.0236939353405678,-0.0236639010290676,-0.0002265190118596,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge,False,extended_K,ridge::B_P_A_K,B_P_A_K,24,0.6694519731390196,ridge::D_B_M_P_C_A_K,prevalence,-0.0396589930347051,-0.0162216110174972,-0.0161915767059968,0.007245805311211,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::P_C_A_K,P_C_A_K,24,0.6732299500327832,ridge::D_B_M_P_C_A_K,prevalence,-0.0358810161409416,-0.0124436341237337,-0.0124135998122333,0.0110237822049745,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_P_A_K,M_P_A_K,24,0.6736895523672849,ridge::D_B_M_P_C_A_K,prevalence,-0.03542141380644,-0.011984031789232,-0.0119539974777318,0.0114833845394761,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_P_C_K,B_M_P_C_K,25,0.6589681841620904,ridge::D_B_M_P_C_A_K,prevalence,-0.0501427820116345,-0.0267053999944265,-0.0266753656829262,-0.0032379836657183,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge,False,extended_K,ridge::B_P_C_A_K,B_P_C_A_K,25,0.6691156150654222,ridge::D_B_M_P_C_A_K,prevalence,-0.0399953511083027,-0.0165579690910947,-0.0165279347795945,0.0069094472376134,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_P_A_K,B_M_P_A_K,25,0.6710814498493852,ridge::D_B_M_P_C_A_K,prevalence,-0.0380295163243395,-0.0145921343071316,-0.0145620999956313,0.0088752820215766,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_P_C_A_K,M_P_C_A_K,25,0.6737236397497659,ridge::D_B_M_P_C_A_K,prevalence,-0.0353873264239588,-0.0119499444067509,-0.0119199100952506,0.0115174719219573,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_P_C_A_K,B_M_P_C_A_K,26,0.6710031106527569,ridge::D_B_M_P_C_A_K,prevalence,-0.0381078555209678,-0.0146704735037599,-0.0146404391922596,0.0087969428249482,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_P_K,D_P_K,26,0.6948938547550048,ridge::D_B_M_P_C_A_K,prevalence,-0.0142171114187199,0.0092202705984879,0.0092503049099882,0.0326876869271962,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_P_K,D_B_P_K,27,0.688334126329859,ridge::D_B_M_P_C_A_K,prevalence,-0.0207768398438657,0.0026605421733421,0.0026905764848424,0.0261279585020504,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_P_C_K,D_P_C_K,27,0.6948789717579044,ridge::D_B_M_P_C_A_K,prevalence,-0.0142319944158204,0.0092053876013874,0.0092354219128877,0.0326728039300957,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_P_K,D_M_P_K,27,0.6958403015172919,ridge::D_B_M_P_C_A_K,prevalence,-0.0132706646564329,0.010166717360775,0.0101967516722753,0.0336341336894832,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_P_A_K,D_P_A_K,27,0.7135054749112824,ridge::D_B_M_P_C_A_K,prevalence,0.0043945087375574,0.0278318907547653,0.0278619250662656,0.0512993070834736,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_P_C_K,D_B_P_C_K,28,0.6881898025410765,ridge::D_B_M_P_C_A_K,prevalence,-0.0209211636326482,0.0025162183845597,0.00254625269606,0.0259836347132679,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_B_M_P_K,D_B_M_P_K,28,0.6902932676106529,ridge::D_B_M_P_C_A_K,prevalence,-0.0188176985630719,0.0046196834541359,0.0046497177656362,0.0280870997828442,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_M_P_C_K,D_M_P_C_K,28,0.6960545801447949,ridge::D_B_M_P_C_A_K,prevalence,-0.0130563860289297,0.0103809959882781,0.0104110302997784,0.0338484123169864,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_P_A_K,D_B_P_A_K,28,0.7058808738345653,ridge::D_B_M_P_C_A_K,prevalence,-0.0032300923391594,0.0202072896780484,0.0202373239895487,0.0436747060067567,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_P_A_K,D_M_P_A_K,28,0.7141489181873719,ridge::D_B_M_P_C_A_K,prevalence,0.005037952013647,0.028475334030855,0.0285053683423553,0.0519427503595632,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_P_C_A_K,D_P_C_A_K,28,0.7142305219917716,ridge::D_B_M_P_C_A_K,prevalence,0.0051195558180468,0.0285569378352547,0.028586972146755,0.052024354163963,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_P_C_K,D_B_M_P_C_K,29,0.6906410876249356,ridge::D_B_M_P_C_A_K,prevalence,-0.0184698785487893,0.0049675034684186,0.0049975377799189,0.0284349197971268,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge,False,extended_K,ridge::D_B_P_C_A_K,D_B_P_C_A_K,29,0.7068537085508356,ridge::D_B_M_P_C_A_K,prevalence,-0.0022572576228891,0.0211801243943187,0.021210158705819,0.044647540723027,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_P_A_K,D_B_M_P_A_K,29,0.707894194264699,ridge::D_B_M_P_C_A_K,prevalence,-0.0012167719090258,0.0222206101081821,0.0222506444196824,0.0456880264368904,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_P_C_A_K,D_M_P_C_A_K,29,0.7153202418676694,ridge::D_B_M_P_C_A_K,prevalence,0.0062092756939446,0.0296466577111525,0.0296766920226528,0.0531140740398608,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_P_C_A_K,D_B_M_P_C_A_K,30,0.7091109661737248,ridge::D_B_M_P_C_A_K,prevalence,0.0,0.0,0.0234674163287082,0.0469047983459161,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::NONE,NONE,0,0.6856435498450167,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.004198980150256,0.0226433367270984,0.0,0.0184443565768424,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B,B,1,0.677439794026549,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0040047756682115,0.0144395809086308,-0.0082037558184676,0.0102406007583747,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M,M,1,0.6799469663559442,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0014976033388163,0.016946753238026,-0.0056965834890722,0.0127477730877701,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::C,C,1,0.6848892262402849,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0034446565455245,0.0218890131223669,-0.0007543236047314,0.017690032972111,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::A,A,1,0.6967690937084243,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0153245240136636,0.033768880590506,0.0111255438634075,0.02956990044025,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_M,B_M,2,0.6742810892764769,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0071634804182837,0.0112808761585586,-0.0113624605685397,0.0070818960083026,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_C,B_C,2,0.6766124314072357,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0048321382875248,0.0136122182893176,-0.0090311184377806,0.0094132381390617,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M_C,M_C,2,0.6792970886993044,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0021474809954561,0.0162968755813862,-0.0063464611457121,0.0120978954311302,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_A,B_A,2,0.6896428576408007,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0081982879460402,0.0266426445228826,0.0039993077957841,0.0224436643726265,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M_A,M_A,2,0.6910968417107293,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0096522720159687,0.0280966285928112,0.0054532918657128,0.0238976484425552,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::C_A,C_A,2,0.6966535834095664,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0152090137148057,0.0336533702916481,0.0110100335645496,0.0294543901413921,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_M_C,B_M_C,3,0.6735780902944525,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0078664794003081,0.0105778771765342,-0.0120654595505641,0.0063788970262783,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_M_A,B_M_A,3,0.6863806560519313,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0049360863571707,0.0233804429340132,0.0007371062069148,0.0191814627837572,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_C_A,B_C_A,3,0.689413094073297,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0079685243785363,0.0264128809553787,0.0037695442282803,0.0222139008051227,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M_C_A,M_C_A,3,0.6910115491211328,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0095669794263723,0.0280113360032147,0.0053679992761163,0.0238123558529587,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_M_C_A,B_M_C_A,4,0.6862360408312737,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.004791471136513,0.0232358277133555,0.0005924909862571,0.0190368475630995,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
