replicate,dev_boot_n,eval_boot_n,P0,ridge::H_D_B_A,ridge::H_D_B_M_P_C_A_K,ridge::H_D,ridge::H_D_B_M_P_C_A,ridge::D_A_K,ridge::D_B_M_P_C_A_K,ridge::D_B,ridge::D_B_M_P_C_A,hgb::H_D_M_P_A,hgb::H_D_B_M_P_C_A_K,hgb::D_M_P_A_K,hgb::D_B_M_P_C_A_K
211,1594,1526,0.662598187930265,0.7195977526356572,0.7125765684106111,0.7170966955865453,0.721931655383927,0.7232445761684746,0.7220523793824873,0.7223635927756952,0.7312269448203312,0.711854427960376,0.6973561361940006,0.7452586989357513,0.7378538574467028
212,1559,1479,0.6531846059642872,0.6876631396579393,0.6766192001308851,0.6837890266100304,0.6920953329499892,0.6914072778429295,0.6851904583484637,0.6877127514379774,0.6988634815874615,0.6931810952030273,0.6673166751074042,0.7127913202739038,0.7003251154941128
213,1568,1533,0.6641377768138601,0.7174472547257948,0.717924373032423,0.6966793635616402,0.7352768031530849,0.7118952983887951,0.7314878697664595,0.7007924764672813,0.7453273462591564,0.7346719306521351,0.7075852758986616,0.7440290750544502,0.7381553611055606
214,1560,1510,0.6665981734729505,0.7130733706658116,0.6980026399649135,0.6996778354577011,0.7137617938741614,0.7051692638398233,0.70148804839751,0.6988163351182444,0.7165530873529439,0.7137968743923878,0.6789453100283402,0.7148196697402524,0.7033772107834869
215,1549,1529,0.6566575165752034,0.6987382038898129,0.7027673641320298,0.6844026391518672,0.7152094323776181,0.7108258126275153,0.7151533674053155,0.6915790618183509,0.7269702834452118,0.7510935585687057,0.7063573933127266,0.7557093446770249,0.7442710546911638
216,1589,1523,0.6631037229969249,0.7358877468584247,0.7293113798364075,0.736608267186298,0.7417730917358422,0.7447921665300046,0.7434079161248585,0.7409406657218096,0.7555147750511139,0.7152404727330282,0.697099824204698,0.7401596727972403,0.7367366032865466
217,1564,1527,0.6626335297123188,0.7430293956508831,0.7256325650127327,0.7286562907077111,0.7418685816887273,0.7358546937684637,0.735563386125973,0.7364518573702266,0.7502815891023855,0.7193853499726068,0.6937889808984888,0.7317726305788047,0.7258608347635683
218,1568,1548,0.6690262293096462,0.7466702912716465,0.7347813089386149,0.7268089067477859,0.7515008456214697,0.7359485120279591,0.7381830652556359,0.7245044822245948,0.7550498412454216,0.7104166152509253,0.6760219604440513,0.7229200969338171,0.7124474155648721
219,1567,1518,0.6626566327367821,0.7091806966297255,0.7170083484794351,0.695870030503042,0.725393629306842,0.7176671327161359,0.7268650604462146,0.701619185693172,0.7339774071436377,0.7252039199719326,0.695223942373339,0.7313386651343882,0.7199122782202383
220,1556,1547,0.6602936500738135,0.7324952311615547,0.7242985987732276,0.6959377386066393,0.7364828119113046,0.7392662365926616,0.7357862665381352,0.7017140315028424,0.7473880995039552,0.7127565710830457,0.6959862139911345,0.7292016057581625,0.7078019063625303
221,1573,1479,0.6615445364264139,0.6839370167049917,0.6648537318859536,0.6744911417002767,0.6808486898295762,0.68360269550656,0.6767250800457171,0.6880553887515738,0.6918337098117973,0.677693275565718,0.6563951683400265,0.7021115006200908,0.6857385174005906
222,1531,1546,0.6587187446512384,0.7188346993770767,0.7129564020472665,0.692326796595788,0.7265337635254557,0.720888516929425,0.7212695474772731,0.6947710375025233,0.7329418673306431,0.7062226587081195,0.687117465377274,0.7222346151911245,0.709849299669933
223,1537,1554,0.662779795255018,0.7116126002305574,0.6961943047398609,0.6963787634259558,0.7132970796728841,0.7105993206421335,0.7060682233332045,0.7043811947612801,0.7233063648764285,0.690899275179635,0.685685696623859,0.7274145926113122,0.7108667261610853
224,1586,1567,0.6604081075800304,0.7320282652242722,0.720361443999802,0.7016012146081189,0.735061942746132,0.7221262718801271,0.720665971778913,0.6924959427829893,0.7321861456836599,0.70400392860518,0.7023068858636625,0.7207029194518938,0.7265204181877826
225,1533,1577,0.6576598742331375,0.7328414359239103,0.7479374263795439,0.7185746216399904,0.761901612006595,0.7227227624560244,0.7462546691560391,0.7162565486117679,0.7589281485938512,0.725685976130755,0.7039326346969342,0.7317543987672028,0.7311017461530152
226,1565,1506,0.6561834528247409,0.7027509285727885,0.7081607314890248,0.6974048509150568,0.7139647039057668,0.7148660506239992,0.7210908343131357,0.7046494131858723,0.7268444909824984,0.6766196955674728,0.6625046129409072,0.7185351639178287,0.7092756573652941
227,1531,1546,0.6651318227896315,0.7160631100081635,0.7136057185014097,0.7044756217512332,0.7295128097417913,0.7054800923665534,0.7216158597481123,0.7098957227071603,0.7374084583273365,0.7200008360410655,0.6831849566041187,0.7163831494731782,0.7104194502880281
228,1560,1555,0.660556360231589,0.7399346310692229,0.7467802379796713,0.7121313963550997,0.7601118728115882,0.7446362248047054,0.7668152685414158,0.7282438761304981,0.7804928834986509,0.743516333529849,0.6972145302207419,0.7435478985299752,0.7420437414578185
229,1566,1523,0.6609998689978068,0.7213305031476652,0.7165089692841774,0.7102105235297407,0.7296479470752812,0.7266685987088662,0.7303817831158262,0.7215456687397606,0.7438615862642783,0.6870627750964867,0.6759902030491118,0.715560169370687,0.6992149487250494
230,1548,1510,0.6703163169932594,0.7629600782955518,0.748732729936328,0.7345408280938234,0.7636263651675474,0.7641703871006451,0.7610024356433749,0.7381299105612456,0.7752240548653083,0.7039366033051631,0.693017578783032,0.7458095059920961,0.7447227297729153
231,1604,1514,0.6639447952487786,0.6950769451176713,0.6833885453439744,0.6914662276331208,0.7013423763013777,0.6801237944486299,0.6861765681138883,0.6881931042896406,0.7027476215532888,0.6953670290458575,0.6765679972932807,0.723915373696794,0.712082121349183
232,1565,1510,0.6550615921428867,0.683876144463365,0.6855917749109427,0.685486552289575,0.6967972564330125,0.694894596278447,0.697389754159138,0.6888971421400347,0.7072333640290386,0.7084492220325992,0.6767760241060056,0.727155810343893,0.7056936490472889
233,1536,1519,0.6480000054827267,0.7011036602916784,0.6830060350255546,0.6857700165206727,0.6947817336191703,0.716751317419378,0.6989665491845893,0.7022058591593077,0.7103638715350745,0.6651725724734333,0.6524676776897037,0.701364805113502,0.6892959857498282
234,1542,1550,0.6659663039931399,0.7371984869309484,0.7254563389357235,0.719154511731803,0.7413765966655818,0.7320603300485377,0.7322610117958136,0.7229168207286104,0.7469279292690022,0.7316050830117053,0.6930053551843576,0.7245934629426938,0.7206030006356196
235,1580,1527,0.6513415675754511,0.7013816363294257,0.6986116954169505,0.693578045668383,0.7079773598870788,0.7074107737501693,0.7118301684529202,0.6990613639418376,0.7204814111420119,0.6727516536342296,0.6565203058560802,0.7241053747539972,0.7141426485169825
236,1560,1530,0.661314143795884,0.7398024664979854,0.7329766490202761,0.7174555909213916,0.7399588832706104,0.7470140239530073,0.7423154326991158,0.7245406392652846,0.7485724883977172,0.7257389553165946,0.7063112430544755,0.7468167030746076,0.7343956100047904
237,1486,1576,0.6657815288326963,0.7435615224507303,0.7280986325329432,0.7202350288052835,0.7506136882588516,0.7364233181886924,0.7359670725753389,0.7212521959143947,0.7567147117241894,0.7267447423312029,0.6906711573663734,0.7258331683012617,0.7238908138127619
238,1533,1519,0.653814069611307,0.6962379289237308,0.681053481804672,0.6947599943573413,0.7007319921941842,0.6919591926002716,0.6871439553708656,0.7005991971388938,0.7065209699616004,0.7058092513929963,0.6696298978100447,0.7165199463627794,0.700105684873062
239,1595,1513,0.6626533772422442,0.7597622563541996,0.7411576297840631,0.7150298639423573,0.7567948115463052,0.7484409183009613,0.7412153404492314,0.7137690966949958,0.7564429402472609,0.7512029008787823,0.7013934533735733,0.7270377010328329,0.71378306153819
240,1572,1505,0.6686000100035313,0.727719533589307,0.7149339581781682,0.7170485889512062,0.7286191038659376,0.7137971282091654,0.709832923035461,0.7117448380464579,0.7233863027359755,0.7278272138810113,0.7064611556917981,0.7269243852083135,0.7210659435265684
241,1564,1498,0.6710738730293612,0.7614212965547915,0.7654225442452075,0.7392288219187574,0.7775985511635336,0.7426223638397764,0.7488158880802951,0.7192230681756532,0.759400500887971,0.7189663741627084,0.6886961218938392,0.7216103549078555,0.713056035891149
242,1504,1534,0.6628101917325934,0.7111187796795562,0.6980777521638512,0.7025333362634818,0.71049408361393,0.7076310862062688,0.6964578362927893,0.6977405990483491,0.7089306757084957,0.6788937617585089,0.6568503151080515,0.7027826566333834,0.6910085791820211
243,1547,1522,0.6589254111598697,0.6867786831464535,0.6755734806979409,0.6843390623931915,0.6873480415251851,0.6821832897619439,0.6832520584843628,0.6855010287155302,0.6936292356738539,0.6950922367811081,0.6763486169356303,0.706972291579023,0.6977107242870254
244,1530,1546,0.6632922428289348,0.7077495077717756,0.6955217618250135,0.6973131373244145,0.707952793178386,0.7083995467906866,0.6998525840839739,0.7001941592036013,0.7126149902227683,0.7048326767181959,0.6866694273551577,0.7341320451801342,0.7196724264408823
245,1541,1555,0.6640279845395608,0.7353681066002516,0.7278526446130772,0.713952896581961,0.7482009891132977,0.7259185205437315,0.7345299360870206,0.7090734777840797,0.7528973875253073,0.7155547475240674,0.6960744915117117,0.7452854635510425,0.7328981299779904
246,1558,1514,0.6544472287931224,0.7605922766395243,0.7602731439801054,0.7395539428063793,0.7710907737270755,0.7631847366011059,0.7647588119695887,0.7390665464379057,0.7750048677704988,0.7114792276308273,0.6863783874819069,0.7347339976561423,0.7251963194850845
247,1547,1529,0.6584426126502224,0.7251579715097506,0.7065249540423141,0.7048313275809038,0.7230671624284264,0.7190354249158593,0.7152624640535901,0.7148742199239984,0.7311045654886869,0.6861825716854746,0.6587619790892199,0.708585030965136,0.7013458682438375
248,1538,1532,0.6572323670910392,0.6952508967373964,0.6905161085618915,0.6894293886197539,0.7051007329694408,0.7010453646359761,0.7030330380835408,0.6976348777400404,0.7172492247060734,0.7090596586153047,0.6913881083296651,0.7310013439087829,0.7194264885191262
249,1530,1503,0.6761265150816489,0.7963311238073615,0.7850464690964496,0.7487975570225477,0.8058277530587108,0.7878234201911205,0.7939498836386975,0.744996526836409,0.811032041419155,0.7598210034652596,0.7229510926706908,0.7755155777366506,0.7614209278919906
250,1555,1530,0.664098114809427,0.7323267034914369,0.7228711798109839,0.7037196809558992,0.7335817379916586,0.7338678878065604,0.7284515765958035,0.7094746424082266,0.7379348198788844,0.6996601541483489,0.6913030738135126,0.7158775356334438,0.7150179776175198
251,1539,1518,0.6579084678920588,0.7112306260878115,0.6971835817999111,0.7019597625317061,0.7099892113648958,0.7208063158332614,0.7107038890605308,0.7150323003103342,0.7229922707114229,0.6991410656511149,0.6833421024932687,0.7155525864599834,0.7195129667159779
252,1550,1517,0.667979220734808,0.7274519363382796,0.7235545421581783,0.7161505533760242,0.7308129897402028,0.7387771052771782,0.7329458603000639,0.7205104343871985,0.7396080490698982,0.7104659936281718,0.6962683989531759,0.7413862018771515,0.7311463081066076
253,1578,1509,0.6554422353847004,0.7019588984545151,0.6801456228414362,0.6925201977465919,0.7007534798323121,0.7002330930514131,0.6894905326479424,0.6951510687914687,0.7088723905151305,0.6926080074286823,0.6557599464648857,0.6963693997004385,0.6799538679471469
254,1499,1516,0.6714633464055791,0.7333749524373092,0.7345150231488751,0.7153478268549015,0.7488674920227001,0.7339390960089979,0.7462101215056824,0.7202210989946676,0.7611898620888095,0.7446173286713589,0.7043126601512304,0.7475488922705414,0.7303835447788837
255,1531,1512,0.6582163971056151,0.7255819429160236,0.7170082381252381,0.6980401249819049,0.7322921261000133,0.7287121316105806,0.7243157285579384,0.6999039063454217,0.7359543541657868,0.7242006219436526,0.7031598998968936,0.7431437795888624,0.7303023498976565
256,1530,1542,0.6660765042803604,0.7034604517166825,0.6915010336620242,0.704831387637938,0.7021188648412431,0.7033992761400583,0.6931640584392195,0.6999187578419037,0.7032306495091408,0.671624898420219,0.6503099110550831,0.6846549679514183,0.6772440832581502
257,1559,1549,0.6645893074242204,0.7022003046806303,0.6942786993888229,0.6987009781622896,0.7101510889091709,0.6938763534831889,0.7021183401516241,0.7060358667646489,0.7181467689016289,0.6904582784897414,0.6703779600792648,0.7181156073692367,0.6968358899053669
258,1573,1484,0.6573445723720547,0.7068839505984443,0.7029380331081191,0.6962200669609088,0.7162382181976378,0.7028040988214515,0.710392533481839,0.6991901095517006,0.7217230091948175,0.6888341186947086,0.6662355540067969,0.7236564792381606,0.7127115575393492
259,1599,1508,0.6655968258802387,0.7478587884905148,0.7452725204385393,0.7227391863500209,0.7547637585007121,0.7488653713658091,0.752823263524227,0.7292659342829513,0.7623012253683795,0.73763239829036,0.7120077368937796,0.7472895120672429,0.7579535512719914
260,1550,1540,0.6614708663727735,0.7061899238338043,0.7033268596695488,0.6981358002253139,0.7199803454506434,0.7096974071779346,0.7149939725240333,0.6997052933225582,0.729816660342226,0.6992247493824635,0.661518796419779,0.7010359145494529,0.7001294030865107
261,1533,1535,0.6572590275143292,0.7255284732838392,0.7124556355895585,0.715004440702856,0.7251309591267884,0.7299680743830718,0.7251363836812097,0.7169469039356716,0.7346867708928285,0.6984388608308195,0.6756363778776688,0.7166834914031015,0.7098637197359956
262,1580,1529,0.6627804595621517,0.7359097867590115,0.728351434356652,0.7122570411544173,0.744510856692976,0.724576536566974,0.7253508952292225,0.7103403366774739,0.7409782343678485,0.701443742309106,0.6813421587271121,0.7207731802339776,0.7186026115936298
263,1536,1549,0.6556897756549117,0.6942506321123932,0.6924385561556456,0.6906949132442238,0.7034717365114522,0.7018541716851129,0.7050801855492425,0.7017321793893538,0.7149888195376697,0.6981299252854251,0.6870477368505391,0.7174577652993132,0.7091347737283402
264,1585,1542,0.6601974897972361,0.7055860819043878,0.6938477002818438,0.6956302802800797,0.705559313357914,0.7080850058560357,0.7064876315997223,0.7062881974768817,0.7166262465706633,0.6889798504817453,0.6643092060673783,0.6952726814514494,0.6918178417401691
265,1577,1530,0.6680552390562675,0.7418751280730125,0.7298589304315077,0.7214703276516233,0.7446882859521539,0.7389504862489336,0.7351164517815746,0.7240411854033352,0.749154140142767,0.7182001636658977,0.7040502214817443,0.7480474855394952,0.7337396459356709
266,1576,1501,0.654485611379996,0.6889726951859807,0.6915784801988564,0.6807914961046247,0.7055092582164035,0.6978510609444949,0.7063993326551853,0.6906877649746314,0.7204777634986241,0.6854785578055431,0.6644549184360006,0.7152326871474299,0.6998612764395508
267,1550,1517,0.6527469859234487,0.6927811418968757,0.6776813529860635,0.6811057273787291,0.6957986832325249,0.7008778529899581,0.7013452375095152,0.6932080749592608,0.7169018997381101,0.727966357382152,0.6957162444912178,0.7425221383057973,0.72909629199605
268,1564,1536,0.6519819741597783,0.706509768035167,0.6933560363792622,0.6866703052004878,0.7122565116704426,0.7086481575142581,0.7069469753381052,0.6945930745433735,0.7236489382450345,0.7069243255837976,0.6684044699311702,0.7160592423656342,0.707386354234646
269,1557,1530,0.6544023687876778,0.7394302457367699,0.7308227209521795,0.7127563101135029,0.7481562650981565,0.7291170092847593,0.7294263197403165,0.7160647727159052,0.7458761349680595,0.7052111620878407,0.6758713868213716,0.7205727637003447,0.7129707525035859
270,1578,1547,0.664704522417574,0.7474630459358541,0.7439522155212964,0.7168917403904238,0.7546893287501738,0.7467211643504136,0.7481936863517866,0.7143593317209177,0.7569865255104578,0.7428083996716346,0.7086694908285401,0.7512399525990039,0.7420002165582947
271,1568,1502,0.666696267991788,0.7354303147804314,0.7150370907322771,0.7215180778953154,0.7309191304332929,0.7234366767554956,0.7145581890367319,0.7147300705769501,0.7272118998481436,0.7287331233605957,0.687768256607116,0.7168016525307817,0.7159231239711406
272,1558,1480,0.671592340912057,0.7149357251973596,0.7048948019657104,0.7058801634939776,0.7241060460003304,0.7119029029650285,0.7142166977182366,0.707688225910251,0.7342520633729943,0.7272534913681415,0.7141886544193757,0.7491062866194894,0.7336481237312862
273,1563,1518,0.6649439252268321,0.7399550224096637,0.733442286408652,0.7232682529304958,0.7461773885667254,0.7323906271463013,0.7423263031235027,0.7291178991306226,0.7527372293980045,0.7202015628582643,0.6801922806640506,0.7291467054612143,0.7228640251581437
274,1571,1533,0.6606455128925479,0.7079696225904617,0.697818492143949,0.6952447916255574,0.7154291126370085,0.6979881985484376,0.7031802857931023,0.6984109622334926,0.7183095907768422,0.7063661878152457,0.6610593019302259,0.7215835937893591,0.7119384657057175
275,1569,1511,0.6727566793896491,0.744503822329514,0.7377820148428362,0.7234957251996257,0.7606588068194747,0.7177668397090007,0.7316202506696067,0.715166871125686,0.7533365841360338,0.7096534482976428,0.6737966509934051,0.7043654371165332,0.6951454111320936
276,1567,1524,0.6643774634490673,0.7049862424580289,0.6918030526348062,0.698212828137212,0.7079994435785857,0.7070458672175185,0.704171660408125,0.6985130218921995,0.7204031318624528,0.6985480902261825,0.6687745820030517,0.7178350699022923,0.7049863736991732
277,1571,1516,0.6661962169355111,0.7224053093620114,0.7125001988996086,0.7249925921827032,0.7271710002339741,0.7213532069986562,0.719158614250547,0.7221689062141047,0.7332435957633634,0.7166539378039819,0.7033182272887745,0.7226667531837633,0.7226446402181965
278,1582,1494,0.6589003077518182,0.737225102078136,0.7114637607836221,0.7089309720175349,0.7339054197525153,0.73184492302411,0.7198745683016156,0.7140290014231866,0.7426536610039244,0.7248192742412618,0.6719668481364347,0.7197927273840142,0.7180814855191768
279,1561,1532,0.6716123696609285,0.7240231635193617,0.7088812637841214,0.7237569097612403,0.7257460111529097,0.7123860627502774,0.7090265496828932,0.714433623113263,0.7224792932870037,0.684282214023117,0.6687324443907288,0.6896209067202623,0.6922148911080086
280,1566,1507,0.6749677392842636,0.7055776173811573,0.7053932351137766,0.7079844736105828,0.7278895321735187,0.6991937102719219,0.7105220255328473,0.697605016577703,0.7315584927280648,0.7175124724643,0.6743038724709427,0.7204205341057092,0.7078558772987862
281,1572,1478,0.6713995747824393,0.7099073714320783,0.6961377853452904,0.7018907049745717,0.7075283369514217,0.7044193024540141,0.7021137972017497,0.6981237642272248,0.7120225639153512,0.6946233110727422,0.6688108966732168,0.7072958077024307,0.6970553759157224
282,1599,1494,0.6658716002765063,0.7225820344497538,0.7137843495501487,0.707625864510937,0.7242390256219747,0.7144485718557849,0.7111664165830586,0.6978253157939618,0.7185516614913253,0.6838778286215009,0.6592417267742802,0.7087838838305238,0.7014581380813821
283,1567,1510,0.6633154963664222,0.7401603135929687,0.7366033496341512,0.7230534474162228,0.7540756973514585,0.732047893489513,0.7406997869206389,0.7213406059438884,0.7582326947968778,0.7050278555289036,0.697597832853742,0.7352747517650199,0.7266015617432536
284,1564,1517,0.665037905252476,0.7326108966778815,0.728953666453506,0.7173659792240803,0.7383366426760507,0.7421295625532537,0.7437160886689812,0.727613335548617,0.7527821410286719,0.7537697804519912,0.7245013010035658,0.7632711508505838,0.7545809309750394
285,1595,1470,0.6520161041814984,0.705749887859075,0.6844884499351186,0.6834087299900871,0.695539169393853,0.7156575749393945,0.7043816129195308,0.7020336727604188,0.7140469268375597,0.6726243381566968,0.6543564673363097,0.6840801999524765,0.6802334472794324
286,1589,1495,0.6726470000673186,0.7262174578586802,0.7278450732262866,0.7174640863933429,0.7412438089731758,0.7242376188999939,0.7445341468064778,0.7242569771502504,0.7547235597946875,0.7383744745293334,0.7121757720789066,0.7496854243309509,0.743975051480305
287,1590,1466,0.6534728122048032,0.7212936782456411,0.7141865237849558,0.7151964376837658,0.7313074906720424,0.7199807703167649,0.7205400482138449,0.7152941728768321,0.7346777174736961,0.7008045015879909,0.6683351920918956,0.7270628876943175,0.7143086235702798
288,1543,1514,0.663686340427234,0.7172873737976356,0.709143573351586,0.6990274191842298,0.7174965921085353,0.7282915199125275,0.7250524938757121,0.7142526563485728,0.7344794304116714,0.714483795199892,0.6955776507907564,0.7260315788829556,0.7121944924710989
289,1597,1489,0.6586667992149132,0.738130701675922,0.7250483675670913,0.711920600592064,0.741204399750609,0.7367924292140218,0.7318386236259075,0.7136146978749286,0.7473978923535946,0.700565456191251,0.6805614593492975,0.7162999955077972,0.7170169476936806
290,1588,1497,0.6493710352130438,0.6848276325122081,0.6658768965206499,0.674553308684376,0.6810814665726872,0.6886342943573613,0.6789752569192019,0.6885575780893268,0.6933284815779392,0.6776269290258048,0.6545588284808508,0.7199939934120965,0.7086758183336394
291,1575,1534,0.6582037507759121,0.737747489983822,0.7217476898016014,0.7206538844258417,0.7368184233080515,0.7353365837696009,0.7367739868987293,0.7309355938843782,0.7505661584631151,0.6984428392526119,0.6817069588224952,0.7233520502290288,0.7265366492135729
292,1559,1528,0.655230105925052,0.6838329951739952,0.6695950337607436,0.6817014937481836,0.6838109782572075,0.6861857122303953,0.6789226025538055,0.6839923038226029,0.6929672177614209,0.6772681075815975,0.6617733712370283,0.7131089578982641,0.6961469883613736
293,1554,1552,0.6643433887334322,0.7153879928311965,0.700555985184998,0.6911199238640221,0.7190461587978827,0.7174518499111808,0.7092019708221404,0.6976257937534708,0.7275437557933945,0.7067316849348708,0.6779583296658124,0.7095664862017229,0.7056620345411365
294,1583,1524,0.6643899452555421,0.7270479275357558,0.7077558003150677,0.7135324183831163,0.7268770993732796,0.7101729421474275,0.7130558141570524,0.7122271577331015,0.7289658608458672,0.6871784394501324,0.6724384803815643,0.7138550615026014,0.71008457341266
295,1524,1542,0.6626429005640344,0.7813551744494152,0.7632515073355198,0.7352986424660617,0.7786210387993129,0.7704206297198809,0.7651315980946871,0.7355854667681501,0.7790858946736076,0.7355079966560321,0.7062329016045176,0.7354836733182998,0.7333218920960269
296,1545,1528,0.6576709088167568,0.7432484204586081,0.7219567704700952,0.7240627263836963,0.742424411861278,0.7335071385974637,0.719849419068249,0.7179814287400731,0.7388258494782957,0.7189616895402426,0.6737250104699247,0.7207267514076,0.7069088141364168
297,1591,1484,0.663428049767125,0.7162333790334912,0.7013748776495699,0.7154604576693526,0.7174302014228573,0.7048158672892931,0.6984219100315844,0.7073898466013858,0.7124130301173157,0.6701626411917884,0.6581611442738299,0.6992780941353792,0.6882793370929766
298,1551,1523,0.6606339743002883,0.7250860957956449,0.7113668279594574,0.6947169398170037,0.7300328201549976,0.7212681480138617,0.7183286107224212,0.6983195996210153,0.7363297282596991,0.7306586256012209,0.6981588454465926,0.732368634832396,0.718760633908937
299,1529,1545,0.6677889433770737,0.7165188950532348,0.6982182312240455,0.7041158881043805,0.7204470971916759,0.706178969268139,0.7017838545150326,0.6959605790469691,0.7225410695460036,0.6947830091735508,0.6618254029552514,0.702520444744604,0.6945195423986243
300,1574,1506,0.6600037742001071,0.7199110456419849,0.7000034864928626,0.7052321162470173,0.7172042780828906,0.7188380169813561,0.7054705914216763,0.7029971512306695,0.7204171500662526,0.7079137739272959,0.6609578375765923,0.7064874853438423,0.6922148843542123
301,1550,1536,0.6517082023483054,0.7015233549314054,0.7023387829416089,0.703607623247365,0.7164742704011614,0.709840801718404,0.7169885848334255,0.7114982336513519,0.7295509996817042,0.6920457478253056,0.677735418181137,0.7317603644663957,0.713052694564133
302,1526,1552,0.6638989912281764,0.7116215391794763,0.7031674251707845,0.6909303771924873,0.7143698348914221,0.7151534738264415,0.7042886233407486,0.6914450393549821,0.7145936960773381,0.6919484835337459,0.6771522627563711,0.689847683563413,0.6881765249178221
303,1622,1474,0.6620510680111166,0.7095064250539561,0.7089734324653469,0.7076557334183871,0.7209137263168663,0.7183810621211072,0.7273040003036395,0.7130449616906966,0.7375952090737681,0.6841968933134627,0.6654647285797191,0.7174220335022286,0.6983317564454894
304,1576,1522,0.6584755767960709,0.6889149506961728,0.679878968449408,0.6868546919997097,0.6958627790996349,0.6871508098602209,0.6872528566059087,0.6887105902703353,0.701950603255477,0.6883036843192301,0.662086659929954,0.6919635643574621,0.6780703473775889
305,1591,1488,0.6605477642320282,0.7382999763460623,0.7207852914668145,0.7172365095301778,0.7323936834374055,0.7401076765077185,0.7258892613890519,0.7242482563158209,0.736290336585478,0.7082955665026754,0.6906595692411482,0.7224473873061937,0.7093140503640598
306,1572,1502,0.6627735717412759,0.7196245344608608,0.7225533434918117,0.7027792607451113,0.7344073317615437,0.7223196527548796,0.7351167999094724,0.708534644301916,0.7467235243040635,0.7312097426790818,0.7163640147303552,0.742187931994166,0.7249821718179033
307,1565,1504,0.6662205265761454,0.7052360893598199,0.6873672603542481,0.6943585192807158,0.7040267707954417,0.694559401775699,0.6958812588172993,0.7014772389879579,0.7109964057636324,0.6845226541108888,0.6831636279623674,0.7271608891480054,0.7169276821450418
308,1603,1494,0.6579178296233541,0.7218059496402135,0.7121031103441746,0.6967588022431561,0.7324628683575888,0.7207304499617674,0.7318201866719769,0.711167633154881,0.7519768882245221,0.7285777008500742,0.6859156836392999,0.7394586647507853,0.728256320397853
309,1566,1514,0.6550871444761267,0.7157324807609381,0.6996750127396598,0.6950020089207807,0.7129364548084938,0.7158675158334716,0.7101245599800555,0.7070317093282859,0.7205502421465179,0.6829095813216917,0.6604605118549964,0.689884710781928,0.6824545767466993
310,1560,1490,0.6588066641233318,0.6916074867056947,0.6956671233442558,0.6759632652301713,0.7050597527480806,0.7026221824439975,0.7090016436829623,0.6836100592262031,0.7177055675873152,0.6841039092766057,0.6643749360227297,0.7151110899163396,0.6980569580998552
311,1560,1535,0.6607038762114521,0.7250340736850512,0.7253037968630783,0.7066239142123999,0.7386798619741523,0.7241825990174622,0.7312664379418587,0.7107016072835962,0.7437616670946918,0.7006604840726899,0.6784209902407333,0.7258300210856214,0.7094649508369144
312,1546,1546,0.6650939433233511,0.7590224232465602,0.7494404539356003,0.7337912940526851,0.7634249176433653,0.7483304857832547,0.7472964449751847,0.730117438996758,0.7611528652612161,0.7299586476780863,0.6937956753983135,0.7367075929731478,0.7175636573673501
313,1568,1540,0.6558880249651892,0.7085572981298256,0.6913881269720484,0.6937838882014447,0.7086401621118987,0.7188727517647271,0.7212960802393883,0.7159663680922296,0.7364514337350848,0.7194395431678346,0.7099049582227375,0.7562671245101082,0.7445976314250644
314,1540,1541,0.6650639028224642,0.7553542420451211,0.7564712648672991,0.7195114045389803,0.7655317070591027,0.758191671938045,0.7619951834649252,0.7216737948460666,0.768986132379495,0.7111482083743433,0.6874532207130858,0.7303980718650258,0.7160119297676685
315,1548,1493,0.6602797299516024,0.6950013190703005,0.6980918977653853,0.6940924802996029,0.7082345937126462,0.7099689442868514,0.7123752621180576,0.7028381092852874,0.7200839559782368,0.7109285060891894,0.6724684891023665,0.7247864252376695,0.7079654909762437
316,1577,1486,0.6439423453408989,0.6989556543872428,0.6951952402568086,0.6979929155796801,0.7109110788664006,0.7153188738044504,0.7199509513795305,0.7221008671204582,0.7355652271601675,0.6877724592301442,0.6632102541978192,0.7187224863893269,0.7168617410842311
317,1569,1525,0.6547910427944954,0.7142673483273235,0.7110193492578544,0.6932011445975006,0.7197558509071055,0.7222347455739518,0.7185851249013163,0.7031039629204291,0.7265897405891171,0.6925009911899421,0.6876535528114804,0.7245836288906047,0.7196309948005936
318,1558,1518,0.6637505744061077,0.7208981576990409,0.7285866620639917,0.7006241563065027,0.7337707560795431,0.7219269249571353,0.7398793212683821,0.7031949853611396,0.7403050402380399,0.6932078561918722,0.6848977506381088,0.7224977476910917,0.7131978921388338
319,1518,1546,0.6629103103487135,0.7168299526609598,0.7129060439455466,0.7067595796704328,0.7270827091159666,0.7142188814335632,0.7235556199904299,0.7115510552482166,0.7366670874513914,0.7129631759077038,0.6905988182716033,0.717011951002518,0.7140937610795299
320,1603,1476,0.6706092526272257,0.7133044528193557,0.6962257517725368,0.704592957492697,0.7204767919901023,0.6969658521722487,0.7007039826392812,0.7021193137176093,0.7218237253295873,0.7089140164130487,0.6934273481618484,0.7362345733207555,0.7149556965753302
321,1572,1503,0.6606569100152546,0.7038162544126548,0.7031645713834251,0.6885660170898372,0.7148115420948568,0.7044204859055186,0.7165577531921417,0.697897844186436,0.7253641952591114,0.7005530473226212,0.6831380393132381,0.7250917916397369,0.721046612751342
