replicate,dev_boot_n,eval_boot_n,P0,ridge::H_D_B_A,ridge::H_D_B_M_P_C_A_K,ridge::H_D,ridge::H_D_B_M_P_C_A,ridge::D_A_K,ridge::D_B_M_P_C_A_K,ridge::D_B,ridge::D_B_M_P_C_A,hgb::H_D_M_P_A,hgb::H_D_B_M_P_C_A_K,hgb::D_M_P_A_K,hgb::D_B_M_P_C_A_K
100,1590,1483,0.6557915085950475,0.7183720521735382,0.7128022344539429,0.7039268983825541,0.7251306123037752,0.7167420272499496,0.7211685482716456,0.7156498423397074,0.7329489725560049,0.6923564685949984,0.6774243286160004,0.721117856570058,0.7194335367793697
101,1557,1542,0.6664186047863255,0.7107663735185297,0.7041638616791138,0.7092639535322832,0.713773548365587,0.7112234758071403,0.7071446635206693,0.7075071237312768,0.7145548157626462,0.7003777696441302,0.679251349873388,0.7096257036435893,0.7096367721202517
102,1592,1501,0.6430208563723642,0.7079879705533316,0.7019303822643358,0.6815293639293255,0.7113333288596454,0.7134389285564768,0.7184741752715407,0.6958369037862508,0.7260545848576054,0.6793607757677605,0.6671887484397155,0.714343522652059,0.7107327290705404
103,1568,1482,0.652473307372894,0.6765329635429165,0.6726380873948479,0.6843519052520247,0.6866205506845374,0.6854220428414177,0.687767217305261,0.6931056348875841,0.7008452224507151,0.6900836773362982,0.6633563884207934,0.7336442778631674,0.7041426660512149
104,1609,1504,0.6576508555888764,0.7115375369239592,0.7069962613291169,0.7075328479427274,0.7226083960258475,0.7127841382977127,0.7238221596918142,0.7208695337856897,0.7383496536335996,0.7040109326059485,0.6770652650243864,0.7213520885235396,0.7091188210524757
105,1592,1465,0.662415582506693,0.7069941736652032,0.705120414160108,0.6903974155709599,0.7113570513095753,0.709671953203623,0.7114129356986963,0.702123395846202,0.7195310622019209,0.675917382322907,0.6790741592146552,0.7165473938421231,0.706867021261305
106,1586,1534,0.6655352877298648,0.7016980222993077,0.6956172848654161,0.6959344255338658,0.7044835988437237,0.7076274860782084,0.7067853236477828,0.6949948089961332,0.7139491530842526,0.6951116515215617,0.6826026108260371,0.71969879656533,0.7172066124649448
107,1595,1499,0.6664367089678728,0.7229409957152693,0.7191092555546955,0.7128151695672297,0.7350208717372637,0.7192403176226202,0.7233358593555504,0.7099060414481954,0.7370472422420652,0.7401721172323668,0.7051677662101236,0.741101683515373,0.7261854370453511
108,1548,1501,0.6550682284141534,0.6752462493538262,0.6609653165369853,0.6692408399968647,0.6735990402728727,0.6818801454393786,0.6827902162668392,0.688989808184777,0.6940562115982836,0.6882380436934811,0.6788403272044174,0.7160036505326223,0.7117832547863238
109,1525,1555,0.6698237471105862,0.718262286751065,0.7250315425770618,0.7093044271662452,0.7341812681234736,0.7150635498210545,0.7209611613865496,0.7071010070589852,0.7295641711346993,0.7304454665690981,0.7049770062976932,0.7397457801650767,0.7416717398134787
110,1555,1513,0.6557632580290456,0.7273619895951283,0.7211447555191776,0.7175311330712025,0.7382008258943299,0.7295302098791223,0.7349241985764526,0.7254396002189246,0.7487795769502257,0.6840377542840229,0.6614874789501667,0.7001900085348144,0.7006364754569259
111,1546,1501,0.6557161085102333,0.6937276107418326,0.6795429301153636,0.6861502269131388,0.6932638597104478,0.6990624450190938,0.6944198804590458,0.6982614264016309,0.7093103500626449,0.6698751515921251,0.6633397695585576,0.6819910974732555,0.6854440566993247
112,1547,1509,0.6628245377521195,0.7327812396854049,0.7204629378202642,0.7105822029103653,0.7341374266685711,0.7416833293297809,0.7395928793542885,0.7251121672340766,0.7520363491881057,0.7089498468269025,0.690129452158492,0.7163829544502595,0.7217300327123986
113,1594,1506,0.6539705462604833,0.7133438131782557,0.705484649179431,0.7068783291646037,0.7150310611600849,0.7224948329829964,0.7174904715620383,0.7073952939510123,0.7265327809632983,0.6963563204482631,0.6653291496406459,0.708004571489189,0.681854879781866
114,1540,1508,0.6551246658686861,0.7111281465090069,0.7071124159117341,0.6900547888993004,0.7174856685828434,0.7218647801916108,0.7238227629872935,0.7020741900347865,0.7343848517931431,0.7202438488352789,0.7026353379169583,0.7260247975597339,0.7356379690629726
115,1577,1501,0.6685714904032382,0.7361319020294056,0.7225406452555901,0.7314667900309297,0.7438459795534363,0.7145860008623339,0.7244499383485422,0.7313783565076759,0.7433839990158648,0.6890663555562372,0.6805478762657352,0.7043126613707446,0.702595288096468
116,1551,1553,0.6626146433412419,0.7205585705280753,0.7182463809547799,0.7023771217743616,0.7317438824443909,0.7182306575099157,0.7285106179409248,0.7070620375930045,0.7407699969932796,0.713668876366677,0.6922177836381566,0.7436135404137368,0.7293750499156353
117,1568,1515,0.6617488391181441,0.7168821998529372,0.7079930881760138,0.7112376721130795,0.7250511313661013,0.7248019462769444,0.7248812860008469,0.7217237174811911,0.7427077566399685,0.6959464828421951,0.6835848640441456,0.712278253906911,0.7066212398054265
118,1571,1526,0.6618193153059403,0.754044988792295,0.740265392165455,0.7117034804590634,0.7631763905483518,0.7424017879540372,0.7495164950413943,0.7136655952349494,0.7710465621324485,0.7089780015249805,0.6921317146723945,0.7240589561252911,0.7187174323246207
119,1597,1500,0.6559557672563774,0.7082790393573819,0.7127136430432002,0.7100561056678163,0.7230944581608942,0.7106024770329862,0.7099878638660878,0.7074457937295383,0.7177917362329902,0.6897269762400204,0.6713762131552973,0.7203951119297098,0.7015049011386972
120,1549,1538,0.6685913593086279,0.7097961234707881,0.7055617187195024,0.6928648422209581,0.7134856424111219,0.7106194115664002,0.7122311207498737,0.6954546718661945,0.7179192367282545,0.7006824200500654,0.6729606059258673,0.7187723315726677,0.7039902044352523
121,1602,1491,0.6606372467388535,0.7251978397098074,0.7140333251585108,0.7142350026222914,0.730320918839064,0.7257845568779024,0.724452689732113,0.7158355996235082,0.741753728228507,0.7267777737768849,0.7010439763528934,0.7404521767473345,0.7248915467631065
122,1569,1524,0.6553359223101919,0.7269646977023045,0.6989006297805124,0.6975365648455478,0.7239080856801452,0.7113158822120675,0.7019383027452883,0.7005837766292679,0.7272054177509475,0.7092986147220759,0.6804174993259006,0.7156761490914905,0.6965710259954542
123,1555,1532,0.6645892681236506,0.7302278165755126,0.7248125392163808,0.7199687725789858,0.7441144654081059,0.726043060092982,0.7370646084240515,0.7254796774004585,0.7557858678832068,0.7232990053919081,0.6810236952530836,0.7224299652371512,0.7132719003032402
124,1559,1521,0.6679258574770397,0.717620347582323,0.7167511590346345,0.7052810009512165,0.7304733538760949,0.716905998141957,0.7248934598700162,0.7069107600832171,0.7373490866745767,0.7062129059529689,0.6988242183305793,0.7182075383516409,0.7179359802788728
125,1633,1462,0.6611008480422228,0.766272145821395,0.7417542581197326,0.725830143843178,0.7613979607511551,0.7504054292619567,0.7415812292674668,0.7168787391422103,0.760644013693547,0.715542527016176,0.6782692061244002,0.7207944489380872,0.714340554165087
126,1566,1510,0.6685723717700891,0.7517520290043426,0.7212543782645723,0.7407264130073069,0.749131206716627,0.7280871291902697,0.727116718604982,0.7343929529246841,0.7540224115631203,0.7115197622340019,0.6935878541067985,0.7397824674243795,0.719507694749064
127,1591,1513,0.66483780064677,0.7411554241466287,0.7274873927622595,0.7266634987503977,0.7477411912899208,0.7293835586885792,0.7354974414456988,0.7305735183120189,0.7533409056600023,0.7240389891417942,0.6894345482097781,0.7256707236305535,0.7269040248709966
128,1571,1531,0.6547588241546876,0.7023492999563073,0.6961848316637111,0.6964512718642953,0.7063280382407574,0.7115345021846537,0.7103305431191984,0.7065411673303473,0.7199775815341841,0.6690016578159947,0.6543138545547095,0.7049816556380706,0.6903830819743676
129,1588,1513,0.6617038002158586,0.7044691090685078,0.6903496886504105,0.6995151836104231,0.7048751286634029,0.6983193522690357,0.6966504618368358,0.7054232805868934,0.7115736257878734,0.701881301651818,0.6697947525055713,0.7100415325251445,0.6939621154846126
130,1546,1585,0.6624202082930228,0.7304223414804638,0.7296618588247519,0.703692791156527,0.7474934929991499,0.7220696223115683,0.7408337437336135,0.7134330244559638,0.756983013079265,0.7205846396772201,0.6842380818390938,0.727220105812089,0.723618735215022
131,1580,1520,0.6478940545444387,0.718368677263933,0.711271199515484,0.7075625217691384,0.7255133016354286,0.7337072576352102,0.7355588126679095,0.7252563747812831,0.7468488959372361,0.7011787812706695,0.6682746013401182,0.7267577981343157,0.7116299513788935
132,1571,1511,0.6580933005273945,0.7284773108189849,0.7220031665379185,0.7131726833430112,0.7337089541313576,0.734026703431151,0.7326171140802771,0.7117627186235718,0.7415109723790088,0.7143722057720133,0.7078886228226468,0.749178604136651,0.7274864726643252
133,1570,1493,0.6625602191438558,0.7078712269416522,0.7090753603931298,0.7006587515387677,0.7144900782881183,0.7211497200079896,0.7190771362188482,0.7066079967728846,0.7243996600395927,0.7005749439933847,0.6781638311786323,0.7156773976273437,0.705998109668536
134,1591,1500,0.6645932910103175,0.7434336371680872,0.7348314037991759,0.7366371138911436,0.7522844912301773,0.7381922716969452,0.7399546724168337,0.7363426247991459,0.7556126550224923,0.7404353215919712,0.6927666448464742,0.7472040072591054,0.7347022040245623
135,1579,1481,0.6670825124143215,0.7145421459985051,0.700883062310831,0.6974114426302083,0.721353467096979,0.6991444542510292,0.7049524604807853,0.6945331352944769,0.7253900046916276,0.7059069660560733,0.6817443859620523,0.6925044028561187,0.6896084521341762
136,1571,1524,0.6666668247375543,0.7160292698085295,0.7139009656127955,0.6973955684933487,0.7248099422447623,0.7031556263037738,0.7134243276596743,0.6972020735048614,0.7215076238871626,0.6997532322624139,0.6745836421600895,0.7110684016282159,0.7001847883230624
137,1540,1531,0.6515046698994867,0.7311191813865893,0.7292450541131692,0.7184535912194078,0.7404475715227116,0.7422708929748507,0.7411895640187584,0.7258880677120033,0.7536987620726511,0.6959678083653164,0.6718124883999115,0.7208057709403192,0.7068241608101037
138,1579,1449,0.6562140241927797,0.7050274049484283,0.7153811819909771,0.6948750032283535,0.7239950661129677,0.7135849701052039,0.7234257096549895,0.702041437274316,0.7298544239755511,0.7237435286028436,0.700802793136496,0.721075586648069,0.7241901154949212
139,1549,1532,0.6605878911128238,0.7240168713252124,0.7087661349717946,0.7128855442905642,0.7277641647193085,0.7219220961237621,0.7170981217198436,0.7126046906638085,0.735931541483857,0.7065016833749256,0.6701698530087756,0.720577578575043,0.6987958139191505
140,1544,1503,0.6587946518226468,0.7071331815015576,0.7139306236381856,0.7032834809570163,0.7285038197341221,0.7084093563090399,0.7240206206842148,0.7065612541136752,0.7377473097821562,0.7076145907145033,0.6873807147159606,0.7210128442979187,0.7071519856719871
141,1583,1479,0.6673495964441528,0.7283693659697975,0.7223037408954207,0.7044509339052183,0.7322600965493792,0.7312713569939795,0.7276753801872072,0.7005534479440741,0.7376413432619245,0.7213314485845306,0.7112696427463827,0.7338020815746418,0.7348105882264396
142,1556,1523,0.6613896222138028,0.7320761142901417,0.7207469430524518,0.7058371416477358,0.7328670948542961,0.7279475104801054,0.7221020602461994,0.7037062926833593,0.7334825667058396,0.7048998945508803,0.6798356526904571,0.7058974983690296,0.6983634913057974
143,1591,1488,0.6635552707424455,0.6888067356581702,0.6766658463751136,0.6779908148132611,0.6927482511709193,0.6943609953164757,0.6933852265526645,0.6866140434847434,0.7092004435605973,0.7015310551969994,0.6780162623029578,0.7050326088035264,0.7040754790510513
144,1595,1522,0.6606468222242405,0.7137638142140218,0.6996372821028849,0.7055508851818534,0.7093912114864276,0.707293048280104,0.7037228053736334,0.7048023039500418,0.7122912681814538,0.7022493206168403,0.6749454472077872,0.6885162077436491,0.6818681568181014
145,1549,1515,0.6652070579487738,0.729920198557062,0.7181141303529085,0.7103314645058868,0.7312422217319581,0.7336828045432199,0.7343465605030105,0.7177753678810481,0.7473434882382811,0.7167045593579358,0.6812951961483609,0.7241030189807452,0.7170093993600144
146,1567,1549,0.6661561248824786,0.7374086447148283,0.7243103463768097,0.7315994484532488,0.7419949417632691,0.7213262623157731,0.723178462320431,0.7244681541486131,0.7415042874671456,0.6851548132121398,0.6711076322023125,0.704667849427186,0.7018759507246215
147,1530,1519,0.6566077450521306,0.725498101309782,0.7328985617706122,0.7110945652447963,0.7444711355832584,0.7290805936079958,0.7474336722193489,0.719440874172129,0.7589729862821061,0.6996963057528196,0.6820689902553422,0.7260867762001406,0.7060740533791969
148,1547,1555,0.65454419282161,0.7038437386836709,0.6938662374564185,0.6862560426903397,0.7093623269338935,0.7058090269804098,0.7030207268043738,0.6927187338281998,0.7180079325890243,0.680444211927749,0.6641501931031233,0.7115306955415279,0.7058608801692636
149,1575,1520,0.6597590907844549,0.6967336959997517,0.701699819639363,0.6849940903565994,0.706831319979459,0.7007849159728232,0.7076998492367303,0.687287674236382,0.7113067776217048,0.6984913662399517,0.6860256893556189,0.7083575809873403,0.7059583925090587
150,1594,1498,0.6589937951093069,0.6815377304035393,0.6641440051043048,0.6762305293095436,0.6818209527937739,0.6856185526417642,0.6810028182330138,0.687750127498127,0.6986864950487096,0.6834814627301922,0.6769566516179183,0.7037201363214667,0.6976624139364528
151,1536,1528,0.6654885210278713,0.7354759702065192,0.7062803876675279,0.7190056937314969,0.7321221807875763,0.7202379651169365,0.7171237082180776,0.7227366967055843,0.7416444246057887,0.691400897472456,0.668069127830523,0.70227062422388,0.6924282534675286
152,1527,1535,0.6514115598469268,0.6962988850741375,0.7083069605564386,0.6963411131790033,0.7187617014130906,0.7101792587315093,0.7232224271046519,0.7034144031929261,0.7320779520771601,0.7103343756053526,0.6915094356425402,0.7368285869159731,0.7249901655579302
153,1572,1516,0.6661939805946467,0.7538759640641353,0.7416728172989576,0.7385671938687163,0.7619543699694782,0.7377232908393723,0.7345186744767889,0.7274537896616939,0.7526237284129894,0.7260234910638422,0.6870815953313593,0.7261841518638295,0.7090404845785676
154,1555,1522,0.6721645781306158,0.7254209013903641,0.7049440343521644,0.7145446375943293,0.7180391391977935,0.712481282500844,0.7026264454115474,0.7049809085582963,0.7152254371858704,0.6949225102985445,0.6868133360565195,0.7129093006789002,0.7030553355139727
155,1591,1492,0.6681546669187111,0.7100965414666253,0.7013152076549674,0.6985008293232505,0.7151350586108416,0.7002287296786077,0.7069015619605107,0.7028908062041385,0.7195390843316058,0.7076423684029182,0.6894129781671635,0.705018978697061,0.6967608987181421
156,1614,1501,0.660172566483206,0.7049127644626908,0.6893869893026778,0.6864266669871328,0.7052161589764727,0.7011681650121815,0.6991536199038653,0.6950295623967826,0.7136731898832922,0.6848206690486944,0.6748121961618868,0.6908847921943184,0.691814648860986
157,1568,1540,0.6596591249374242,0.7227714497158275,0.7189992516924787,0.6981290500995807,0.7306108472335276,0.7327329722723044,0.7350400845079788,0.7079730059079766,0.7450215096857197,0.7232223007911847,0.688781225148683,0.7247364343326242,0.7111562641920018
158,1560,1500,0.6648334253922357,0.7086940172948547,0.7013073962768323,0.6870438607390121,0.7201728282358223,0.6985777475622595,0.7074726584528149,0.690756621843346,0.7225142379254031,0.7158573939386272,0.6825729965796833,0.711200944068556,0.7026811937719611
159,1517,1540,0.6518250666707986,0.7157566542171111,0.7027884390168511,0.6945755042994645,0.7264358375565793,0.7133102514304914,0.7202749027641699,0.7089619433893005,0.743733598380781,0.7379199192198602,0.7177386063740459,0.7698852101913305,0.7559060588820886
160,1618,1511,0.6608866808155017,0.7014777837058739,0.6801297928560545,0.6966343245669538,0.6991445348111187,0.6906530111474337,0.6878271085904877,0.6996123913089403,0.7046941260521014,0.6805075524081152,0.651494263339325,0.6770665894004726,0.6748984872462828
161,1562,1537,0.6568415536941699,0.6752743594278313,0.6732161881143329,0.6717170630710997,0.6813180636046351,0.687154967637527,0.6840565664469569,0.6738296678727039,0.6919028034307527,0.666970207360832,0.6564129041089791,0.6816055187411991,0.6782995085273227
162,1583,1478,0.6766880335222235,0.745022592965345,0.7443976614939423,0.7174946659390847,0.7571577241098617,0.729364576285656,0.7412713873076251,0.7067636047428849,0.754754942596429,0.7280471012501267,0.7140638792276129,0.7399611923055578,0.7336977958026961
163,1584,1502,0.6643438428115653,0.6993137279277709,0.6916942772592277,0.6831588846090535,0.7028158097075089,0.6997514713511952,0.6998372252981532,0.6873556413651911,0.7086751826433763,0.7105855178120382,0.690454615536224,0.7292123654434373,0.7243772350998412
164,1559,1514,0.6650753616781475,0.7676443376024649,0.7479585439133937,0.7236239328524824,0.7653727734694211,0.7626495719448839,0.7563332402477821,0.7318233052750637,0.7719017722486239,0.711007746987465,0.6819875037020846,0.7273170131259548,0.7273501232445437
165,1575,1540,0.6627561027588296,0.7223681736758781,0.7133891304213353,0.705653609059118,0.7266476361182981,0.7123683132034484,0.7230167764663067,0.7149438274462749,0.7364630823940249,0.7074091364331877,0.6826396097578564,0.729973619797074,0.7172882081471244
166,1552,1565,0.6586484780160919,0.6939706481144766,0.6874708018980388,0.6874341399474323,0.7027556159432572,0.6918447801515821,0.6958993546609178,0.6884105278343058,0.7102745149042528,0.7044897342665326,0.6877902798526344,0.7024982325881839,0.7007683192727088
167,1602,1525,0.6591666568910546,0.7091489601896616,0.6933995937674036,0.7072146876138593,0.7062074889377884,0.719296962501517,0.7073315571940426,0.7118287062898312,0.7193357272970057,0.6781360731435404,0.6632691775610803,0.7271436648518926,0.7227429535322379
168,1589,1515,0.6605361193022481,0.695469525505767,0.6835566564108058,0.696919715364406,0.7003820261600988,0.6961507144822048,0.6928702330147787,0.6961774593645114,0.7090188984556437,0.7051899095417624,0.6822085087065839,0.7124618072004623,0.7001775445804306
169,1593,1500,0.6591271206850141,0.6997479807133234,0.6890697598909031,0.6946525625135604,0.7065785555596257,0.6932122245063099,0.6928318036623541,0.6949091435203549,0.7102237127434602,0.7149657833189519,0.680079025246609,0.7087679029233687,0.7012037667479599
170,1550,1504,0.6558156191981213,0.69478774707364,0.6877593422176351,0.6871006583547148,0.6945646653759388,0.7044434796692745,0.693879691048284,0.6918321245204772,0.698587897707024,0.6882399718277125,0.6896554513563039,0.7001535610162313,0.6988310761793194
171,1598,1483,0.6615061644868212,0.7659806959897417,0.7586336341941072,0.7427411141957792,0.7718703556181771,0.7496717996776439,0.7545229212207885,0.7315208123580289,0.7672452742748094,0.7198892102535991,0.6963761362488488,0.7362841839044124,0.7257350036249125
172,1560,1531,0.6581106795488783,0.694969960245492,0.6810169164420175,0.6910875570155613,0.6919429818468719,0.6957156508514417,0.6882749287599407,0.6967271611153326,0.6976587121447909,0.6823287626029246,0.6583374392005868,0.6974839512643575,0.6976626244937735
173,1572,1512,0.6743009430929406,0.747214824519406,0.7230066000104912,0.7420681924210611,0.742517182686273,0.7179354633847128,0.7117858175345139,0.7209631109718749,0.7286813180292592,0.7011964426302499,0.6933176286706704,0.7292570953898981,0.7140260242812165
174,1554,1543,0.6676800494186123,0.7110379740015104,0.6955932505545206,0.7014434432084619,0.7117054596501879,0.7113565036269274,0.7085453882435171,0.7088066642368002,0.7255071205799799,0.7015995860483528,0.6616969474011876,0.7040128535089663,0.7020287025138781
175,1588,1505,0.6685641021157476,0.7705196580610596,0.7518674076794706,0.7545847984514704,0.7759129041146999,0.7497775100206322,0.7519080683233599,0.7495893716729431,0.7758674014998526,0.7310087113802118,0.6777969367852872,0.7121188381718407,0.7064740721606163
176,1553,1511,0.6588267277290489,0.6940049332102096,0.6818898742057621,0.6918804180958177,0.6928314761683931,0.7014372498471256,0.6955380136843139,0.7007956827154316,0.7043428481236036,0.6775741504897688,0.6581345861124733,0.7109369968602941,0.7038086907398339
177,1542,1509,0.6650439484239294,0.7374305798132154,0.7204103355577787,0.7053440268901956,0.7344677246122903,0.7392124015164909,0.7324702382381765,0.7104005027622318,0.7451968588168278,0.7292332163304648,0.699090308251225,0.7292669656837877,0.7208101570017593
178,1591,1497,0.6473780332167247,0.7183203340229651,0.7128397643666599,0.7035803447115082,0.7204325460132444,0.7334394998469371,0.7257728550754462,0.7124494926819329,0.7326575451778113,0.7103366259860759,0.6952725425918639,0.7386027787709304,0.7287297203063271
179,1614,1484,0.660235040014423,0.7364042524166785,0.7197324990015533,0.7236715321800095,0.7421426139931887,0.7296607662441531,0.7253843522061096,0.7183655553583256,0.7461345002362558,0.7461792959878654,0.7047523985119997,0.7667831788279007,0.7549227825336898
180,1554,1564,0.6706630986663025,0.7322533987929838,0.7135479155447686,0.7019319945336608,0.7307552643868125,0.7174803388505497,0.7118511179397842,0.6951955358766763,0.7255238103764536,0.7160495170902559,0.6838362702927048,0.7104436359285998,0.7073642286907591
181,1574,1512,0.6693044171646558,0.7215237113066982,0.7224881938281932,0.7111818187163318,0.7376581116885802,0.7119984074110812,0.7282641261416682,0.7146238993212712,0.743364018998338,0.7099270314089245,0.6981934540613871,0.7198191418256864,0.7150594316378115
182,1600,1526,0.6603594895454366,0.7606809155729032,0.7587181911405239,0.725403928497347,0.7720414574535753,0.7533382057719495,0.7635584017827862,0.732733114967707,0.7749234280291123,0.7677912544647532,0.7391213840154164,0.7886751799898121,0.7719165191259191
183,1574,1525,0.6656662218414487,0.7146849639654759,0.7065705592273107,0.7125711164117444,0.7174570529329374,0.7191005530883117,0.714881456161187,0.713053642934759,0.7244092436705591,0.6946885848556156,0.6762683336419804,0.7217192880417201,0.7058162950338612
184,1564,1505,0.662866483914996,0.7031029337784188,0.689588376036218,0.6999100418593216,0.7057474490065884,0.6898289362706477,0.6908588292096709,0.70262639394509,0.7041427217330103,0.6874413700038743,0.6653662823557925,0.7035537364793253,0.6976164198351308
185,1550,1529,0.6689285135062301,0.739703432706679,0.7203204753246479,0.7276089300708307,0.7347394634388416,0.7399936297252895,0.7276192293763191,0.7253362718428784,0.7407820457528091,0.711350153627808,0.687862678327076,0.7367709928570992,0.7064031213348658
186,1590,1488,0.659810798470679,0.7186545198599277,0.7003258347181677,0.7033310192458713,0.7157716155463478,0.7243966980131987,0.7215410592746179,0.7178813675487333,0.7340421033852947,0.7367820298597748,0.7282157627840962,0.7752715808090026,0.7721343179306106
187,1531,1519,0.6641410073367734,0.7237263852694453,0.7263680248303469,0.7217901886036476,0.7327885627967788,0.7329821488199324,0.734351806085927,0.7282324002889806,0.7411928534557071,0.7173266325007115,0.6998580771866231,0.734993759968338,0.7280649087123293
188,1555,1520,0.667482820602416,0.7567592387740303,0.7498298358924875,0.7402406725977095,0.7645376117533025,0.7454267973029755,0.7496681741953475,0.7305366648557851,0.7632856403780642,0.7357052306819644,0.7244445634969301,0.7582593657700787,0.7553314552886491
189,1591,1527,0.6581331398309224,0.7013140362942557,0.686688461807179,0.7036939748276413,0.7011466812782953,0.710213513226977,0.703770903764645,0.7139522319374313,0.7182427294322983,0.6914709098808347,0.6812658985741381,0.7268141732800154,0.7176885296215506
190,1550,1527,0.6606841562502151,0.7095604929287977,0.7049362203069386,0.7019471910826046,0.7199775025470537,0.7137571656610001,0.7197579848794735,0.7105699245993022,0.7344772700705592,0.6962373601839853,0.6766708363272524,0.7141149086648928,0.7035920536424313
191,1564,1541,0.6630042711932964,0.7222727937126927,0.7228401884272523,0.7134765880498931,0.7280006911844291,0.7278655674059853,0.7330150222352095,0.7178706223742007,0.7360433460112009,0.7002662164509977,0.6897019068075771,0.7238591270300845,0.7207624530869758
192,1591,1518,0.6536028220534424,0.7250199747869587,0.7078613775665168,0.7017263372486163,0.7288434636097831,0.7205119790911069,0.7195263904816581,0.7099556248745398,0.7385446210798506,0.7064900113189108,0.6839489151085236,0.7167354373499435,0.7086752501267738
193,1532,1514,0.6675175993531535,0.724048644891327,0.7171530707944492,0.716549558806869,0.7299234754538351,0.7292438745559796,0.7244722806894368,0.7164272097741319,0.7368963451694224,0.7233514077123215,0.6796052963109711,0.7138855571944178,0.7037264583360736
194,1525,1544,0.656348297427116,0.716526419820953,0.7035860802170302,0.6972666166219902,0.7160562966680594,0.7183631383403891,0.7125543242117758,0.7047016149140426,0.7230815303936657,0.6933311522713237,0.6638115383831423,0.6970298259728748,0.695849361613762
195,1519,1529,0.6527045584902879,0.698872369373107,0.7161876521453235,0.6922493679620987,0.720346464999382,0.7104365594512463,0.7253873985269809,0.6930900435928237,0.7269313381744987,0.6779730998059247,0.661859903489239,0.7032290089914633,0.6962626887968327
196,1571,1511,0.6622884013086952,0.7704292625692439,0.7610847038806144,0.7269951440999335,0.779628759728207,0.7579522388198324,0.7592667092390657,0.7113525230471355,0.7763706537611607,0.7543385702904677,0.6936563822191635,0.724659931163178,0.7044128460816295
197,1589,1522,0.6648966459325159,0.7271993919681438,0.7279659699193991,0.7145466424611973,0.7378299680742484,0.734131217373964,0.7381630675481841,0.713790580343354,0.745961533841478,0.7208404281860241,0.6919369953371648,0.7313116044843666,0.718038753292144
198,1568,1524,0.6645235070717092,0.7337138570952458,0.721082604274114,0.7168968001629554,0.7377018886471531,0.723386653584234,0.727666573630149,0.7169448786977342,0.7411159018722476,0.7249884043523838,0.7101524811424489,0.7514323602472434,0.7455681916787138
199,1581,1499,0.6626607133683731,0.7062742595304542,0.7056953498592258,0.7012655795210363,0.7194096353581126,0.7093929907788493,0.7164691420624114,0.7094247705340355,0.7291936778481445,0.7046713428933628,0.6836186844465579,0.7214366884590087,0.7157826660295243
200,1588,1522,0.6619584488885988,0.7234071580928549,0.7149557477913847,0.7122844865109959,0.7242956230023786,0.7207077984741428,0.7124179036041762,0.7065773955165463,0.72096746635108,0.7005924784220439,0.6608850333842846,0.6984988373225866,0.6780529550752422
201,1569,1503,0.6637092873619819,0.7195988614247337,0.7184342339567185,0.6996845079254337,0.7287023737560823,0.7275254938814213,0.7343002997666531,0.7122852388392461,0.7443220226965234,0.719021342258594,0.6979429033993622,0.735269939193212,0.7267574087126284
202,1512,1570,0.659913750830196,0.741535211140531,0.7407280239843134,0.7234669100926066,0.751204947312513,0.7459375949075197,0.7442295017879327,0.722729502175794,0.7518369924151419,0.7318755018285235,0.7051664856174326,0.741337499245379,0.737072401229692
203,1565,1540,0.6537661437932594,0.7176578154583816,0.6937480281225735,0.6813771058589013,0.7233770590287258,0.7062488144424576,0.7103162114106204,0.6921276764692502,0.7386269126081193,0.6979514304518182,0.6603794838656345,0.6973422477466317,0.6890007737599756
204,1617,1490,0.6638127526755577,0.7438622773394259,0.7366498465431545,0.7332705800399048,0.75091836413443,0.7535745204929293,0.739846525361791,0.7260194030971586,0.754169230226306,0.7245956896018946,0.7046474029399816,0.7495855668136342,0.7436550693446455
205,1555,1519,0.6500288425983979,0.6785585964692696,0.6799267581433307,0.6652106895510883,0.6892840907119818,0.6948455482347689,0.6981107475761689,0.6750564075676575,0.7073709410174625,0.7370086004446075,0.7073904474832307,0.7569562706964937,0.7497763874683995
206,1594,1527,0.6549502915997788,0.7200025345583346,0.7066486091120994,0.6988395675648256,0.7219286915807119,0.7295780809476692,0.7231331393372432,0.7114228845815969,0.736611824494199,0.6792823701351114,0.673432647611056,0.7237644096811362,0.7100832243977067
207,1525,1555,0.6620880902065966,0.7195840790525133,0.7155194849508735,0.6945204999310123,0.7246922689540866,0.7197146482811433,0.7239794749736417,0.700999298644233,0.7319968430367737,0.7062864785451719,0.687789455253216,0.7102686268740575,0.7164730597467877
208,1582,1524,0.6689567968711596,0.75669346943469,0.743668156083148,0.7313090807746907,0.760294201617939,0.7515432548641976,0.7505519338051281,0.7308298971488183,0.7640926893754789,0.7317620906045277,0.6997538719987042,0.7311931296580809,0.7197126352364963
209,1567,1495,0.6577284249790698,0.6972218396226506,0.6901270709070849,0.6798326506629591,0.7005147230848886,0.6885386458253673,0.6924729668351802,0.6824733244319803,0.7009195432698647,0.6708483918808615,0.6646624859381226,0.715287116165862,0.697180609925334
210,1569,1511,0.6595028278231954,0.7000471024909802,0.6943081182586164,0.7030663136875176,0.7072316224212337,0.7041432880978261,0.7009958666116696,0.7085936637516372,0.7125515974959524,0.6860492026592445,0.6734389012526838,0.7240790673178676,0.7187639629875993
