threshold,model,net_benefit,scope
0.8000000000000002,prevalence,0.0,hypothetical classification utility; not intervention effectiveness
0.8000000000000002,ridge::D_A_K,-0.06710526315789485,hypothetical classification utility; not intervention effectiveness
0.8000000000000002,ridge::D_B,-0.05065789473684216,hypothetical classification utility; not intervention effectiveness
0.8000000000000002,ridge::D_B_M_P_C_A,-0.12500000000000017,hypothetical classification utility; not intervention effectiveness
0.8000000000000002,ridge::D_B_M_P_C_A_K,-0.09671052631578962,hypothetical classification utility; not intervention effectiveness
0.8000000000000002,ridge::H_D,-0.07828947368421062,hypothetical classification utility; not intervention effectiveness
0.8000000000000002,ridge::H_D_B_A,-0.1723684210526318,hypothetical classification utility; not intervention effectiveness
0.8000000000000002,ridge::H_D_B_M_P_C_A,-0.1802631578947371,hypothetical classification utility; not intervention effectiveness
0.8000000000000002,ridge::H_D_B_M_P_C_A_K,-0.10592105263157914,hypothetical classification utility; not intervention effectiveness
0.8000000000000002,act_none,0.0,
0.8000000000000002,act_all,-1.1940789473684226,
0.8500000000000002,P0,0.0,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,hgb::D_B_M_P_C_A,-0.1186403508771932,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,hgb::D_B_M_P_C_A_K,-0.06995614035087733,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,hgb::D_M_P_A,-0.08574561403508787,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,hgb::D_M_P_A_K,-0.06995614035087733,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,hgb::H_D_B_M_P_C_A,-0.07872807017543874,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,hgb::H_D_B_M_P_C_A_K,-0.006140350877193012,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,hgb::H_D_M_P,-0.021491228070175478,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,hgb::H_D_M_P_A,-0.14605263157894763,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,prevalence,0.0,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,ridge::D_A_K,-0.06118421052631591,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,ridge::D_B,-0.05986842105263169,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,ridge::D_B_M_P_C_A,-0.09232456140350895,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,ridge::D_B_M_P_C_A_K,-0.06271929824561417,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,ridge::H_D,-0.07390350877192996,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,ridge::H_D_B_A,-0.14232456140350902,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,ridge::H_D_B_M_P_C_A,-0.1445175438596494,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,ridge::H_D_B_M_P_C_A_K,-0.1105263157894739,hypothetical classification utility; not intervention effectiveness
0.8500000000000002,act_none,0.0,
0.8500000000000002,act_all,-1.9254385964912317,
0.9000000000000002,P0,0.0,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,hgb::D_B_M_P_C_A,-0.10000000000000028,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,hgb::D_B_M_P_C_A_K,-0.09407894736842133,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,hgb::D_M_P_A,-0.09473684210526344,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,hgb::D_M_P_A_K,-0.03684210526315801,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,hgb::H_D_B_M_P_C_A,0.0,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,hgb::H_D_B_M_P_C_A_K,0.002631578947368421,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,hgb::H_D_M_P,0.0,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,hgb::H_D_M_P_A,0.0006578947368421052,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,prevalence,0.0,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,ridge::D_A_K,-0.10460526315789503,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,ridge::D_B,-0.04868421052631593,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,ridge::D_B_M_P_C_A,-0.09934210526315818,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,ridge::D_B_M_P_C_A_K,-0.09276315789473712,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,ridge::H_D,-0.11710526315789507,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,ridge::H_D_B_A,-0.11644736842105297,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,ridge::H_D_B_M_P_C_A,-0.11973684210526352,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,ridge::H_D_B_M_P_C_A_K,-0.11184210526315823,hypothetical classification utility; not intervention effectiveness
0.9000000000000002,act_none,0.0,
0.9000000000000002,act_all,-3.3881578947368522,
