algorithm,subset,config,oof_log_loss,fold_mean,fold_se,fold_losses
ridge,H_M_C,0.1,0.6625805616898517,0.6625805616898518,0.00286589265851006,"[0.6549577726068648, 0.6683892665774083, 0.6662534238003924, 0.6563032102709608, 0.6669991351936324]"
ridge,H_M_C,1.0,0.6628216086418157,0.6628216086418156,0.0030535026138061526,"[0.6546480611490234, 0.668826752975607, 0.6672308270238562, 0.656148854949971, 0.6672535471106206]"
ridge,H_M_C,10.0,0.663062558282491,0.6630625582824913,0.0031586625778038417,"[0.6546317530588466, 0.6692018001498206, 0.6681767633169722, 0.6561450830672855, 0.6671573918195314]"
ridge,H_D_M_C,0.001,0.6723982503364289,0.6723982503364289,0.000261618641515065,"[0.6722265423430637, 0.6722398730696874, 0.6733735059352136, 0.6717972110306133, 0.6723541193035666]"
ridge,H_D_M_C,0.01,0.6521206794236198,0.6521206794236198,0.0017608345298845275,"[0.6504800541985711, 0.6477433203010218, 0.6579290855030411, 0.6504368520383664, 0.6540140850770992]"
ridge,H_D_M_C,0.1,0.6437231904302149,0.643723190430215,0.005274281549186918,"[0.6439872783136362, 0.6259309699381462, 0.6576346552492088, 0.6410784878108837, 0.6499845608391996]"
ridge,H_D_M_C,1.0,0.641085194221472,0.641085194221472,0.008549900081410409,"[0.644639315974892, 0.6107744668898866, 0.662205297755526, 0.6380425577553405, 0.6497643327317154]"
ridge,H_D_M_C,10.0,0.6427222440256601,0.6427222440256601,0.01024396165017159,"[0.645484643147499, 0.607771018908377, 0.6708294950445977, 0.6387960878779134, 0.6507299751499134]"
ridge,H_B_M_C,0.001,0.6728913349088828,0.6728913349088828,0.0009301134813610195,"[0.6715249959378894, 0.6762176158902051, 0.672904616800299, 0.6708037661645847, 0.6730056797514357]"
ridge,H_B_M_C,0.01,0.6593263259398194,0.6593263259398194,0.003183743870234286,"[0.6533567202564339, 0.6698347433021804, 0.6599839365797239, 0.6521060146658959, 0.6613502148948628]"
ridge,H_B_M_C,0.1,0.6583859138538867,0.6583859138538866,0.004283082979894178,"[0.6495436296278855, 0.6718982550530935, 0.6593843213439755, 0.648878448558951, 0.6622249146855277]"
ridge,H_B_M_C,1.0,0.6586198252055426,0.6586198252055426,0.004472111468328521,"[0.6491956726967156, 0.6725698590863329, 0.6602008734743706, 0.6486587372240614, 0.6624739835462324]"
ridge,H_B_M_C,10.0,0.6588927876110499,0.65889278761105,0.004576591992831139,"[0.6491881366888368, 0.6731303605282211, 0.6611479741945441, 0.6486470883470625, 0.6623503782965853]"
ridge,H_D_B_M_C,0.001,0.669857934032132,0.669857934032132,0.00054225853329229,"[0.6692725468077173, 0.6717634666868334, 0.6701861373137628, 0.6685642336887073, 0.6695032856636394]"
ridge,H_D_B_M_C,0.01,0.6487700620672182,0.6487700620672182,0.0015272768546727529,"[0.6457457119366277, 0.6504204969809717, 0.6528289975680189, 0.6447163493934128, 0.6501387544570603]"
ridge,H_D_B_M_C,0.1,0.6413817901804587,0.6413817901804587,0.0040428982304119,"[0.6393580037488181, 0.6311264361425881, 0.6539695322007535, 0.6357899505574667, 0.6466650282526673]"
ridge,H_D_B_M_C,1.0,0.6392791779703766,0.6392791779703767,0.0070723950334699685,"[0.6401324730978163, 0.616729418848657, 0.6595195435628777, 0.6336659666273763, 0.6463484877151561]"
ridge,H_D_B_M_C,10.0,0.6409054373289325,0.6409054373289325,0.00883048010038691,"[0.6412369135073649, 0.6139528932994788, 0.6681513120316569, 0.6338675157136567, 0.647318552092505]"
ridge,H_P_C,0.001,0.6756880289352211,0.6756880289352211,0.0006290406546598722,"[0.6740673879019157, 0.6767857132703211, 0.6770623865171367, 0.6743054705753392, 0.6762191864113927]"
ridge,H_P_C,0.01,0.6637175989736485,0.6637175989736483,0.0023234832363232946,"[0.6572586485982239, 0.6676499327512085, 0.6684103006552506, 0.6589998083846886, 0.6662693044788706]"
ridge,H_P_C,0.1,0.6627999109852467,0.6627999109852467,0.003221475409410987,"[0.6534671181747606, 0.6681194701052616, 0.6688683604589026, 0.6566137514353905, 0.6669308547519186]"
ridge,H_P_C,1.0,0.6630569916665171,0.6630569916665171,0.0034420702151108915,"[0.6531314570937778, 0.6685493048530732, 0.6699710183154404, 0.6564596195213561, 0.6671735585489379]"
ridge,H_P_C,10.0,0.6633249377017076,0.6633249377017076,0.003582374127250452,"[0.6531103927100742, 0.6689270456452526, 0.671049632141348, 0.6564568617295937, 0.6670807562822697]"
ridge,H_D_P_C,0.001,0.6725295718614903,0.6725295718614903,0.000440090208706448,"[0.6717526058481428, 0.6722158037182996, 0.6742041528846424, 0.6719239598744564, 0.6725513369819102]"
ridge,H_D_P_C,0.01,0.652167282391525,0.652167282391525,0.002271769231349343,"[0.6494457657038696, 0.6471365108406619, 0.6602247588173205, 0.650351273577368, 0.653678103018405]"
ridge,H_D_P_C,0.1,0.6436496269446353,0.6436496269446353,0.006021400371898256,"[0.642961291136456, 0.6245706172962485, 0.6617327994790869, 0.6404765244126727, 0.6485069023987122]"
ridge,H_D_P_C,1.0,0.6411656135944186,0.6411656135944186,0.009402983834943044,"[0.6436599045308122, 0.6095669004972359, 0.6677338714050549, 0.637211935748552, 0.6476554557904378]"
ridge,H_D_P_C,10.0,0.6428534310411621,0.6428534310411621,0.01119287646796428,"[0.6444346036404941, 0.6068310298749411, 0.6766697837650313, 0.6376091058078127, 0.6487226321175311]"
ridge,H_B_P_C,0.001,0.6729558992364794,0.6729558992364794,0.0009680582025413133,"[0.6709822198969652, 0.6761188140358253, 0.6736862050524549, 0.670885356892195, 0.6731069003049563]"
ridge,H_B_P_C,0.01,0.6591354858667215,0.6591354858667217,0.0032514443170465965,"[0.651830670002598, 0.6690562374257975, 0.6620465277778689, 0.6521347661935271, 0.6606092279338165]"
ridge,H_B_P_C,0.1,0.6581750886830957,0.6581750886830957,0.004298025843442504,"[0.647945820877388, 0.6708032502709925, 0.6621062411772013, 0.6490997594942797, 0.6609203715956171]"
ridge,H_B_P_C,1.0,0.6584036925455705,0.6584036925455706,0.004527832990541705,"[0.6476221439167441, 0.6714282210908478, 0.6631951200487751, 0.6487040105401501, 0.6610689671313356]"
ridge,H_B_P_C,10.0,0.658657202822351,0.658657202822351,0.0046754869207808305,"[0.6475880247629533, 0.6719436731434477, 0.6642540315876401, 0.6485739045185982, 0.6609263800991158]"
ridge,H_D_B_P_C,0.001,0.6699136007843459,0.6699136007843459,0.0005993991474634164,"[0.6687658749021209, 0.6716442832443787, 0.6709572032488765, 0.6686201665910542, 0.6695804759352993]"
ridge,H_D_B_P_C,0.01,0.648425318886052,0.648425318886052,0.001975949357739214,"[0.6444072784766104, 0.6492983483374604, 0.6550763219231028, 0.6443486558626424, 0.6489959898304447]"
ridge,H_D_B_P_C,0.1,0.6408678486796017,0.6408678486796017,0.005057218745512389,"[0.6376226827394058, 0.6292043063401156, 0.6586794450464627, 0.6347541325420903, 0.6440786767299344]"
ridge,H_D_B_P_C,1.0,0.6389895302013353,0.6389895302013354,0.00825072721962402,"[0.638333760196867, 0.6150992401995213, 0.6658788337393643, 0.632137505170791, 0.6434983117001327]"
ridge,H_D_B_P_C,10.0,0.6407174229462942,0.6407174229462942,0.010150365462435675,"[0.639167069596371, 0.6126773183875508, 0.6751461937524432, 0.6321785268717214, 0.6444180061233846]"
ridge,H_M_P_C,0.001,0.6756377850006298,0.6756377850006298,0.000561043793648483,"[0.6744908175332001, 0.6767244161474952, 0.6768387526017866, 0.6741438195054135, 0.6759911192152539]"
ridge,H_M_P_C,0.01,0.6637951704842366,0.6637951704842365,0.0021344624875249373,"[0.6584263088204875, 0.6675771319481626, 0.6681286725371811, 0.6588553906763934, 0.6659883484389583]"
ridge,H_M_P_C,0.1,0.662913843288672,0.662913843288672,0.003007285798277692,"[0.6546852634619738, 0.6679901377784642, 0.6686359820166978, 0.6565617615288616, 0.6666960716573622]"
ridge,H_M_P_C,1.0,0.6631818920619297,0.6631818920619297,0.0032200346015397443,"[0.6543719876133987, 0.668406377147365, 0.6697479812849264, 0.6564519449416131, 0.6669311693223454]"
ridge,H_M_P_C,10.0,0.6634586699481582,0.6634586699481582,0.003362493501370848,"[0.6543663367604748, 0.6687997422372763, 0.6708381363335911, 0.6564536514242195, 0.666835482985229]"
ridge,H_D_M_P_C,0.001,0.6724796227871944,0.6724796227871943,0.0003888614620844193,"[0.6721401030850854, 0.6721568313957482, 0.6739912756272993, 0.6717729839962735, 0.6723369198315653]"
