algorithm,subset,config,oof_log_loss,fold_mean,fold_se,fold_losses
ridge,H_D_P_C_A,0.001,0.6710228066987367,0.6710228066987367,0.0004428104350878057,"[0.6698875345787787, 0.6705022302679462, 0.6716646971906962, 0.6706825253945721, 0.6723770460616901]"
ridge,H_D_P_C_A,0.01,0.6504056763734114,0.6504056763734113,0.0026872290391001543,"[0.6462602381285756, 0.6441270089202445, 0.6553698737326807, 0.6482229367813575, 0.6580483243041984]"
ridge,H_D_P_C_A,0.1,0.6420563577041488,0.6420563577041488,0.006626530957024075,"[0.6399237105758149, 0.6206658463290983, 0.6560979536369641, 0.6374697690734938, 0.6561245089053729]"
ridge,H_D_P_C_A,1.0,0.6395779535645535,0.6395779535645534,0.009941047143479029,"[0.6408842074644819, 0.6052001842714704, 0.6614198113326425, 0.6339493022795276, 0.656436262474645]"
ridge,H_D_P_C_A,10.0,0.6412273718669953,0.6412273718669953,0.011578418834087428,"[0.6419267732875427, 0.6022273092571901, 0.6700813457566512, 0.6340652233447813, 0.6578362076888109]"
ridge,H_B_P_C_A,0.001,0.6714018773270914,0.6714018773270913,0.0009815640344377216,"[0.6690770014361361, 0.674348276062529, 0.6710937274655493, 0.6696578994308827, 0.6728324822403595]"
ridge,H_B_P_C_A,0.01,0.6569350487705242,0.6569350487705242,0.003469743786365479,"[0.6481954844182621, 0.6655347206361248, 0.6566563973330529, 0.6504255834455221, 0.6638630580196588]"
ridge,H_B_P_C_A,0.1,0.6562220537787145,0.6562220537787145,0.004793870017323246,"[0.6439079665103209, 0.6669765526141908, 0.6560157366568904, 0.6473396077819683, 0.6668704053302023]"
ridge,H_B_P_C_A,1.0,0.6565432418667771,0.6565432418667773,0.00500667729547738,"[0.6435352370821996, 0.667630566094765, 0.6569870152784697, 0.6470858178014107, 0.6674775730770414]"
ridge,H_B_P_C_A,10.0,0.6568466896202816,0.6568466896202816,0.005073532215590539,"[0.6435083570100544, 0.6681392032100083, 0.6580703066511081, 0.6470708539763776, 0.6674447272538596]"
ridge,H_D_B_P_C_A,0.001,0.6684549078177151,0.6684549078177151,0.0005743325124089925,"[0.6669452459894816, 0.6699769351455573, 0.668487281870346, 0.6674326726054428, 0.6694324034777481]"
ridge,H_D_B_P_C_A,0.01,0.6467966741782624,0.6467966741782625,0.0022513704212779513,"[0.6414159818677843, 0.6463808861286017, 0.6504642553151152, 0.642544574688892, 0.6531776728909189]"
ridge,H_D_B_P_C_A,0.1,0.6393953876349044,0.6393953876349047,0.005484998214628935,"[0.6348107867008301, 0.6254382684210533, 0.653243919721198, 0.6321740791322691, 0.6513098841991722]"
ridge,H_D_B_P_C_A,1.0,0.6375113465906187,0.6375113465906187,0.008591831620632762,"[0.6358239504030271, 0.6109867729728328, 0.6600116091199343, 0.6292447570043617, 0.6514896434529378]"
ridge,H_D_B_P_C_A,10.0,0.6393003140420364,0.6393003140420364,0.010378435880890678,"[0.636787509643971, 0.6079972999685823, 0.6691108488179117, 0.6296548526476047, 0.6529510591321125]"
ridge,H_M_P_C_A,0.001,0.6740166199991515,0.6740166199991516,0.0005990420743823181,"[0.6725100017314624, 0.674905522946891, 0.674162453277276, 0.672841111869924, 0.6756640101702046]"
ridge,H_M_P_C_A,0.01,0.661363381419805,0.661363381419805,0.0026297826517788043,"[0.6544826962169366, 0.6639077685792892, 0.6623857223915719, 0.6567769208298271, 0.6692637990813999]"
ridge,H_M_P_C_A,0.1,0.6607249067951054,0.6607249067951054,0.003941766639293115,"[0.6503130426610427, 0.663979490034356, 0.6621369369703077, 0.6542901835573178, 0.6729048807525031]"
ridge,H_M_P_C_A,1.0,0.661054486586367,0.661054486586367,0.00416329727365778,"[0.649936225674151, 0.664394359687043, 0.6631539729596487, 0.6541123831873644, 0.6736754914236277]"
ridge,H_M_P_C_A,10.0,0.6613376131742162,0.6613376131742162,0.004208590634078722,"[0.6499364167640528, 0.6647569285112572, 0.6642245559447187, 0.6541062258270919, 0.6736639388239607]"
ridge,H_D_M_P_C_A,0.001,0.6709676521752252,0.6709676521752252,0.00036021061095091504,"[0.6702635240766464, 0.670448720320482, 0.6714443784485784, 0.6705271323079556, 0.6721545057224637]"
ridge,H_D_M_P_C_A,0.01,0.6504581563148526,0.6504581563148527,0.0026020052731672164,"[0.6468184709552623, 0.6441928232136124, 0.6552436138156844, 0.6481753463340736, 0.6578605272556307]"
ridge,H_D_M_P_C_A,0.1,0.6421441244275861,0.6421441244275862,0.0066404253368715135,"[0.6399774958109175, 0.6208114772748582, 0.6561784845500049, 0.63737991755135, 0.6563732469507999]"
ridge,H_D_M_P_C_A,1.0,0.6398229349659593,0.6398229349659594,0.01000510621746886,"[0.6408883311307242, 0.6052972597706539, 0.6617580037867961, 0.6341548092889829, 0.6570162708526397]"
ridge,H_D_M_P_C_A,10.0,0.6415172706915372,0.6415172706915371,0.011703819464318681,"[0.6418701101501384, 0.6020567414257736, 0.6705032917134998, 0.6345174991444408, 0.6586387110238331]"
ridge,H_B_M_P_C_A,0.001,0.6713797881224142,0.6713797881224142,0.0009354786881771924,"[0.6694837438960107, 0.6743232459335824, 0.6709080986793245, 0.669533840711858, 0.6726500113912957]"
ridge,H_B_M_P_C_A,0.01,0.6570690838373882,0.657069083837388,0.003366275659922803,"[0.6490144488650997, 0.6655847697008989, 0.6565454231686092, 0.6504308308090021, 0.6637699466433307]"
ridge,H_B_M_P_C_A,0.1,0.6563962695123899,0.6563962695123898,0.004703392249605688,"[0.6446405414096993, 0.6670007979646767, 0.6559633428668682, 0.647432753420447, 0.6669439119002577]"
ridge,H_B_M_P_C_A,1.0,0.6567223824357429,0.6567223824357429,0.004920348936238018,"[0.6442283676167906, 0.6676389715082665, 0.6569557550642767, 0.6471971876173586, 0.667591630372022]"
ridge,H_B_M_P_C_A,10.0,0.6570280000113383,0.6570280000113382,0.004980953312147311,"[0.644221522129687, 0.6681539508884711, 0.6580409095358192, 0.6471844707632676, 0.6675391467394466]"
ridge,H_D_B_M_P_C_A,0.001,0.6684356026801513,0.6684356026801515,0.0005262667524678334,"[0.6673149327362463, 0.6699620828574209, 0.6683154006536768, 0.6673186690962981, 0.6692669280571152]"
ridge,H_D_B_M_P_C_A,0.01,0.6469061632367696,0.6469061632367696,0.002198058534913738,"[0.6418126023662352, 0.6465042155554268, 0.6504439231308656, 0.6425892294495196, 0.6531808456818015]"
ridge,H_D_B_M_P_C_A,0.1,0.6395004699718788,0.6395004699718787,0.005530966101018034,"[0.6348095977610242, 0.6255106154283654, 0.6532619215590055, 0.6321459793696991, 0.6517742357412993]"
ridge,H_D_B_M_P_C_A,1.0,0.6376104231805922,0.6376104231805921,0.008669635192591552,"[0.6357078583893825, 0.6108001563636944, 0.6598138770799662, 0.6293182084730656, 0.6524120155968525]"
ridge,H_D_B_M_P_C_A,10.0,0.6393770287313307,0.6393770287313307,0.010429114351983664,"[0.6369409143094955, 0.6078986771005301, 0.6688635361470328, 0.6293588839487885, 0.653823132150807]"
ridge,H_K,0.001,0.6696621128114305,0.6696621128114305,0.000806253160525681,"[0.6717311676048995, 0.6687907827377432, 0.6712601200858807, 0.6673985120395471, 0.6691299815890825]"
ridge,H_K,0.01,0.651348780120466,0.6513487801204662,0.0023626986771261797,"[0.656040014961654, 0.6489395995627173, 0.6564418645029763, 0.6437433528405703, 0.6515790687344128]"
ridge,H_K,0.1,0.6493935704520202,0.6493935704520202,0.003019979229296802,"[0.6545392672095811, 0.6463056733986667, 0.65602398274063, 0.6393623163723546, 0.6507366125388683]"
ridge,H_K,1.0,0.6493822290495769,0.6493822290495768,0.0031129143766896778,"[0.6545678583278309, 0.6461916337080224, 0.6562275570799502, 0.6390122769364447, 0.6509118191956361]"
ridge,H_K,10.0,0.6493845205162208,0.6493845205162208,0.0031226279555726776,"[0.6545740590772577, 0.6461830753791021, 0.6562522466490717, 0.638979273818725, 0.6509339476569472]"
ridge,H_D_K,0.001,0.6668980659365429,0.6668980659365429,0.0009634743619580038,"[0.669613192614698, 0.6647478985171883, 0.668760047889487, 0.6654030589230759, 0.6659661317382652]"
ridge,H_D_K,0.01,0.6433955645265704,0.6433955645265703,0.003050031668452653,"[0.6488869095635217, 0.6346477917772881, 0.6509142886407535, 0.6386413772895712, 0.6438874553617173]"
ridge,H_D_K,0.1,0.6363530000590818,0.6363530000590818,0.00597885022808436,"[0.6428518362094947, 0.6164505385655916, 0.6514135201997182, 0.6306052925992812, 0.640443812721323]"
ridge,H_D_K,1.0,0.633478707878488,0.6334787078784881,0.008694094386026582,"[0.6419141305017194, 0.6027295832040069, 0.6545978741463798, 0.6291592757048919, 0.6389926758354422]"
ridge,H_D_K,10.0,0.6344338942183342,0.6344338942183341,0.010071209611476287,"[0.6422449876664983, 0.5997340151227036, 0.6611804475948688, 0.6296008163259675, 0.6394092043816323]"
ridge,H_B_K,0.001,0.6672159227289887,0.6672159227289887,0.0008530758203385499,"[0.6689037133786168, 0.6684418094043243, 0.668101108274243, 0.6642667059147901, 0.6663662766729691]"
ridge,H_B_K,0.01,0.6480551674662338,0.6480551674662338,0.0025882418064228276,"[0.6517828157218412, 0.6520051510572932, 0.6507127282686445, 0.6381965452348254, 0.6475785970485647]"
ridge,H_B_K,0.1,0.6462600809728479,0.646260080972848,0.003320126277178177,"[0.6503836701394925, 0.6511906228999295, 0.6497079402856137, 0.6333340231213728, 0.6466841484178312]"
ridge,H_B_K,1.0,0.6462694945068251,0.6462694945068251,0.0034212623288371207,"[0.6504343041239838, 0.6513172741344742, 0.6498317186654188, 0.6329183377221597, 0.6468458378880891]"
ridge,H_B_K,10.0,0.6462738683612873,0.6462738683612873,0.003431787712645906,"[0.6504428290031885, 0.6513335675782387, 0.6498480780384521, 0.6328784776276205, 0.6468663895589366]"
ridge,H_D_B_K,0.001,0.6645538634762573,0.6645538634762573,0.0008067275448507163,"[0.6668710378925701, 0.6644838403716924, 0.665721828781856, 0.6623739004621089, 0.6633187098730595]"
ridge,H_D_B_K,0.01,0.6407086801308486,0.6407086801308487,0.002272861529469105,"[0.6449927300813055, 0.6380537861149164, 0.646189269969439, 0.6337918630916507, 0.6405157513969318]"
ridge,H_D_B_K,0.1,0.6345727487632697,0.6345727487632697,0.004637130716731625,"[0.6391908014135315, 0.6222254447556917, 0.6479063746897311, 0.6261675617623607, 0.6373735611950339]"
ridge,H_D_B_K,1.0,0.6322192898000069,0.6322192898000069,0.007183193629816105,"[0.6383471208958831, 0.6093292473573603, 0.6523183915362957, 0.6250317981223239, 0.6360698910881714]"
ridge,H_D_B_K,10.0,0.6330415581486346,0.6330415581486346,0.00854033158990384,"[0.6386070736369999, 0.6062351574189168, 0.6584149100487198, 0.6256442103209474, 0.6363064393175891]"
ridge,H_M_K,0.001,0.6697023172891516,0.6697023172891516,0.0008624498665085936,"[0.6721408110603757, 0.6688252178713878, 0.6711657096697301, 0.6673400252425444, 0.6690398226017202]"
ridge,H_M_K,0.01,0.6513877102553636,0.6513877102553638,0.0024119764973654124,"[0.6561744833770107, 0.6488014132672211, 0.6565709740549315, 0.6436570005957764, 0.6517346799818788]"
ridge,H_M_K,0.1,0.649290575892549,0.6492905758925491,0.003071522519103095,"[0.6539420239533644, 0.6458813963268041, 0.6563320453017335, 0.6391681514035372, 0.6511292624773061]"
ridge,H_M_K,1.0,0.6492713792388692,0.6492713792388692,0.00316768641452593,"[0.6538536128852992, 0.6457391922505799, 0.656583258990294, 0.6388139902133692, 0.6513668418548044]"
ridge,H_M_K,10.0,0.6492733082489432,0.6492733082489434,0.0031778247753642165,"[0.6538480811125618, 0.6457280679961607, 0.6566134201014255, 0.6387808947723399, 0.6513960772622285]"
ridge,H_D_M_K,0.001,0.6669385852516818,0.6669385852516817,0.0010133468553615217,"[0.6699871638190004, 0.6647912544857237, 0.6686745847143959, 0.665354118070354, 0.6658858051689346]"
ridge,H_D_M_K,0.01,0.6433833516541699,0.6433833516541698,0.0030658839087669546,"[0.6488272790256499, 0.6345486405015414, 0.6509006812243903, 0.6385560253482079, 0.64408413217106]"
ridge,H_D_M_K,0.1,0.6360535460795531,0.6360535460795532,0.0060081479757341325,"[0.6421562517579374, 0.6158019348697317, 0.6508452219633031, 0.6304602629309964, 0.641004058875797]"
ridge,H_D_M_K,1.0,0.6331673311080751,0.6331673311080749,0.008742452260641567,"[0.6412311343776516, 0.6017057885542043, 0.6535565000841621, 0.6294990014317787, 0.6398442310925782]"
ridge,H_D_M_K,10.0,0.6341985253966977,0.6341985253966977,0.010148289788764364,"[0.6415927307299832, 0.5986077506097014, 0.6603099677654558, 0.6300258760850269, 0.6404563017933212]"
ridge,H_B_M_K,0.001,0.6672721004781842,0.6672721004781843,0.0009038955372046622,"[0.669295607696813, 0.6684897339200737, 0.6680373039333694, 0.6642315284814524, 0.6663063283592127]"
ridge,H_B_M_K,0.01,0.6479647426438571,0.6479647426438572,0.0025902266245404404,"[0.6515650497967641, 0.6516850751681376, 0.6507598755820159, 0.6379872426471634, 0.6478264700252049]"
ridge,H_B_M_K,0.1,0.6459539792669244,0.6459539792669245,0.0033084211776890408,"[0.6493229303502459, 0.6504206598982005, 0.6498172640649166, 0.6328845953426837, 0.6473244466785756]"
ridge,H_B_M_K,1.0,0.6459508800436963,0.6459508800436962,0.003411957325315119,"[0.6492549645587872, 0.6504981834174853, 0.6499713182086372, 0.6324452885766177, 0.6475846454569535]"
ridge,H_B_M_K,10.0,0.6459544281679278,0.6459544281679277,0.003422813627086972,"[0.649251365707015, 0.6505097770754091, 0.6499913516545482, 0.6324032913353853, 0.6476163550672811]"
ridge,H_D_B_M_K,0.001,0.6646096194378249,0.6646096194378249,0.0008627756643547858,"[0.6672271203058455, 0.6645444107376958, 0.6656624213651555, 0.6623459160417253, 0.6632682287387026]"
ridge,H_D_B_M_K,0.01,0.6405793144454703,0.6405793144454704,0.002279938436394653,"[0.644678905900353, 0.6377674984581159, 0.6460705440670982, 0.6335760625685188, 0.640803561233266]"
ridge,H_D_B_M_K,0.1,0.6340925722426339,0.6340925722426338,0.004698409570810587,"[0.6383321711636638, 0.6211434585974814, 0.647113122829449, 0.6257314095419306, 0.6381426990806448]"
ridge,H_D_B_M_K,1.0,0.6316655820951923,0.6316655820951923,0.007231628292431845,"[0.6374149188157862, 0.6078514176575349, 0.6509770940364865, 0.6250402382181972, 0.6370442417479566]"
ridge,H_D_B_M_K,10.0,0.6327468040362175,0.6327468040362175,0.008629274150609389,"[0.6379433283083114, 0.6049310214602468, 0.6576034401120149, 0.6257881435813369, 0.6374680867191779]"
ridge,H_P_K,0.001,0.6697035821628629,0.6697035821628627,0.0008793526725489797,"[0.6715924309052379, 0.6686474075489138, 0.6718917835844511, 0.6673473021857045, 0.6690389865900066]"
ridge,H_P_K,0.01,0.6512144665464134,0.6512144665464132,0.0026567256408268234,"[0.6552987786022534, 0.6478138388128574, 0.6587591957441545, 0.6437729774520242, 0.6504275421207771]"
ridge,H_P_K,0.1,0.649287206076472,0.6492872060764721,0.0034198711473935046,"[0.6537042852993497, 0.6444911671720476, 0.6594461549056782, 0.6399044695735435, 0.648889953431741]"
ridge,H_P_K,1.0,0.6492978284820606,0.6492978284820607,0.003528301736957359,"[0.6537441011861456, 0.644273712858011, 0.6598386363224836, 0.6396672483004692, 0.6489654437431941]"
ridge,H_P_K,10.0,0.6493027475384547,0.6493027475384546,0.0035396426508608895,"[0.6537519310227967, 0.6442543149315705, 0.6598835850688582, 0.6396466923538551, 0.6489772143151932]"
ridge,H_D_P_K,0.001,0.6669323150813533,0.6669323150813533,0.001040611962761411,"[0.6694645320604908, 0.6645938196415112, 0.6694015348962553, 0.6653418979165425, 0.6658597908919669]"
ridge,H_D_P_K,0.01,0.6430962569824411,0.6430962569824412,0.003539017926120708,"[0.6478875975396963, 0.6332972204437394, 0.6534943322576772, 0.6382954994417548, 0.6425066352293379]"
ridge,H_D_P_K,0.1,0.6357469985706583,0.6357469985706584,0.006942357974612582,"[0.64089403666792, 0.6139148577207735, 0.6562760651421755, 0.6298274107232031, 0.6378226225992196]"
ridge,H_D_P_K,1.0,0.63301703934863,0.6330170393486297,0.009766655097757789,"[0.6395779961266841, 0.6003444431561332, 0.6605655464096395, 0.627982716013186, 0.6366144950375064]"
ridge,H_D_P_K,10.0,0.63409268436552,0.6340926843655201,0.011246257612090495,"[0.6400746858858943, 0.5974583676776573, 0.6674220344545629, 0.6284367678711759, 0.63707156593831]"
ridge,H_B_P_K,0.001,0.6672028284401847,0.6672028284401849,0.0008879711003493475,"[0.6687038779569762, 0.6682337964161335, 0.6687103882945492, 0.6641775598822712, 0.666188519650994]"
ridge,H_B_P_K,0.01,0.6474695654621668,0.6474695654621668,0.002626581229593151,"[0.6504397380317123, 0.6503238365391165, 0.652856238912337, 0.6380463527582636, 0.6456816610694047]"
ridge,H_B_P_K,0.1,0.6455566984754917,0.6455566984754916,0.0032809101095528028,"[0.6486614882149653, 0.6486127472023739, 0.6529544747721412, 0.6337942616299457, 0.6437605205580322]"
ridge,H_B_P_K,1.0,0.6455773860790422,0.6455773860790421,0.003366826469594251,"[0.6486882298551316, 0.6486194572465187, 0.6532733255506319, 0.6335218773634622, 0.6437840403794666]"
ridge,H_B_P_K,10.0,0.6455834494471634,0.6455834494471635,0.00337570934157641,"[0.6486948338093877, 0.6486234051498478, 0.65331073163965, 0.6334979134939807, 0.6437903631429512]"
ridge,H_D_B_P_K,0.001,0.6645338300296437,0.6645338300296438,0.0008640969112099532,"[0.6666597221694692, 0.6642682743400051, 0.6663391244978625, 0.6622733353139796, 0.6631286938269026]"
ridge,H_D_B_P_K,0.01,0.6399356760436776,0.6399356760436776,0.002733709188462238,"[0.6433827332629987, 0.63612570136081, 0.648587538124656, 0.6331589813772766, 0.6384234260926469]"
ridge,H_D_B_P_K,0.1,0.6333334246410569,0.633333424641057,0.005796883503579502,"[0.6361854069233271, 0.6189786500807997, 0.6529270548462, 0.6247469354473677, 0.6338290759075904]"
ridge,H_D_B_P_K,1.0,0.6311433010160259,0.6311433010160259,0.008465880429585935,"[0.6349394037518442, 0.6063744180149775, 0.6584132042177859, 0.6234099730003693, 0.6325795060951526]"
ridge,H_D_B_P_K,10.0,0.632159120689314,0.632159120689314,0.009834483761031835,"[0.6353738806209238, 0.6038510290080458, 0.6646255271958816, 0.6239223078394279, 0.6330228587822911]"
ridge,H_M_P_K,0.001,0.6697404808206522,0.6697404808206522,0.0009238792232873653,"[0.6719966346085872, 0.6686783590424656, 0.671792470878407, 0.6672886963047456, 0.6689462432690556]"
ridge,H_M_P_K,0.01,0.651277294450045,0.651277294450045,0.002697600540815307,"[0.6554818363976437, 0.6477142566644976, 0.6588550845073424, 0.643705981453749, 0.6506293132269922]"
ridge,H_M_P_K,0.1,0.6492351273500917,0.6492351273500917,0.0034748976530903225,"[0.6532360883136066, 0.6441740797087624, 0.6596776996032008, 0.6397058297320932, 0.6493819393927954]"
ridge,H_M_P_K,1.0,0.6492410782484388,0.6492410782484389,0.0035881979096153388,"[0.6531786514601277, 0.6439382200962976, 0.6601062407107067, 0.6394561168661322, 0.64952616210893]"
ridge,H_M_P_K,10.0,0.6492458372068042,0.6492458372068042,0.0036000931296944756,"[0.6531764402333735, 0.6439172592836965, 0.6601553501617936, 0.6394344832964498, 0.6495456530587072]"
ridge,H_D_M_P_K,0.001,0.6669674929775088,0.6669674929775088,0.001081334017649311,"[0.6698331052981494, 0.6646320492299221, 0.669308466463211, 0.6652892818209638, 0.6657745620752976]"
ridge,H_D_M_P_K,0.01,0.6431123132945804,0.6431123132945803,0.003548542337620233,"[0.6479088110692812, 0.6332212337191239, 0.6534590617115056, 0.6382328571276688, 0.6427396028453224]"
ridge,H_D_M_P_K,0.1,0.6356334025566571,0.6356334025566571,0.006941179838198843,"[0.640528921806276, 0.613486630153374, 0.6557826508242686, 0.6297706469224846, 0.6385981630768826]"
ridge,H_D_M_P_K,1.0,0.6329664793271298,0.6329664793271299,0.009783242393790645,"[0.6393781104178182, 0.5996053582527852, 0.6597539398250354, 0.6284332739067975, 0.6376617142332132]"
ridge,H_D_M_P_K,10.0,0.6339519442606775,0.6339519442606775,0.011134655024746972,"[0.6396735995641897, 0.5969362425673463, 0.6660926067071629, 0.6288740268358451, 0.6381832456288432]"
ridge,H_B_M_P_K,0.001,0.6672583419101354,0.6672583419101354,0.0009301560050542754,"[0.6690907501290541, 0.6682847479245108, 0.6686431530028881, 0.6641438825397884, 0.6661291759544359]"
ridge,H_B_M_P_K,0.01,0.6474200802659807,0.6474200802659806,0.0026324293456454024,"[0.6502966529118038, 0.6500618136298866, 0.6528943757004938, 0.6378646105351017, 0.6459829485526175]"
ridge,H_B_M_P_K,0.1,0.6453270306315815,0.6453270306315814,0.003289986964329622,"[0.6477841549029527, 0.6479723800476399, 0.6530328879270736, 0.6333533928424676, 0.6444923374377731]"
ridge,H_B_M_P_K,1.0,0.6453379978898046,0.6453379978898046,0.003380535732559866,"[0.6477159126182808, 0.6479351602113566, 0.6533755914689373, 0.6330483677873433, 0.6446149573631049]"
ridge,H_B_M_P_K,10.0,0.6453434536785215,0.6453434536785215,0.003389969773303471,"[0.647712850194458, 0.6479348795108437, 0.6534159367528102, 0.6330212060157943, 0.6446323959187013]"
ridge,H_D_B_M_P_K,0.001,0.664585729492527,0.6645857294925271,0.0009115595877506565,"[0.6670188739727899, 0.6643237152251277, 0.666271811789402, 0.6622399563539215, 0.6630742901213943]"
ridge,H_D_B_M_P_K,0.01,0.6398587117888092,0.6398587117888092,0.002731922401081487,"[0.6431538926682933, 0.6359125558929517, 0.6484841945982841, 0.6329868179008538, 0.6387560978836628]"
ridge,H_D_B_M_P_K,0.1,0.6331209032576695,0.6331209032576695,0.005779812112711409,"[0.635697010409847, 0.6182984567928979, 0.6522273678043584, 0.6245335318794184, 0.6348481494018257]"
ridge,H_D_B_M_P_K,1.0,0.6309301898432982,0.6309301898432982,0.008473699703006222,"[0.6346138645855792, 0.6052454114627971, 0.657381242465345, 0.6235459893785009, 0.6338644413242686]"
ridge,H_D_B_M_P_K,10.0,0.6319431114839392,0.6319431114839393,0.009898950047631801,"[0.635090895304943, 0.6026739605928205, 0.6640006526474349, 0.624081790478165, 0.6338682583963329]"
ridge,H_C_K,0.001,0.6696166288717608,0.6696166288717609,0.0007802362735978539,"[0.6716025837291643, 0.6687578618252561, 0.6711265560985433, 0.6673661895938463, 0.6692299531119943]"
ridge,H_C_K,0.01,0.6514568934931803,0.6514568934931803,0.002270290357968863,"[0.6556855904238933, 0.6491947083203511, 0.6560950605799984, 0.6438672751286757, 0.6524418330129831]"
ridge,H_C_K,0.1,0.6499278537509775,0.6499278537509776,0.00286511342161312,"[0.6540550329570071, 0.6472123447604707, 0.6557373185233216, 0.639994801583265, 0.6526397709308233]"
ridge,H_C_K,1.0,0.650251785396137,0.650251785396137,0.002936041439909741,"[0.6540411810727883, 0.6476104308080912, 0.6565191157403678, 0.6400519037224116, 0.653036295637026]"
ridge,H_C_K,10.0,0.6505461567770698,0.6505461567770698,0.0029568521706134564,"[0.6540506578651898, 0.6481355543507907, 0.6572101023039855, 0.640253705232038, 0.6530807641333453]"
ridge,H_D_C_K,0.001,0.666874095731457,0.6668740957314572,0.0009351210428582349,"[0.6695061124840916, 0.6647277599044562, 0.668650587642158, 0.6653965117317701, 0.6660895068948095]"
ridge,H_D_C_K,0.01,0.6435988397901128,0.6435988397901128,0.0029734928339609796,"[0.6486868883509935, 0.6348685266598975, 0.6507334281547673, 0.6388755926329992, 0.6448297631519067]"
ridge,H_D_C_K,0.1,0.6371200264770546,0.6371200264770545,0.00593074000196328,"[0.6428718487813018, 0.6171804219434981, 0.651628236392667, 0.6313802625294169, 0.6425393627383887]"
ridge,H_D_C_K,1.0,0.6349293288939407,0.6349293288939407,0.008712548396624683,"[0.6422319685192894, 0.6040754466815751, 0.6559051208554196, 0.630318788494453, 0.6421153199189664]"
ridge,H_D_C_K,10.0,0.6364893866072674,0.6364893866072674,0.010160916545135335,"[0.6425901292644073, 0.6015630116326137, 0.6635479485979968, 0.6312865959032213, 0.6434592476380975]"
ridge,H_B_C_K,0.001,0.6671806641211788,0.6671806641211788,0.0008318454043318324,"[0.6687862919633627, 0.6684139063486674, 0.6679787770218791, 0.6642464662209244, 0.6664778790510605]"
ridge,H_B_C_K,0.01,0.6481846775830954,0.6481846775830954,0.0025396448657144777,"[0.651448213128827, 0.6522694767891709, 0.6503860691025675, 0.6383494334580141, 0.6484701954368977]"
ridge,H_B_C_K,0.1,0.646835853149902,0.646835853149902,0.0032493888899671184,"[0.6499350263523194, 0.6520930713964503, 0.6494508967205244, 0.6340390926617212, 0.6486611786184948]"
ridge,H_B_C_K,1.0,0.6471900775721812,0.647190077572181,0.0033579738910851694,"[0.6499319430741883, 0.6528279490673787, 0.6501430332850928, 0.6339977282220612, 0.6490497342121844]"
ridge,H_B_C_K,10.0,0.6475079315032432,0.647507931503243,0.00342071716408284,"[0.6499129889569952, 0.6535234711940704, 0.6508554511143841, 0.6341537685186808, 0.6490939777320849]"
ridge,H_D_B_C_K,0.001,0.6645279528315191,0.6645279528315191,0.0007737729815663005,"[0.6667576553050435, 0.6644659120493435, 0.6656060555231764, 0.6623715578790663, 0.663438583400966]"
ridge,H_D_B_C_K,0.01,0.6409104023319817,0.6409104023319816,0.002189407794286285,"[0.6448015460579682, 0.6382755156282047, 0.6459934658924397, 0.6340087536650608, 0.6414727304162343]"
ridge,H_D_B_C_K,0.1,0.6353858535251734,0.6353858535251734,0.0045920114623994295,"[0.6392506776413924, 0.623009003054479, 0.6482106421849158, 0.6269115245698513, 0.6395474201752288]"
ridge,H_D_B_C_K,1.0,0.6335561791075445,0.6335561791075445,0.007163400476231024,"[0.6384162310487567, 0.6106863345873628, 0.6534512003323443, 0.6262085932253635, 0.639018536343895]"
ridge,H_D_B_C_K,10.0,0.6353817775694622,0.6353817775694622,0.008746710556335566,"[0.638980157492061, 0.6082202420266981, 0.661791930600784, 0.6277191811827029, 0.640197376545065]"
ridge,H_M_C_K,0.001,0.6696671770949159,0.6696671770949159,0.0008346569360210145,"[0.6720187565263008, 0.6688035245124014, 0.6710412671205084, 0.6673214204086358, 0.6691509169067328]"
ridge,H_M_C_K,0.01,0.6515035306050823,0.6515035306050823,0.0023230074345569184,"[0.6558279543573569, 0.6490481830728276, 0.6562358321364538, 0.6437861616054334, 0.6526195218533397]"
ridge,H_M_C_K,0.1,0.6498282628612461,0.6498282628612461,0.0029525570329530446,"[0.6534809914305919, 0.6468397549690389, 0.6560080982305253, 0.6396806367806499, 0.6531318328954242]"
ridge,H_M_C_K,1.0,0.6501677222685027,0.6501677222685027,0.0030401304088403334,"[0.6533737351904615, 0.647244668762275, 0.6567596214117393, 0.6396967973082933, 0.6537637886697443]"
ridge,H_M_C_K,10.0,0.6504519234519447,0.6504519234519448,0.0030556719486416707,"[0.6533642171917148, 0.6477425564098701, 0.6573697319154866, 0.639901849582703, 0.6538812621599494]"
ridge,H_D_M_C_K,0.001,0.666912556044454,0.666912556044454,0.000983425641555341,"[0.66987407351795, 0.6647701622244752, 0.6685618456439985, 0.6653501767144925, 0.6660065221213538]"
ridge,H_D_M_C_K,0.01,0.643579784366453,0.6435797843664529,0.002998676185184213,"[0.6486349090430547, 0.6347468623711113, 0.6507164991637245, 0.6387624505987122, 0.6450382006556622]"
ridge,H_D_M_C_K,0.1,0.6368527601799406,0.6368527601799406,0.005994345097306869,"[0.6422769602981823, 0.6165183896788922, 0.6510156857467775, 0.6311080803603367, 0.6433446848155144]"
ridge,H_D_M_C_K,1.0,0.6345478130702493,0.6345478130702492,0.008798960187729497,"[0.641411710247738, 0.6029156292527177, 0.6546821882785073, 0.6303610683944415, 0.6433684691778417]"
